product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-763897,7124581545348418571,Gaming Laptop Pro,479.3,2712.59,SKU-6040025,7035,47,SUP-9427,27.87,24x7x0cm,True,2023-04-12
PROD-455549,3876291064205349630,Wireless Bluetooth Headphones,1969.94,1226.41,SKU-7809889,5533,95,SUP-4537,12.52,40x1x5cm,True,2023-11-26
PROD-945672,478011461464446510,Wireless Bluetooth Headphones,1109.87,760.2,SKU-3195626,9734,51,SUP-1396,14.49,1x4x092cm,True,2024-04-26
PROD-294190,3017110050817774868,Air Purifier HEPA,1973.96,2978.7,SKU-3999222,76,17,SUP-3823,15.81,716x2x400cm,True,2021-08-14
PROD-221354,5053523767664422526,LED Desk Lamp,3454.65,1602.74,SKU-7503952,8561,32,SUP-9723,9.4,333x81x4cm,True,2023-02-08
PROD-860424,6448322157156863568,Stainless Steel Water Bottle,2255.34,1349.59,SKU-7651797,2618,62,SUP-2702,37.14,20x3x20cm,False,2021-09-07
PROD-135170,5393757986801125952,Standing Desk Converter,1117.06,41.68,SKU-7331641,2326,98,SUP-3122,42.97,880x85x937cm,False,2020-09-24
PROD-810117,5145752139778437080,Yoga Mat Premium,2775.09,2339.51,SKU-8167444,8635,45,SUP-1464,32.1,9x8x15cm,False,2024-09-16
PROD-136630,6061238089333715927,Coffee Machine Deluxe,3894.58,2759.41,SKU-8650721,5697,60,SUP-8809,39.8,26x9x85cm,False,2022-07-14
PROD-268212,6701919067816529249,Stainless Steel Water Bottle,1301.42,1903.99,SKU-5833203,4018,69,SUP-4312,21.68,46x120x190cm,True,2024-01-23
PROD-820200,4910853761912491600,Wireless Bluetooth Headphones,695.09,806.25,SKU-6072514,9691,43,SUP-6884,21.07,44x52x0cm,True,2023-09-27
PROD-129652,1886138134989935078,Bluetooth Speaker,2228.01,2918.14,SKU-9829586,3128,16,SUP-2935,14.78,716x75x05cm,False,2022-06-18
PROD-603918,7998618883662215483,Bluetooth Speaker,3679.12,2217.06,SKU-9218597,2596,68,SUP-5250,4.87,371x5x462cm,True,2023-08-29
PROD-868734,7727565033679060232,Bluetooth Speaker,4385.39,654.09,SKU-6628448,8559,7,SUP-4579,20.14,7x821x606cm,True,2021-12-02
PROD-515580,1380458493156400408,4K Ultra HD Smart TV,1861.12,1816.3,SKU-7862320,171,18,SUP-5414,24.97,4x931x735cm,True,2021-02-07
