product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-207655,9033674262466189713,4K Ultra HD Smart TV,502.73,1124.1,SKU-3126843,1185,25,SUP-3906,4.94,7x5x17cm,True,2023-04-12
PROD-771614,6077040554866760801,4K Ultra HD Smart TV,2455.4,653.43,SKU-4779922,4557,37,SUP-1635,1.4,98x4x4cm,False,2021-01-14
PROD-652540,5609358501875329329,Bluetooth Speaker,4378.81,1352.78,SKU-6981401,3847,42,SUP-8420,38.61,55x436x11cm,False,2021-01-21
PROD-129266,6779041437780902054,4K Ultra HD Smart TV,598.08,339.26,SKU-8539555,7844,72,SUP-9471,23.56,495x6x7cm,True,2023-04-25
PROD-647805,7549871480409862568,Organic Cotton T-Shirt,78.0,397.48,SKU-2490202,1743,71,SUP-5198,48.38,6x0x5cm,False,2020-03-18
PROD-134766,4088605325410275618,Gaming Laptop Pro,509.25,896.06,SKU-2889196,9016,7,SUP-7703,25.68,312x0x8cm,False,2020-05-04
PROD-514868,4833050163850261911,Coffee Machine Deluxe,4548.26,2760.97,SKU-9638570,1603,44,SUP-6209,30.16,6x5x06cm,True,2021-05-07
PROD-954354,6748271258755255062,Portable Phone Charger,2840.29,2517.5,SKU-9371322,3689,56,SUP-5477,18.54,0x9x682cm,False,2023-01-01
PROD-133491,4470032567416082369,Coffee Machine Deluxe,2103.55,1606.28,SKU-2729163,2437,11,SUP-5137,18.77,2x6x633cm,False,2022-06-30
PROD-140911,1838140163333141668,Yoga Mat Premium,3167.97,2901.1,SKU-4131815,6662,40,SUP-1173,1.87,5x5x1cm,False,2023-02-13
PROD-716622,6669211328121841494,Wireless Bluetooth Headphones,2614.64,2899.41,SKU-4326414,3636,27,SUP-5988,17.42,1x65x51cm,True,2024-09-04
PROD-647043,4781644474723809457,Yoga Mat Premium,3882.09,1304.87,SKU-8904319,8775,71,SUP-2441,3.63,43x099x357cm,True,2024-05-18
PROD-781226,2919551408136976429,Standing Desk Converter,4406.72,2941.29,SKU-1120125,9279,75,SUP-9974,15.01,98x0x05cm,False,2024-05-31
PROD-552705,8926982041988148101,Wireless Mouse Ergonomic,1794.43,2521.47,SKU-5456227,9476,89,SUP-2919,23.22,636x359x4cm,True,2023-12-08
PROD-283253,7441611000032483999,Portable Phone Charger,4130.03,571.66,SKU-4234598,8603,68,SUP-9327,46.41,592x897x44cm,True,2024-12-08
PROD-268512,8817421386568927416,Bluetooth Speaker,4505.75,2312.36,SKU-9630870,6448,87,SUP-1396,26.7,511x916x43cm,False,2024-06-22
PROD-209087,6646183520507505381,LED Desk Lamp,4869.58,831.25,SKU-5594668,9760,72,SUP-9177,35.55,4x1x630cm,True,2024-12-05
PROD-339201,2125141517519818372,Yoga Mat Premium,1532.03,895.12,SKU-5219875,9892,44,SUP-3784,43.67,16x583x3cm,False,2024-12-10
PROD-314439,1006339593525401348,Memory Foam Pillow,1657.79,363.85,SKU-2722818,6526,19,SUP-2982,42.61,7x1x323cm,False,2024-11-08
PROD-180551,2021996820949294637,Organic Cotton T-Shirt,1567.81,2429.39,SKU-4194225,7,44,SUP-2769,23.58,81x4x4cm,True,2023-12-02
PROD-956651,1603417819476046505,Memory Foam Pillow,3456.38,2773.34,SKU-3917077,2086,35,SUP-4450,18.76,047x668x996cm,True,2022-09-16
PROD-241548,1739084568115544584,Wireless Mouse Ergonomic,4833.21,1183.06,SKU-5496970,8226,22,SUP-1564,48.03,99x2x677cm,True,2021-02-21
PROD-626876,5885940049654147714,Bluetooth Speaker,991.19,2772.05,SKU-3692600,7562,43,SUP-3966,12.41,079x400x8cm,False,2024-11-19
PROD-678908,3942329974808118179,Organic Cotton T-Shirt,3502.18,392.85,SKU-3316171,1738,10,SUP-6336,12.87,6x321x3cm,False,2023-11-26
PROD-162481,8837763970221698735,Standing Desk Converter,1148.97,1281.3,SKU-1858156,5009,9,SUP-3442,18.13,2x0x193cm,False,2022-09-10
PROD-512210,6514840284679382161,4K Ultra HD Smart TV,1463.15,1286.4,SKU-1876549,718,64,SUP-1963,34.41,8x45x4cm,False,2020-11-13
PROD-790670,8754512960856721658,Coffee Machine Deluxe,3934.8,2089.13,SKU-4197580,9900,41,SUP-2942,42.57,697x0x687cm,False,2022-04-17
PROD-514460,4733740705749579280,Wireless Mouse Ergonomic,1436.29,1755.68,SKU-2438422,4061,44,SUP-5503,31.42,796x9x830cm,True,2024-10-20
PROD-767373,5957896579032911636,Fitness Tracker Watch,2561.28,2367.05,SKU-8688267,5544,73,SUP-9390,28.22,91x180x8cm,False,2024-06-22
PROD-373065,1037711394509945896,Wireless Bluetooth Headphones,4331.08,17.04,SKU-2294735,218,14,SUP-8681,47.83,3x560x0cm,True,2024-02-11
PROD-693248,4735098408529733029,Wireless Bluetooth Headphones,1508.14,1103.8,SKU-7114432,592,9,SUP-7462,35.19,409x723x8cm,True,2022-07-27
PROD-870458,8513757200961521664,Organic Cotton T-Shirt,2383.79,603.47,SKU-2732749,5932,56,SUP-3497,11.19,363x906x408cm,True,2022-08-05
PROD-352494,5044393435216649616,Gaming Laptop Pro,798.2,1210.56,SKU-4489664,713,69,SUP-7031,13.67,33x87x39cm,True,2020-02-14
PROD-235118,549151588748158121,Air Purifier HEPA,3625.99,2119.65,SKU-6573692,4665,22,SUP-8419,40.28,830x3x24cm,False,2022-08-12
PROD-262844,7959996595481021419,Yoga Mat Premium,2888.92,2817.43,SKU-9846117,1040,31,SUP-3611,18.93,65x9x7cm,True,2024-08-14
PROD-465717,3535323961942878575,Memory Foam Pillow,3982.74,2890.42,SKU-1110209,8664,100,SUP-3177,31.61,3x312x31cm,True,2022-02-13
PROD-671475,3181354799707825184,Stainless Steel Water Bottle,271.79,1849.48,SKU-2095805,1934,32,SUP-1601,31.9,353x7x843cm,False,2021-06-02
PROD-684645,8597938835871344510,Stainless Steel Water Bottle,160.06,2028.95,SKU-5669033,9707,47,SUP-6658,25.87,3x350x35cm,True,2023-01-12
PROD-450065,8857216810491700194,Yoga Mat Premium,2055.39,2445.38,SKU-7686885,7501,96,SUP-2835,43.73,1x715x0cm,True,2020-11-07
PROD-147197,6663734092158260094,Portable Phone Charger,2924.93,2456.74,SKU-1621119,9737,80,SUP-7702,33.88,41x479x1cm,False,2024-09-22
PROD-461982,8072759434708420179,Air Purifier HEPA,129.35,1358.6,SKU-2765918,4002,94,SUP-5637,17.41,0x183x4cm,True,2023-11-15
PROD-362794,946084791464621780,Memory Foam Pillow,4347.34,2689.31,SKU-2955648,7479,34,SUP-6477,39.57,18x291x14cm,True,2022-07-10
PROD-657963,191927639111196440,Memory Foam Pillow,4592.36,1379.28,SKU-6830316,4864,60,SUP-8288,4.9,59x202x4cm,False,2020-10-16
PROD-853980,8425509978471122776,LED Desk Lamp,187.56,2790.46,SKU-9315310,2418,47,SUP-5508,27.64,03x54x43cm,True,2024-02-01
PROD-857391,1508667352284760858,LED Desk Lamp,3718.81,906.03,SKU-1479533,385,33,SUP-2634,19.2,8x0x9cm,False,2023-09-10
PROD-444745,2689733878853048044,Stainless Steel Water Bottle,2574.73,283.66,SKU-1110366,2497,71,SUP-8074,3.79,8x437x637cm,True,2022-10-01
