category_id,category_name,description,is_active
7772186045446663799,Sports & Outdoors,Fashion and clothing items,True
2353720968932401322,Clothing & Apparel,Toys and recreational games,False
2804635325475956233,Automotive,Art supplies and craft materials,False
6973279533856695040,Baby Products,Car parts and automotive accessories,False
8673895635818423787,Toys & Games,"Books, movies, and media content",True
1442509145499977928,Baby Products,Sports equipment and outdoor gear,False
8841821686824833528,Baby Products,Fashion and clothing items,True
8630531386484195309,Clothing & Apparel,Jewelry and fashion accessories,False
8054776236792738145,Pet Supplies,Car parts and automotive accessories,False
8702671455592816559,Musical Instruments,Toys and recreational games,True
8934537999912367996,Arts & Crafts,Fashion and clothing items,False
3544421514346269834,Baby Products,Office and business supplies,False
5568920709038476414,Clothing & Apparel,Musical instruments and audio equipment,True
709655904744745857,Books & Media,Toys and recreational games,False
6400584664973836745,Automotive,Toys and recreational games,False
4282985038800283079,Food & Beverages,Fashion and clothing items,False
5551970015733626398,Office Supplies,Jewelry and fashion accessories,False
229812210583406642,Toys & Games,Sports equipment and outdoor gear,False
8663761785410530383,Jewelry,Car parts and automotive accessories,False
4845511560852598876,Books & Media,Sports equipment and outdoor gear,True
1616727732950223610,Books & Media,Electronic devices and accessories,False
8115154600453175223,Toys & Games,Baby and infant care products,True
894116965794226568,Clothing & Apparel,Office and business supplies,False
8344029105313408570,Electronics,"Books, movies, and media content",True
6732152299613016952,Books & Media,Art supplies and craft materials,False
7329203259611065610,Toys & Games,Baby and infant care products,False
5552188814942607857,Baby Products,Electronic devices and accessories,True
8386257152813092166,Health & Beauty,Home improvement and garden supplies,False
5217591208372124313,Sports & Outdoors,Home improvement and garden supplies,True
4444039294875225577,Books & Media,"Health, beauty, and personal care",False
1206707804285747634,Sports & Outdoors,Toys and recreational games,False
3178765183746242300,Books & Media,"Health, beauty, and personal care",False
4213486383936285015,Toys & Games,Pet care and animal supplies,False
2167755688730017728,Pet Supplies,Food products and beverages,False
2709938913266957824,Baby Products,Toys and recreational games,True
5885940049654147714,Jewelry,Office and business supplies,False
3849453740439638973,Health & Beauty,Toys and recreational games,True
5646582229005485924,Jewelry,Art supplies and craft materials,False
3146688841912437927,Office Supplies,Jewelry and fashion accessories,True
4762589550103921568,Home & Garden,Art supplies and craft materials,True
1549884062243791739,Pet Supplies,Fashion and clothing items,False
2125158532522892775,Books & Media,Jewelry and fashion accessories,True
402078406782756609,Jewelry,Sports equipment and outdoor gear,False
3570616269590648391,Automotive,Office and business supplies,True
4891855477189930008,Automotive,Fashion and clothing items,False
9134896485285694971,Office Supplies,"Health, beauty, and personal care",False
703473466723173419,Automotive,Baby and infant care products,False
2447904732053325818,Clothing & Apparel,Electronic devices and accessories,False
4060645224700649292,Health & Beauty,Toys and recreational games,False
8546773585807268066,Clothing & Apparel,"Health, beauty, and personal care",True
4638080229781606050,Food & Beverages,Jewelry and fashion accessories,True
539473442981169423,Jewelry,Art supplies and craft materials,True
1187192295026264204,Pet Supplies,Toys and recreational games,False
5709064879078688019,Food & Beverages,"Health, beauty, and personal care",True
