line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-88875147,ORD-2903956,PROD-257685,6,4252.46,424.82,13310.55
LI-48300039,ORD-2390350,PROD-393805,8,4064.36,238.63,48548.88
LI-55078830,ORD-9610867,PROD-860249,2,2666.36,50.92,32107.1
LI-94452353,ORD-7392905,PROD-881043,2,4657.54,247.6,33240.22
LI-41271369,ORD-1353812,PROD-954925,3,15.86,211.69,12454.95
LI-17751886,ORD-3315431,PROD-567154,1,4197.18,414.85,7318.32
LI-25189351,ORD-8674926,PROD-977185,6,49.97,28.29,9560.04
LI-53104296,ORD-2121433,PROD-102403,2,4285.45,376.68,11797.72
LI-81965388,ORD-9549187,PROD-150809,3,4771.77,435.06,37036.95
LI-63517222,ORD-4688682,PROD-523168,3,3297.78,455.43,5187.96
LI-18749163,ORD-1693619,PROD-606185,4,3262.04,407.54,33130.72
LI-23947623,ORD-4469444,PROD-256884,8,3139.75,469.57,23572.04
LI-55319569,ORD-7423718,PROD-279363,4,3986.91,287.55,49742.99
LI-66915762,ORD-7724010,PROD-912222,3,1732.71,257.69,20692.53
LI-36919405,ORD-7573453,PROD-314802,6,4417.19,429.25,961.78
LI-14891272,ORD-1478980,PROD-418711,6,2586.88,11.9,14988.29
LI-46614909,ORD-6642504,PROD-633021,6,1500.05,222.67,47942.5
LI-34755927,ORD-5567602,PROD-154171,3,1698.95,307.88,28372.36
LI-18083736,ORD-7068721,PROD-924109,1,212.35,91.06,17753.71
LI-61065117,ORD-1417859,PROD-845478,2,206.33,103.22,4686.1
LI-14860488,ORD-6918407,PROD-683946,4,2690.03,276.94,39159.91
LI-16075745,ORD-2947212,PROD-821467,1,2825.75,433.06,20768.66
LI-45324494,ORD-4622381,PROD-500111,8,2083.31,416.57,34436.93
LI-60050788,ORD-1417594,PROD-793450,9,335.64,173.95,11758.59
LI-89251552,ORD-8415868,PROD-372504,8,1617.34,498.1,48750.73
LI-41457603,ORD-2800290,PROD-245054,9,2351.0,155.55,45140.58
LI-46340261,ORD-9935289,PROD-485555,9,240.02,126.37,48177.43
LI-75693314,ORD-5158285,PROD-285826,10,3692.78,439.56,14712.24
LI-72934401,ORD-7412672,PROD-162591,4,4559.94,166.27,45466.59
LI-85478102,ORD-8598735,PROD-275975,1,3974.5,158.58,22089.98
LI-68992211,ORD-8167124,PROD-178163,6,945.98,404.31,24616.93
LI-72044008,ORD-6524136,PROD-312508,8,2963.38,447.29,12132.21
LI-56953154,ORD-8566385,PROD-747700,7,4278.27,243.76,2670.64
LI-56514035,ORD-9388961,PROD-482057,2,1888.49,77.36,28710.99
LI-28400645,ORD-9268988,PROD-221567,9,1273.32,200.08,22301.83
LI-65989141,ORD-6068213,PROD-413713,9,3730.68,480.63,41671.61
LI-15011119,ORD-9398050,PROD-334824,1,2588.83,107.58,38610.25
LI-33478417,ORD-6726084,PROD-869069,2,2239.76,76.15,1506.36
LI-32696828,ORD-4228713,PROD-498574,4,1361.86,169.51,20773.23
LI-95876153,ORD-4674310,PROD-538438,2,4157.11,127.41,15734.59
LI-41962507,ORD-4169027,PROD-873422,4,2748.15,414.58,36683.86
LI-50194821,ORD-8049831,PROD-804364,2,3995.74,471.89,20593.56
LI-35837989,ORD-8172141,PROD-447133,2,377.07,426.09,1986.85
LI-70573396,ORD-7782370,PROD-853604,3,4698.2,28.71,33935.55
LI-33871259,ORD-2610747,PROD-321055,10,1625.57,45.22,39009.96
LI-38658915,ORD-2355143,PROD-964250,5,1817.32,327.48,10855.46
LI-67996299,ORD-8474125,PROD-715566,7,2620.78,154.89,13414.48
LI-74153871,ORD-4296963,PROD-444199,7,1105.57,139.91,14826.34
LI-25902850,ORD-5002430,PROD-523168,1,3748.38,48.7,36311.33
LI-71739542,ORD-4454404,PROD-235258,7,2285.86,198.14,41303.77
LI-82935365,ORD-7733581,PROD-392663,1,4040.47,45.4,48388.21
LI-85777286,ORD-8424591,PROD-877108,6,3233.86,452.89,44410.56
LI-72772111,ORD-7769871,PROD-831767,5,2388.48,42.65,23703.75
LI-65482322,ORD-8786518,PROD-255278,9,2592.8,250.83,16122.51
LI-12257455,ORD-8575108,PROD-169428,4,933.68,478.74,40503.31
LI-26595105,ORD-8429186,PROD-726291,10,3193.76,101.9,43366.66
LI-55503291,ORD-4683990,PROD-954252,5,2898.89,70.88,24651.47
LI-45791192,ORD-5015415,PROD-502829,9,1987.01,420.39,40386.23
LI-71599613,ORD-3499090,PROD-594845,4,1369.11,382.41,23664.01
LI-26308248,ORD-3617651,PROD-542186,3,4055.41,403.6,9622.33
LI-24710070,ORD-5128025,PROD-238829,1,1620.32,489.3,9167.96
LI-17719331,ORD-2314969,PROD-871994,7,2284.14,358.84,7281.23
LI-66719889,ORD-9581357,PROD-186562,5,1174.72,396.49,19075.61
