category_id,category_name,description,is_active
4634367326404315953,Jewelry,Pet care and animal supplies,False
1887933738106632414,Home & Garden,Toys and recreational games,True
1825357162212959363,Home & Garden,Food products and beverages,True
6943005847435620666,Pet Supplies,Food products and beverages,True
3865390902345703831,Sports & Outdoors,Sports equipment and outdoor gear,True
5747957793330077099,Electronics,Baby and infant care products,False
134942023813748452,Musical Instruments,Car parts and automotive accessories,False
4517863465365988913,Jewelry,Home improvement and garden supplies,False
6139976456593606962,Jewelry,Art supplies and craft materials,False
4203287117076978089,Food & Beverages,Sports equipment and outdoor gear,True
2806266583345066300,Office Supplies,Pet care and animal supplies,False
2456524574511913572,Books & Media,Toys and recreational games,False
1146190786395561441,Electronics,Office and business supplies,False
414582451425485185,Office Supplies,Sports equipment and outdoor gear,True
8380943324382022784,Food & Beverages,Electronic devices and accessories,False
84814426800555123,Home & Garden,Jewelry and fashion accessories,False
3017934211945115502,Health & Beauty,Art supplies and craft materials,True
4947154540813901587,Sports & Outdoors,Fashion and clothing items,False
5834795602002512121,Electronics,Toys and recreational games,False
1938054704796056516,Electronics,"Books, movies, and media content",True
1405030614943541110,Sports & Outdoors,Fashion and clothing items,False
4278510231244075423,Clothing & Apparel,Sports equipment and outdoor gear,False
1689794421978291772,Jewelry,Pet care and animal supplies,True
2346544070328565486,Automotive,Electronic devices and accessories,True
4965081945279893425,Health & Beauty,Baby and infant care products,True
6600214320470006104,Sports & Outdoors,Jewelry and fashion accessories,True
1014556345242873909,Books & Media,Baby and infant care products,True
3341968507384317612,Electronics,Jewelry and fashion accessories,True
4775194861391869722,Clothing & Apparel,Musical instruments and audio equipment,True
2370877353286702427,Baby Products,Food products and beverages,True
6906899392610362964,Health & Beauty,Fashion and clothing items,True
6034542303024607717,Baby Products,Baby and infant care products,True
6371520194043608962,Clothing & Apparel,"Books, movies, and media content",True
7672222646113953803,Pet Supplies,Baby and infant care products,True
1221029143146396085,Electronics,Baby and infant care products,True
2339802841843960513,Jewelry,Jewelry and fashion accessories,True
7380828206509549730,Sports & Outdoors,Toys and recreational games,True
8758269204174166269,Toys & Games,"Books, movies, and media content",False
3250148018617806245,Food & Beverages,Art supplies and craft materials,False
4191490662341877587,Food & Beverages,Baby and infant care products,True
770266085965723415,Clothing & Apparel,Art supplies and craft materials,False
4098546796260661707,Clothing & Apparel,Electronic devices and accessories,True
6550113991967486624,Sports & Outdoors,Home improvement and garden supplies,False
9118569207488656024,Jewelry,"Health, beauty, and personal care",False
3714574719109261979,Jewelry,"Books, movies, and media content",False
6087153792419732807,Books & Media,Art supplies and craft materials,False
5590449074601732913,Clothing & Apparel,Jewelry and fashion accessories,False
6953941424106657360,Books & Media,Fashion and clothing items,True
6527967811863599022,Clothing & Apparel,Food products and beverages,True
3388066437665146538,Arts & Crafts,Office and business supplies,False
1174511695783114053,Automotive,Fashion and clothing items,False
2269868759522235253,Pet Supplies,Musical instruments and audio equipment,False
3306710278815111573,Sports & Outdoors,"Books, movies, and media content",False
1008379533934144277,Clothing & Apparel,Pet care and animal supplies,True
1727644929303521232,Home & Garden,Home improvement and garden supplies,True
1281256226992619956,Home & Garden,"Books, movies, and media content",False
4035718949449034488,Toys & Games,Art supplies and craft materials,True
260041468850190982,Toys & Games,Office and business supplies,True
1448868710671611171,Baby Products,"Books, movies, and media content",True
6012046819447962852,Jewelry,Baby and infant care products,False
7666046171590560953,Musical Instruments,Toys and recreational games,True
2388550188155572551,Health & Beauty,Pet care and animal supplies,True
300110778036646616,Home & Garden,Electronic devices and accessories,True
6409328740421755118,Jewelry,Food products and beverages,False
2069465445419195225,Electronics,Car parts and automotive accessories,False
6393320559445728284,Electronics,Fashion and clothing items,False
2584186204798639851,Sports & Outdoors,Pet care and animal supplies,False
7164205243406953531,Sports & Outdoors,Art supplies and craft materials,True
7523860944388886910,Clothing & Apparel,Musical instruments and audio equipment,True
2177019091213648984,Clothing & Apparel,"Books, movies, and media content",True
8269292276341421313,Jewelry,"Books, movies, and media content",False
3843235475512770319,Home & Garden,Fashion and clothing items,True
421552097252109024,Arts & Crafts,Car parts and automotive accessories,True
4177292977727626803,Jewelry,Baby and infant care products,False
2704970881688342175,Automotive,Art supplies and craft materials,True
5586153399952532456,Office Supplies,Pet care and animal supplies,True
407663807948719806,Office Supplies,"Books, movies, and media content",True
1124075813991220110,Pet Supplies,Jewelry and fashion accessories,False
8252152702758885880,Pet Supplies,"Books, movies, and media content",False
7314608941404925197,Health & Beauty,Home improvement and garden supplies,False
7061353930594903413,Automotive,Art supplies and craft materials,False
6061468694532928707,Food & Beverages,Musical instruments and audio equipment,True
221365117867996427,Arts & Crafts,Musical instruments and audio equipment,True
1115994190735768961,Musical Instruments,Pet care and animal supplies,False
5694095737013029252,Clothing & Apparel,Food products and beverages,False
2586724784616107882,Jewelry,Musical instruments and audio equipment,True
8749731072985076683,Toys & Games,Musical instruments and audio equipment,False
