category_id,category_name,description,is_active
5803750245749766007,Books & Media,Sports equipment and outdoor gear,True
8570648845839702729,Home & Garden,Car parts and automotive accessories,True
6101834515439651575,Jewelry,Baby and infant care products,False
5488550403977092408,Home & Garden,Baby and infant care products,True
3151637671913407054,Clothing & Apparel,Jewelry and fashion accessories,True
7235582925612664879,Clothing & Apparel,Food products and beverages,False
4802986664909235315,Food & Beverages,"Books, movies, and media content",True
5912988374812473483,Office Supplies,Office and business supplies,True
3973398828893180643,Home & Garden,Car parts and automotive accessories,False
7050872964360417949,Musical Instruments,"Books, movies, and media content",False
4098120830131720112,Toys & Games,Electronic devices and accessories,True
3545343235431038480,Automotive,Toys and recreational games,True
1666777403023273867,Health & Beauty,Electronic devices and accessories,False
1720096368485484654,Pet Supplies,Musical instruments and audio equipment,True
4609626937463859514,Clothing & Apparel,Art supplies and craft materials,True
1913228142034581533,Sports & Outdoors,Art supplies and craft materials,False
6802613020013248851,Pet Supplies,Sports equipment and outdoor gear,False
1885015937455914051,Toys & Games,Pet care and animal supplies,False
2335032871929220541,Pet Supplies,Office and business supplies,True
3403674236818967453,Baby Products,Baby and infant care products,True
6010079557611950671,Health & Beauty,"Books, movies, and media content",True
4315749913123450800,Baby Products,Pet care and animal supplies,False
3196941607900559251,Automotive,Toys and recreational games,True
6847306439918404724,Toys & Games,Baby and infant care products,True
8054622106751782699,Food & Beverages,Musical instruments and audio equipment,False
4855582077870549705,Books & Media,Baby and infant care products,False
2475021517304584084,Sports & Outdoors,Baby and infant care products,False
5743615163251930304,Books & Media,Baby and infant care products,False
4755203199669610468,Office Supplies,Electronic devices and accessories,False
2005107685699359827,Health & Beauty,"Books, movies, and media content",False
3183735587612967913,Clothing & Apparel,Art supplies and craft materials,False
1836504744180910398,Health & Beauty,Toys and recreational games,True
2430512549514034914,Pet Supplies,Pet care and animal supplies,True
3676483460726505766,Food & Beverages,Car parts and automotive accessories,False
989280817775872597,Pet Supplies,Art supplies and craft materials,True
4947535048285327054,Office Supplies,Electronic devices and accessories,True
1412566637690270170,Health & Beauty,Jewelry and fashion accessories,False
8005069118766556952,Sports & Outdoors,"Health, beauty, and personal care",True
8138165646014694350,Office Supplies,Musical instruments and audio equipment,True
9200650608838908097,Food & Beverages,"Health, beauty, and personal care",False
7373273043198549578,Pet Supplies,Jewelry and fashion accessories,True
1848073363203087129,Baby Products,Home improvement and garden supplies,False
4865952880479266005,Electronics,Art supplies and craft materials,True
5768254772849098121,Toys & Games,Jewelry and fashion accessories,False
6251143689727562183,Food & Beverages,Art supplies and craft materials,False
1171277002851769887,Toys & Games,Food products and beverages,True
8604088210124488541,Toys & Games,Car parts and automotive accessories,False
7690724468969883681,Pet Supplies,Toys and recreational games,True
4220140067403506366,Office Supplies,Pet care and animal supplies,False
1400949332607211645,Musical Instruments,"Health, beauty, and personal care",True
7674708266187026286,Clothing & Apparel,Home improvement and garden supplies,True
578899935007013049,Automotive,Fashion and clothing items,True
8746219604255429241,Sports & Outdoors,Jewelry and fashion accessories,True
1965965302871359047,Arts & Crafts,Pet care and animal supplies,True
8134604646012425988,Pet Supplies,"Books, movies, and media content",False
7997775923856451896,Automotive,Musical instruments and audio equipment,False
7411915509942369714,Baby Products,"Health, beauty, and personal care",False
4239609640451221817,Musical Instruments,Musical instruments and audio equipment,True
5644594335915081458,Books & Media,Baby and infant care products,True
8969057302630164785,Automotive,Baby and infant care products,True
8705955524947635229,Health & Beauty,Pet care and animal supplies,False
9195465956003505491,Jewelry,Jewelry and fashion accessories,False
6093703090861903102,Food & Beverages,Toys and recreational games,False
320689408561031114,Home & Garden,Fashion and clothing items,False
7631660046832337520,Books & Media,"Health, beauty, and personal care",False
142692160085212810,Office Supplies,"Health, beauty, and personal care",False
3755491125765570785,Automotive,Food products and beverages,False
6474468869598018521,Home & Garden,Art supplies and craft materials,True
3921071755147227824,Office Supplies,Musical instruments and audio equipment,False
4783195189231184123,Toys & Games,"Health, beauty, and personal care",False
9156331140894021985,Arts & Crafts,Car parts and automotive accessories,False
5178245986013725833,Toys & Games,"Health, beauty, and personal care",False
1264198422869718906,Books & Media,Baby and infant care products,False
8569349853611172308,Clothing & Apparel,Musical instruments and audio equipment,False
2170784267408143520,Baby Products,Pet care and animal supplies,True
4244718710301433997,Food & Beverages,Baby and infant care products,False
8027666503695554605,Sports & Outdoors,Pet care and animal supplies,True
869073496391587606,Automotive,Musical instruments and audio equipment,True
9121399178026223996,Office Supplies,Sports equipment and outdoor gear,True
652537551879362353,Food & Beverages,"Books, movies, and media content",False
6237194223031269671,Toys & Games,Baby and infant care products,True
1893184152605691083,Arts & Crafts,Fashion and clothing items,True
1426155578664827609,Health & Beauty,Jewelry and fashion accessories,False
4049387026799386400,Office Supplies,Pet care and animal supplies,True
1708053106368460187,Health & Beauty,Musical instruments and audio equipment,True
574057427517013860,Clothing & Apparel,Baby and infant care products,True
1206658035141322546,Musical Instruments,"Books, movies, and media content",True
1167805989783241077,Health & Beauty,Toys and recreational games,False
5482262463403034312,Automotive,Baby and infant care products,True
6999013156657023341,Jewelry,Electronic devices and accessories,False
6076669148706211072,Baby Products,Sports equipment and outdoor gear,True
3469973647077859959,Books & Media,"Health, beauty, and personal care",True
3996828361234218432,Books & Media,"Health, beauty, and personal care",True
7453982508603887389,Books & Media,Car parts and automotive accessories,True
6410870934460454842,Books & Media,Jewelry and fashion accessories,True
1918355279687667335,Electronics,"Books, movies, and media content",False
214317008206069030,Arts & Crafts,Musical instruments and audio equipment,False
7068132254458765247,Clothing & Apparel,Baby and infant care products,True
5121035031064524634,Baby Products,Pet care and animal supplies,False
8955334914864357747,Pet Supplies,Musical instruments and audio equipment,False
3775821120884780499,Sports & Outdoors,Car parts and automotive accessories,True
2925129554901305078,Electronics,Art supplies and craft materials,False
566956663870017108,Toys & Games,Pet care and animal supplies,True
6290664313698249688,Automotive,Baby and infant care products,False
5944991793990092312,Sports & Outdoors,Home improvement and garden supplies,False
7445926961090586407,Clothing & Apparel,Jewelry and fashion accessories,False
5568605538461042063,Home & Garden,Baby and infant care products,False
7902887293248279786,Pet Supplies,Sports equipment and outdoor gear,False
1348035244318846851,Office Supplies,Musical instruments and audio equipment,False
4159908025125179141,Electronics,Jewelry and fashion accessories,False
6899448985448314625,Clothing & Apparel,Electronic devices and accessories,True
1322338068769319691,Clothing & Apparel,Jewelry and fashion accessories,True
2579861916992779322,Jewelry,Art supplies and craft materials,False
8786337295210410261,Baby Products,Home improvement and garden supplies,False
6340054258527641493,Pet Supplies,Baby and infant care products,True
123487897197485026,Toys & Games,Electronic devices and accessories,True
7965449052682327015,Food & Beverages,Office and business supplies,False
6207217004630232238,Books & Media,Pet care and animal supplies,False
1659894600734854389,Sports & Outdoors,Pet care and animal supplies,False
2972537587558711381,Books & Media,Musical instruments and audio equipment,True
3061718601685517891,Automotive,Electronic devices and accessories,False
7770084882508081566,Arts & Crafts,Pet care and animal supplies,True
1948992151245492162,Health & Beauty,Jewelry and fashion accessories,True
8182016838144872649,Electronics,"Books, movies, and media content",True
3064712417058257292,Health & Beauty,Musical instruments and audio equipment,False
8210448237532421760,Health & Beauty,Sports equipment and outdoor gear,True
7038129234445666735,Health & Beauty,Musical instruments and audio equipment,False
569659285076263262,Home & Garden,Sports equipment and outdoor gear,False
4022374908467871730,Toys & Games,Sports equipment and outdoor gear,True
7305417009332800914,Home & Garden,Jewelry and fashion accessories,True
6831086581970408345,Office Supplies,"Books, movies, and media content",False
9130439124993440577,Books & Media,Musical instruments and audio equipment,False
1531105544878778372,Automotive,Art supplies and craft materials,True
6044626377444095397,Food & Beverages,Toys and recreational games,False
3818500060067298049,Electronics,Electronic devices and accessories,True
7975815378963949578,Health & Beauty,Pet care and animal supplies,True
1567941905137692016,Books & Media,Office and business supplies,True
4193008680778662386,Food & Beverages,Sports equipment and outdoor gear,True
8192013561501480870,Sports & Outdoors,Electronic devices and accessories,True
5016866812585362836,Baby Products,Office and business supplies,True
2999353562607289799,Home & Garden,Electronic devices and accessories,True
6426562938059076966,Books & Media,Car parts and automotive accessories,True
5051628453326734128,Automotive,Musical instruments and audio equipment,False
5231230364148090027,Automotive,Jewelry and fashion accessories,False
5137034678006338200,Electronics,Pet care and animal supplies,True
5140598319947724733,Home & Garden,Toys and recreational games,True
10105208993082941,Jewelry,"Health, beauty, and personal care",False
8281253223024942279,Books & Media,Sports equipment and outdoor gear,False
5899067452154071844,Pet Supplies,Art supplies and craft materials,False
2571031959571405151,Toys & Games,Pet care and animal supplies,True
5338145916530084004,Jewelry,Food products and beverages,True
3368454059154759274,Musical Instruments,Car parts and automotive accessories,False
2369431690478302518,Jewelry,Jewelry and fashion accessories,True
319703256603048784,Arts & Crafts,Art supplies and craft materials,True
8204575096465662686,Automotive,"Health, beauty, and personal care",False
6583127762718736187,Home & Garden,Food products and beverages,True
1158475193723012152,Automotive,Musical instruments and audio equipment,False
6325374720934826606,Health & Beauty,Pet care and animal supplies,True
7322035679968236082,Books & Media,"Books, movies, and media content",False
1487763061292458466,Jewelry,Food products and beverages,True
304375682225014828,Clothing & Apparel,Electronic devices and accessories,True
8243573090597334711,Home & Garden,Office and business supplies,True
1192625638647339613,Books & Media,"Books, movies, and media content",True
5108191301163659278,Baby Products,Art supplies and craft materials,False
882292459575615865,Jewelry,Pet care and animal supplies,False
1662662356464235729,Toys & Games,Jewelry and fashion accessories,False
7665275481963374666,Books & Media,Jewelry and fashion accessories,True
6976464559547468141,Pet Supplies,Home improvement and garden supplies,False
7930589830145028187,Arts & Crafts,Pet care and animal supplies,True
2837055769935140919,Jewelry,Art supplies and craft materials,False
6426735587876739465,Health & Beauty,Musical instruments and audio equipment,True
8252586294247729906,Home & Garden,Office and business supplies,False
1181267783293691855,Office Supplies,Office and business supplies,False
9210767303814927956,Musical Instruments,Jewelry and fashion accessories,False
8031500797871319860,Clothing & Apparel,Musical instruments and audio equipment,True
1161933272838531312,Jewelry,Car parts and automotive accessories,False
5344145467878807041,Sports & Outdoors,Office and business supplies,False
9140065264555058606,Books & Media,Pet care and animal supplies,False
5689137799336628694,Pet Supplies,Food products and beverages,False
4511676153586427313,Home & Garden,Sports equipment and outdoor gear,True
3916968789171020023,Pet Supplies,Art supplies and craft materials,False
5531827359398947204,Food & Beverages,Art supplies and craft materials,False
1559167133385634948,Electronics,"Health, beauty, and personal care",True
