order_id,customer_id,shipping_address_id,billing_address_id,order_date,order_time,status,subtotal,tax_amount,shipping_cost,total_amount,payment_method,notes
ORD-6337106,338020,2dd8c07c-d8f0-4091-9450-c100a3be8260,a32157a4-d28d-41b1-89f9-0fb161488d97,2024-03-21,10:30:00,SHIPPED,7205.68,458.13,15.7,5658.12,CASH_ON_DELIVERY,Special handling required
ORD-1066608,622752,fb8ef5b9-8c8a-4632-a81f-6db84b8236a3,2eeb9a17-84e9-4300-98da-ad39e95bac15,2024-03-30,10:30:00,DELIVERED,5403.21,353.72,47.68,1457.0,PAYPAL,Contact before delivery
ORD-1456205,547995,255e44ba-11a8-4b5a-8b63-eb1051643b08,3e15c181-dc67-453d-87a4-28719628c4d4,2024-01-18,18:30:00,DELIVERED,6273.48,776.76,13.94,5708.33,APPLE_PAY,Fragile items
ORD-6970336,84255,5440d6c2-f517-4834-aff1-695226dfc1f5,66c7f3d7-38c8-482f-aa8e-66233b8c75eb,2023-11-08,16:20:00,PROCESSING,1652.29,227.84,19.19,3829.01,DEBIT_CARD,Special handling required
ORD-6267241,67237,2fdb20aa-703c-4be9-9226-fcb2e6b7ca10,595268e2-29ca-49e5-a87d-26224d56b48e,2024-08-05,09:00:00,DELIVERED,3850.29,398.02,9.41,9336.24,CREDIT_CARD,Contact before delivery
ORD-5415978,312528,88bb2099-fed6-4de4-9bdc-a46a720bbd41,c8eee85d-85e6-4327-80e3-9e6998172142,2024-07-25,22:00:00,SHIPPED,2795.07,604.2,41.3,7125.87,CREDIT_CARD,Rush delivery requested
ORD-9875074,318898,0084ef76-74be-48ce-9b93-6cf1459940e6,5de372b6-2ae6-4adc-bf4d-36aee7e5786c,2023-10-28,14:45:00,SHIPPED,4178.54,111.8,29.52,882.46,CREDIT_CARD,Contact before delivery
ORD-8647637,399250,80d95798-0cbe-498e-bb90-5b48b5f835c6,32e3afb4-7c75-452e-a2d9-4007ae56a78a,2024-03-30,18:30:00,SHIPPED,1289.99,279.35,6.15,9551.74,DEBIT_CARD,Special handling required
ORD-4568115,654918,20fb627c-08be-4234-ab6b-bd0b3c420c10,238c6a85-1c71-48c1-b260-4ae8be879ddf,2023-11-05,22:00:00,DELIVERED,1437.49,571.08,18.58,5794.27,GOOGLE_PAY,Gift wrapping required
ORD-6746906,29217,fd0c0e6a-b745-4ac0-a1e3-65ef1403060d,d5685819-916a-43a2-a3c5-8c49ff02f9c9,2023-01-06,20:10:00,DELIVERED,5625.29,611.14,20.33,2210.82,CREDIT_CARD,Rush delivery requested
ORD-9055920,630781,a9c76884-03a9-4d63-9f98-355ef6e7a46e,be00a3d5-5e00-4fb6-b167-15a7fbcb5f14,2024-07-13,10:30:00,DELIVERED,4206.8,115.39,42.41,4870.96,CREDIT_CARD,Weekend delivery preferred
ORD-6159688,692101,b146757f-f777-46f6-9509-470ad5d7dc1f,1af6e9a4-1f4f-4e36-b61c-832a73843716,2023-08-22,10:30:00,PROCESSING,8153.72,59.51,15.03,3655.72,CREDIT_CARD,Special handling required
ORD-3592047,499456,33687214-db07-4972-b3d9-fa8cc22067f1,eeafec3b-8b1f-460e-ad47-25d7070b81b3,2023-07-07,16:20:00,DELIVERED,4054.57,296.34,30.76,4963.66,GOOGLE_PAY,Weekend delivery preferred
ORD-2981531,215126,3fa80c37-fd33-49d9-b13a-c27114955f27,4bed7356-dd56-4bc3-8789-beb887a350cd,2024-04-22,12:15:00,DELIVERED,5999.25,708.28,34.09,10524.33,CREDIT_CARD,Rush delivery requested
ORD-7722041,725011,bc8d92a2-722b-4603-a230-6fdbd0da2a61,bbd525b1-88ed-41be-b5d7-9de04fcd0be7,2023-06-09,16:20:00,PENDING,1514.96,355.91,29.48,3379.46,PAYPAL,Weekend delivery preferred
ORD-7561810,62942,23ee38d5-2c03-4804-b20b-bfed7b40ff0c,8682d911-af23-477a-b2c2-d0d3748278b3,2024-12-19,20:10:00,DELIVERED,2711.11,253.0,49.85,7714.47,CREDIT_CARD,Rush delivery requested
ORD-1433698,981235,b5c54dde-8ffc-48cf-87d0-215f07fba7ab,2d6f82e1-859a-4f00-8b2a-b405b5029508,2023-01-08,22:00:00,DELIVERED,9684.36,239.13,40.27,5785.38,PAYPAL,Contact before delivery
ORD-3042844,694539,dd331a27-9f99-4e5d-8ec8-67c125fd8572,1b3e6a6d-c6f5-41a9-bc95-a3c8da6b77d3,2023-11-05,10:30:00,CANCELLED,5407.46,799.45,33.69,8663.82,CREDIT_CARD,Contact before delivery
ORD-6288231,289431,2867a786-98e1-4515-b9f8-7f5f92557ceb,d66c1f5f-be6c-48d7-ab3b-1114e9b9256a,2023-12-14,18:30:00,CONFIRMED,822.54,781.94,15.32,8533.99,DEBIT_CARD,Special handling required
ORD-4534849,563406,2776cfb9-3e63-4893-8124-24d3b79f454d,c13d9932-8365-4b53-b289-f0eb2053a851,2023-11-29,10:30:00,CONFIRMED,7400.24,247.05,14.08,10032.53,PAYPAL,Weekend delivery preferred
ORD-5863239,118027,f6edafe3-7e3c-4c32-8b33-4c861ed497dc,98fd1281-1bbf-45fe-b5a1-6d1a76233644,2023-03-31,12:15:00,CANCELLED,9739.67,201.2,47.36,4894.17,PAYPAL,Business delivery
ORD-5861900,78603,815ae09c-42e3-43ea-8cbb-22c8073f4906,31c8c77c-b454-4d48-bdd3-5bc0624a9fb0,2024-12-11,10:30:00,SHIPPED,4069.69,236.2,37.25,8219.24,CREDIT_CARD,Fragile items
ORD-8385397,270657,696c07a4-015e-41a6-8ed0-21def64d85f4,84da1314-d175-43ca-8ee8-5e1e7a1c64ea,2023-03-26,14:45:00,PENDING,7677.96,212.72,14.56,3342.11,PAYPAL,Business delivery
ORD-9548669,604809,05937a44-97ce-4f47-9187-b8b3422cbb31,9e516d8e-d101-4bfe-a9ac-5fc16f7b2281,2023-07-17,16:20:00,SHIPPED,4757.85,637.17,49.43,4832.32,APPLE_PAY,Gift wrapping required
ORD-4984446,16547,3de0517f-30b8-405f-8138-3c1c45f5cce2,877a3889-11f2-4820-92b0-bdfd5584ded5,2024-11-14,10:30:00,PROCESSING,6604.72,517.23,6.84,2166.23,CREDIT_CARD,Rush delivery requested
ORD-4351059,151994,de1edef9-0180-4827-af9c-117bf579f943,ed3b570a-eece-4214-87a0-2d2947890544,2023-12-29,16:20:00,SHIPPED,9791.86,644.39,1.22,3695.13,CASH_ON_DELIVERY,Fragile items
ORD-2830549,765542,e9b8a149-4ea6-49bc-945e-8256ff0fedbb,9f99b090-a8d2-45bf-94fe-df82b1cae427,2023-05-28,10:30:00,PROCESSING,6063.16,583.25,0.21,6775.04,PAYPAL,Contact before delivery
ORD-3590179,141882,85736397-b3c9-4f9a-b5f6-e8ed0d352ee1,f7789b42-0040-40e3-9dc7-a2a7fb17a678,2024-11-13,10:30:00,SHIPPED,2756.44,327.54,19.98,9169.98,CREDIT_CARD,Business delivery
ORD-8039678,209861,75b401e6-cf97-499c-9934-ce1a1f266ebc,331f7bee-3181-468c-b9ef-b895104a6185,2024-12-02,20:10:00,CONFIRMED,1106.77,536.87,36.08,4888.1,CASH_ON_DELIVERY,Rush delivery requested
ORD-6889558,831181,6c41adad-ca40-4bcd-b0de-40ed56a0da02,6ba99489-0df2-4082-a8bc-c45b9573169a,2024-11-11,22:00:00,DELIVERED,5744.73,545.45,36.82,5135.32,DEBIT_CARD,Rush delivery requested
ORD-1530096,919450,7861bfd5-e20b-41ad-bc25-29f0cb405104,adb5f4f7-d721-4c22-8be5-9a0597fa09b3,2024-01-16,22:00:00,DELIVERED,5094.88,694.84,8.51,5663.79,DEBIT_CARD,Rush delivery requested
ORD-5132877,687025,907cdf0a-088a-4a1b-b590-b873cb4fbbc6,0ada0c5e-f8e1-44db-ba09-8d28cc02b44a,2023-08-08,09:00:00,DELIVERED,9115.86,484.93,35.85,3562.94,CREDIT_CARD,Contact before delivery
ORD-7981549,839322,c9599b81-def6-4e7d-bff6-27d55dbb76a3,bcc8fd22-ef2e-4609-8eb6-322076f23f87,2024-05-14,22:00:00,SHIPPED,2258.83,593.19,15.2,450.9,CREDIT_CARD,Contact before delivery
ORD-7088939,494432,db1f4eb9-e15d-4e8e-80ee-f9f297102330,98978e8c-743b-42d6-9524-c2f739312167,2024-03-16,22:00:00,DELIVERED,5244.88,48.45,34.43,2836.4,CREDIT_CARD,Rush delivery requested
