line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-36034581,ORD-2652107,PROD-650984,10,113.4,42.05,16688.34
LI-50125890,ORD-9597856,PROD-549881,6,4598.32,323.57,23338.41
LI-14098244,ORD-5513346,PROD-317838,6,210.03,255.45,29292.42
LI-86370687,ORD-2955949,PROD-896210,10,3151.91,272.93,24490.19
LI-58364059,ORD-2084071,PROD-550727,6,2349.59,264.94,2608.23
LI-34506845,ORD-2088260,PROD-586063,9,207.42,150.58,15896.12
LI-19531717,ORD-2432698,PROD-569442,9,2606.27,340.66,6208.24
LI-90483629,ORD-7988069,PROD-292728,6,1739.74,343.72,20476.96
LI-49174523,ORD-7204156,PROD-689774,5,619.02,77.29,25784.07
LI-31333471,ORD-4982120,PROD-654645,4,325.38,270.83,34370.6
LI-96016443,ORD-6035915,PROD-829871,1,4964.11,146.3,8455.27
LI-37981182,ORD-3482796,PROD-695013,4,3990.1,335.26,19945.49
LI-76202296,ORD-8551355,PROD-357014,7,4674.84,437.65,7926.13
LI-55385726,ORD-6055087,PROD-987485,10,2005.53,280.02,10145.4
LI-52929449,ORD-2260277,PROD-485022,6,3047.76,149.03,12207.38
LI-77631894,ORD-8831810,PROD-154416,3,2952.02,434.69,38710.1
LI-32807679,ORD-9126351,PROD-836826,6,4399.77,269.7,31003.11
LI-53662946,ORD-6762444,PROD-420689,1,1844.82,187.79,46249.8
LI-74498712,ORD-3843772,PROD-765836,3,4443.28,390.77,32231.91
LI-97252402,ORD-2381956,PROD-757944,1,1705.61,302.08,18847.59
LI-33864011,ORD-7066864,PROD-389740,3,2253.26,5.02,33850.92
LI-37432999,ORD-1263715,PROD-435680,1,2314.89,353.13,14907.55
LI-47844797,ORD-8100962,PROD-371211,1,3729.62,451.71,33812.38
LI-88259652,ORD-8156467,PROD-412073,8,319.4,91.43,41326.01
LI-35630904,ORD-3470659,PROD-819232,2,3899.45,431.7,3735.15
LI-90726586,ORD-7017257,PROD-272922,5,3865.58,342.1,47338.9
LI-65993171,ORD-5859533,PROD-529059,2,4599.82,190.47,28018.59
LI-15167160,ORD-7964016,PROD-865549,4,466.28,468.92,19364.36
LI-26179743,ORD-5721666,PROD-758489,1,38.29,321.13,46208.78
LI-15835730,ORD-5426894,PROD-819331,3,4158.93,283.89,10957.51
LI-63510723,ORD-9377894,PROD-788873,4,547.42,294.61,44044.27
LI-23833790,ORD-5438516,PROD-183216,6,12.26,357.03,3255.3
LI-15506065,ORD-3645077,PROD-428247,9,1091.03,137.61,27723.85
LI-58401142,ORD-3545052,PROD-551156,3,1030.66,331.47,37183.71
LI-91913995,ORD-4002842,PROD-203731,6,902.56,131.51,29388.51
LI-78950172,ORD-6282852,PROD-803986,4,4362.58,445.58,18135.33
LI-81714045,ORD-4630625,PROD-149457,4,3764.9,70.41,15085.56
LI-35163853,ORD-9012182,PROD-489834,7,3418.76,405.61,12451.09
LI-44232509,ORD-6610915,PROD-736141,6,2578.1,185.53,18851.15
LI-16820024,ORD-7796595,PROD-753631,5,4858.5,281.33,37802.09
LI-97471541,ORD-2381791,PROD-450636,1,3041.72,94.96,364.78
LI-19114253,ORD-7090089,PROD-220828,4,662.39,487.34,38859.19
LI-45468430,ORD-4629136,PROD-680460,3,2804.24,205.78,49467.9
LI-70952430,ORD-9559317,PROD-633433,9,4110.69,360.13,10655.48
LI-14207083,ORD-9453686,PROD-422451,8,2299.56,289.72,32880.22
LI-69458069,ORD-2735522,PROD-888150,3,4483.45,422.57,1630.61
LI-15729247,ORD-9391450,PROD-323576,4,518.3,157.32,3862.18
LI-44770887,ORD-3595652,PROD-311893,2,3309.88,346.68,43461.32
LI-55434754,ORD-1204917,PROD-511174,5,3935.5,306.19,4807.61
LI-32026722,ORD-1906013,PROD-503234,10,1971.75,370.06,531.19
LI-79730137,ORD-8836347,PROD-419302,4,4748.19,96.68,34876.66
LI-91636167,ORD-8891346,PROD-507358,5,3105.93,102.1,37257.2
LI-96542910,ORD-1531791,PROD-148437,3,259.73,478.25,21945.09
LI-70686914,ORD-1162543,PROD-212089,10,171.21,428.54,40169.01
LI-28817931,ORD-5616842,PROD-924691,7,2937.84,35.04,28719.23
LI-10444268,ORD-5426627,PROD-306533,6,4897.16,172.42,11960.42
LI-23410371,ORD-5167897,PROD-564152,10,4458.62,215.41,47590.24
LI-25286344,ORD-8422194,PROD-225363,5,2541.41,229.3,2018.37
LI-57448296,ORD-3751873,PROD-365965,2,606.54,62.22,21672.7
LI-91845945,ORD-6257555,PROD-906823,2,2921.56,141.81,33080.57
LI-91391947,ORD-4959276,PROD-436018,2,1721.02,167.28,45323.93
LI-75092221,ORD-2611716,PROD-581732,6,2479.05,428.26,15983.81
LI-90863948,ORD-7842901,PROD-148167,7,4452.19,96.25,37056.56
LI-58049529,ORD-4564195,PROD-134162,1,2590.67,405.04,6735.36
LI-56330311,ORD-4248437,PROD-916432,8,228.8,394.35,46869.25
LI-29316910,ORD-4676675,PROD-742999,5,484.13,105.07,36852.78
LI-12947618,ORD-2344587,PROD-643283,8,2002.16,354.7,7180.92
LI-98395605,ORD-5740662,PROD-144318,6,2817.67,49.74,35732.44
LI-63415211,ORD-4704066,PROD-103813,1,1128.67,189.59,2125.56
LI-49498767,ORD-7283987,PROD-862050,2,4414.28,391.23,4799.52
LI-10891688,ORD-4315827,PROD-603918,10,4223.15,281.9,7583.37
LI-64458842,ORD-9527420,PROD-780970,9,1970.73,317.78,28403.15
LI-13172983,ORD-7834015,PROD-324721,5,2363.09,448.81,13109.77
LI-91539459,ORD-4898660,PROD-729453,7,1988.28,297.56,8795.21
LI-72538373,ORD-3950300,PROD-619303,7,1134.77,360.04,39396.34
LI-88037924,ORD-8486313,PROD-984024,9,4629.12,135.89,48190.68
LI-50567553,ORD-4946996,PROD-771551,5,1447.32,87.69,15711.39
LI-63986870,ORD-8685217,PROD-635160,9,2587.21,129.08,13485.85
LI-89818508,ORD-4551568,PROD-485303,1,611.33,125.47,7112.58
LI-64234271,ORD-5421729,PROD-958072,9,967.45,253.8,21911.97
LI-18567217,ORD-8661473,PROD-797887,3,1426.75,380.14,564.22
LI-36632479,ORD-7766144,PROD-753140,8,724.18,59.86,4487.52
LI-17478549,ORD-8530795,PROD-916238,7,1402.61,177.79,19901.79
LI-79423734,ORD-6296341,PROD-968443,9,92.69,384.04,47067.91
LI-30030387,ORD-3121919,PROD-955880,4,2245.52,110.57,5881.1
LI-12997936,ORD-7076347,PROD-189959,1,3410.68,280.69,3297.52
LI-12044970,ORD-7523850,PROD-939497,7,2462.78,236.21,7753.39
LI-61732922,ORD-4711386,PROD-308913,10,2321.51,226.26,3045.72
LI-64033755,ORD-5199729,PROD-920024,7,1306.15,327.9,3202.28
LI-89217433,ORD-8240927,PROD-388255,1,4896.39,415.67,43452.32
LI-93223320,ORD-2719304,PROD-748551,6,4122.35,13.8,42815.33
LI-13481296,ORD-5634946,PROD-382495,1,2132.19,342.21,9055.94
LI-94870520,ORD-5322447,PROD-879311,7,2717.39,8.57,41854.08
LI-90663121,ORD-5527830,PROD-746372,6,433.59,41.01,17047.9
LI-23447579,ORD-8092604,PROD-144534,7,1823.97,401.34,43082.71
LI-23339258,ORD-4671012,PROD-942650,10,882.76,28.52,35998.34
LI-16802178,ORD-1920861,PROD-313049,7,3657.89,274.41,14662.67
LI-94450398,ORD-4035838,PROD-834180,6,2423.38,358.91,42060.26
LI-42213241,ORD-4661545,PROD-502396,4,1676.83,389.67,22634.42
LI-77275471,ORD-2055272,PROD-800623,10,1101.12,494.39,716.56
LI-69445870,ORD-9662090,PROD-517956,10,3523.73,461.78,34810.68
LI-86250990,ORD-4883296,PROD-364718,4,201.3,479.5,13330.87
LI-84284672,ORD-3364403,PROD-624309,3,3755.77,81.68,39700.87
LI-80383353,ORD-4052510,PROD-780943,7,93.06,429.74,20966.88
LI-73150975,ORD-2860743,PROD-163628,2,4882.5,249.32,33111.59
LI-47712926,ORD-3582463,PROD-817746,6,1833.14,156.91,34939.34
LI-69551195,ORD-5871940,PROD-628393,5,2571.4,78.29,7067.39
LI-36422662,ORD-7325092,PROD-404356,6,2350.97,40.59,41348.58
LI-27549548,ORD-7866534,PROD-292125,5,4475.8,54.74,45481.5
LI-14298558,ORD-1826820,PROD-488886,3,257.77,93.24,19401.65
LI-36774392,ORD-3495809,PROD-622288,5,1053.03,408.92,12176.98
LI-40542150,ORD-6626452,PROD-633269,2,4467.85,128.98,1531.58
LI-45418540,ORD-8507570,PROD-732949,6,3813.68,395.76,48446.83
LI-47077901,ORD-9133429,PROD-734705,7,3370.16,82.47,1821.75
LI-58141457,ORD-7907468,PROD-142420,10,2701.2,153.69,40293.43
LI-52519696,ORD-2862549,PROD-353163,2,3363.6,246.85,48095.66
LI-40309413,ORD-1481898,PROD-248126,1,2216.59,447.82,8047.49
LI-91066841,ORD-4790935,PROD-315408,6,2558.18,454.08,34986.91
LI-98571809,ORD-6462716,PROD-933188,3,2395.35,410.85,12331.15
LI-17748984,ORD-7977726,PROD-715561,9,4167.62,441.58,29574.36
LI-96079177,ORD-1366393,PROD-164774,2,3124.52,167.7,29179.66
LI-70268492,ORD-2646494,PROD-631108,5,4005.25,45.32,2305.02
LI-34503759,ORD-3987996,PROD-163225,8,1963.09,438.67,37349.89
LI-23575059,ORD-5514100,PROD-486488,2,3988.55,173.48,22716.99
LI-72786629,ORD-1953993,PROD-267503,3,4327.16,297.95,5114.84
LI-33102881,ORD-7158485,PROD-207565,9,3069.87,196.04,46214.04
LI-48502438,ORD-5605607,PROD-319731,10,4935.69,473.8,34124.04
LI-42805616,ORD-4735992,PROD-929341,8,4036.24,145.2,7402.83
LI-18885092,ORD-4843317,PROD-803684,3,1417.91,115.93,26557.92
LI-28984256,ORD-7142312,PROD-775116,6,66.26,247.13,22771.97
LI-67127333,ORD-1992425,PROD-901140,5,992.07,189.87,22224.76
LI-62296917,ORD-4822929,PROD-394112,4,2192.93,428.23,8565.68
LI-49317134,ORD-2412368,PROD-489607,10,2279.81,368.88,15312.91
LI-72594698,ORD-1282461,PROD-736399,1,492.67,108.97,11116.75
LI-30094421,ORD-9823763,PROD-421268,10,305.09,26.27,37075.79
LI-27353458,ORD-2248963,PROD-347491,10,1356.25,70.71,11440.53
LI-12469387,ORD-7173976,PROD-286189,5,1863.5,215.71,25990.65
LI-60481721,ORD-1799453,PROD-690072,3,2004.28,347.94,34069.34
LI-33325720,ORD-3976683,PROD-207122,3,2258.53,243.28,15878.51
LI-75482957,ORD-4456298,PROD-598207,3,1698.41,238.86,17330.03
LI-18436187,ORD-4997845,PROD-755343,4,4991.1,328.28,44388.01
LI-30248028,ORD-3808279,PROD-405221,7,2613.25,52.24,12024.8
LI-67820134,ORD-6335606,PROD-393081,3,3269.15,74.22,21047.67
LI-11925656,ORD-7481015,PROD-957595,6,1496.11,203.73,25015.04
LI-78338072,ORD-1121249,PROD-110665,3,3578.73,8.89,16301.69
LI-35543487,ORD-4235090,PROD-235894,1,4226.45,218.67,32997.44
LI-31834824,ORD-2578377,PROD-275518,4,2775.44,161.93,13029.65
LI-89360604,ORD-2380908,PROD-359896,9,4741.75,306.41,11512.83
LI-91848053,ORD-9204686,PROD-482335,6,1325.52,355.84,39564.9
LI-53847526,ORD-4502076,PROD-766507,9,460.16,417.17,31109.73
LI-21654976,ORD-2564280,PROD-241861,1,3462.97,302.65,24402.9
LI-89212935,ORD-7443303,PROD-704069,2,1296.26,9.66,23357.83
LI-97551581,ORD-8638461,PROD-292834,8,1451.48,268.29,26805.4
LI-86643014,ORD-2649446,PROD-902942,8,1108.47,40.33,20292.88
LI-27895776,ORD-9094950,PROD-367458,7,4378.34,12.48,18316.8
LI-25857908,ORD-1802093,PROD-515653,5,789.88,258.33,47099.93
LI-62826558,ORD-6408964,PROD-547077,1,829.62,334.21,26443.67
LI-40571442,ORD-3477047,PROD-220687,7,4161.2,35.09,15328.85
LI-83488634,ORD-9225786,PROD-558575,5,3738.17,95.5,19136.37
LI-28400590,ORD-3878094,PROD-839814,6,2563.07,123.4,102.25
LI-11489846,ORD-8650007,PROD-464822,9,613.59,331.74,44486.69
LI-24528709,ORD-3755261,PROD-920660,3,854.62,171.08,46504.14
LI-99177917,ORD-5400531,PROD-420782,5,3772.34,309.65,9750.02
LI-88457060,ORD-3941527,PROD-946650,5,3443.72,466.48,18631.21
LI-18249171,ORD-8593963,PROD-477391,7,2807.08,187.07,41827.16
LI-74304556,ORD-2312629,PROD-767560,9,4053.97,410.05,2516.02
LI-37617750,ORD-4905595,PROD-893177,5,1473.02,227.62,13591.8
LI-23023027,ORD-7053673,PROD-242126,5,998.87,75.99,9484.51
LI-27476131,ORD-5461209,PROD-120926,1,59.42,366.04,40721.12
LI-38795045,ORD-9328430,PROD-982047,4,2928.35,274.62,40891.75
LI-27886295,ORD-1402073,PROD-383265,3,285.67,465.31,3941.14
LI-77479668,ORD-5350726,PROD-315152,8,2403.06,38.37,16582.2
LI-77391015,ORD-5810851,PROD-819088,5,1312.9,157.71,39189.93
LI-90940330,ORD-5452346,PROD-792632,7,2153.62,27.18,38542.51
LI-96064485,ORD-6360904,PROD-974072,1,1933.77,30.45,2726.34
LI-24550078,ORD-4229707,PROD-125662,10,3005.79,289.29,38715.12
LI-19833033,ORD-3568766,PROD-265154,8,2791.81,305.1,13738.13
LI-40580237,ORD-3140357,PROD-642431,1,3275.19,69.76,28107.11
LI-84880417,ORD-3483471,PROD-434079,3,1093.55,314.89,24268.84
LI-70004277,ORD-3818684,PROD-844275,7,4982.13,380.11,1627.93
LI-26009560,ORD-7189098,PROD-820172,9,3153.13,365.38,38706.64
LI-42401274,ORD-6918428,PROD-726291,1,4783.2,176.88,41088.74
LI-63547023,ORD-2673382,PROD-315553,10,1660.1,314.53,38100.75
LI-36177909,ORD-3886676,PROD-389674,5,108.58,36.92,22376.79
LI-90322262,ORD-1118527,PROD-442856,1,1278.17,176.84,45714.12
LI-72486430,ORD-5078608,PROD-836497,10,4914.76,316.96,4869.83
LI-22064316,ORD-4176256,PROD-205089,1,4192.25,286.23,27209.61
LI-97732461,ORD-4063256,PROD-385802,9,3329.19,448.38,40350.39
LI-59967108,ORD-6736988,PROD-616804,3,2019.4,323.03,35964.17
LI-50949405,ORD-9442216,PROD-382551,5,4306.91,113.6,34672.34
LI-81297457,ORD-5191875,PROD-256165,5,3642.31,157.22,36103.63
LI-39352446,ORD-8465918,PROD-256814,10,977.05,423.8,24192.53
LI-28284557,ORD-8225746,PROD-387300,7,282.83,132.07,42398.38
