product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-592685,7238968922273454199,Portable Phone Charger,4349.94,2894.08,SKU-7301707,4142,87,SUP-4412,37.62,4x5x06cm,False,2020-01-27
PROD-167011,7837779230307898955,Standing Desk Converter,926.93,1264.97,SKU-2593587,8906,36,SUP-1793,5.47,47x7x5cm,True,2022-08-23
PROD-539784,3840181660555480582,4K Ultra HD Smart TV,3457.15,399.02,SKU-9051686,5623,13,SUP-5211,37.53,1x2x0cm,False,2021-02-22
PROD-913919,3946095690029029279,Memory Foam Pillow,1540.38,1990.09,SKU-8007518,9587,78,SUP-9329,44.54,0x589x13cm,False,2020-01-30
PROD-771331,4896878247768467573,Wireless Bluetooth Headphones,4383.41,2306.85,SKU-3279519,3972,44,SUP-6177,9.97,73x56x6cm,False,2024-06-02
PROD-486055,2078090182687623731,Gaming Laptop Pro,1205.44,116.38,SKU-5047411,5835,32,SUP-1948,47.11,210x63x7cm,False,2021-12-14
PROD-433221,1250769304918177427,Fitness Tracker Watch,3847.4,2850.16,SKU-4318951,5121,31,SUP-6867,1.07,2x32x3cm,True,2021-09-28
PROD-831558,2568828428451922498,Memory Foam Pillow,3300.91,533.79,SKU-4021774,6480,32,SUP-3697,41.99,9x936x851cm,True,2023-12-25
PROD-894943,5979435707687746826,Fitness Tracker Watch,3742.29,2884.96,SKU-8327079,63,81,SUP-1131,14.59,2x2x18cm,True,2020-04-22
PROD-275481,197998042817056504,Stainless Steel Water Bottle,2742.06,507.79,SKU-4746458,9354,52,SUP-3699,26.29,50x288x082cm,True,2024-09-29
PROD-283873,2179735967720877143,4K Ultra HD Smart TV,3398.82,1379.85,SKU-6001964,4671,58,SUP-6293,29.95,1x933x900cm,True,2024-08-09
PROD-447660,4433752794353104082,Organic Cotton T-Shirt,4876.81,2581.29,SKU-6563238,3749,99,SUP-2393,4.61,78x76x025cm,False,2020-08-23
PROD-197549,846343397579770435,Stainless Steel Water Bottle,1543.07,935.85,SKU-4800694,1251,24,SUP-4088,21.41,98x8x963cm,False,2021-12-22
PROD-405219,5706440383473071509,Wireless Mouse Ergonomic,2971.34,362.08,SKU-5897887,7692,93,SUP-4415,29.76,9x435x7cm,False,2023-02-07
PROD-624046,3767682924672669625,Memory Foam Pillow,3370.28,786.93,SKU-2866318,6353,21,SUP-2299,43.42,24x5x79cm,False,2020-06-25
PROD-564302,9062572835529351358,Portable Phone Charger,2050.55,1661.8,SKU-5686957,1388,94,SUP-4824,33.93,10x672x9cm,True,2024-01-25
PROD-407566,4286009139624687787,Bluetooth Speaker,896.83,2574.35,SKU-6198856,1663,78,SUP-1242,45.92,9x275x2cm,True,2021-07-17
PROD-480231,1280475389892771784,Gaming Laptop Pro,1463.13,1426.97,SKU-9371861,3724,90,SUP-6820,18.98,88x13x28cm,False,2022-04-21
PROD-572271,7311174603820516106,LED Desk Lamp,4101.12,1566.61,SKU-1544211,1965,36,SUP-5179,2.2,4x7x66cm,False,2020-04-07
PROD-895374,588200954153918477,Memory Foam Pillow,735.09,2853.92,SKU-3712962,3819,21,SUP-1662,34.5,459x0x275cm,True,2023-07-21
PROD-348201,7358587158647980729,Yoga Mat Premium,4736.0,1124.81,SKU-9237664,5698,73,SUP-2711,11.39,752x5x09cm,True,2020-09-22
PROD-386429,9076819945140901026,Coffee Machine Deluxe,2044.5,873.13,SKU-7902946,1192,24,SUP-9722,39.87,7x1x5cm,False,2020-11-23
PROD-632221,3486550415976002250,Yoga Mat Premium,726.15,2916.41,SKU-6778626,5557,85,SUP-5650,37.41,72x9x52cm,True,2020-04-14
PROD-429069,305882542838270921,Yoga Mat Premium,396.64,1130.95,SKU-9775133,2612,36,SUP-2961,21.1,95x4x3cm,True,2022-11-30
PROD-380904,2601419284034070806,Fitness Tracker Watch,4028.92,2826.52,SKU-3965666,5204,56,SUP-1080,7.39,5x86x59cm,True,2023-09-04
PROD-915189,560625897324644318,Standing Desk Converter,4961.53,299.34,SKU-6627471,3204,92,SUP-9529,7.72,0x563x638cm,True,2022-10-27
PROD-202335,3323434627097887229,Yoga Mat Premium,380.25,1636.39,SKU-8926420,7468,27,SUP-3891,31.13,1x9x0cm,True,2024-09-19
PROD-829214,184862523268850569,Yoga Mat Premium,3517.76,1422.11,SKU-7709003,4071,13,SUP-7839,15.29,274x925x35cm,True,2021-04-12
PROD-179429,8592615457224904786,Gaming Laptop Pro,3886.24,753.05,SKU-8423836,8776,31,SUP-5299,4.28,26x7x82cm,False,2022-04-09
PROD-527438,203385166460119726,Organic Cotton T-Shirt,1612.58,1934.71,SKU-2109232,14,22,SUP-7860,2.44,3x5x454cm,True,2020-01-13
PROD-894937,3961083155704422017,Wireless Mouse Ergonomic,1174.48,1880.83,SKU-5129684,8145,81,SUP-4245,5.58,57x0x1cm,False,2020-02-22
PROD-708599,1643349562428845023,Stainless Steel Water Bottle,4721.31,2875.71,SKU-5233970,1813,38,SUP-8791,14.62,0x9x956cm,False,2023-06-18
PROD-165326,1074440175624662272,Wireless Mouse Ergonomic,2923.59,1392.2,SKU-2261542,3357,80,SUP-6767,24.31,51x954x13cm,False,2024-01-13
PROD-750304,4797025311208093699,Yoga Mat Premium,3792.56,313.48,SKU-3639425,9161,5,SUP-1140,10.7,54x821x1cm,False,2021-09-28
PROD-113899,4372193308954332624,Memory Foam Pillow,2804.31,1304.79,SKU-7511433,7251,90,SUP-1922,48.52,2x3x6cm,True,2022-02-02
PROD-141848,485323341072976663,Stainless Steel Water Bottle,4270.47,519.62,SKU-6389771,8309,51,SUP-8581,45.0,1x121x68cm,False,2023-05-16
PROD-840269,6726304996778763818,Wireless Mouse Ergonomic,2496.08,1050.45,SKU-6560394,4704,95,SUP-9938,40.93,79x627x76cm,False,2020-01-12
PROD-785461,7427104650002438331,Fitness Tracker Watch,2905.88,2297.84,SKU-5368069,2480,28,SUP-6370,0.63,582x56x41cm,False,2024-07-07
PROD-104790,3593387694781097037,Yoga Mat Premium,1406.62,1409.48,SKU-8976408,2985,73,SUP-4184,38.4,5x044x83cm,False,2021-04-04
PROD-269138,1709059757979896033,Stainless Steel Water Bottle,1131.95,1556.65,SKU-6742367,8928,29,SUP-5050,44.46,348x642x7cm,False,2020-02-18
PROD-982406,544629009382225280,Portable Phone Charger,1702.8,2510.94,SKU-6501485,3274,85,SUP-5392,40.2,33x7x06cm,True,2021-03-13
PROD-155214,1766603850499363426,4K Ultra HD Smart TV,2091.34,2314.5,SKU-3824118,2389,79,SUP-4095,5.81,615x937x23cm,True,2020-07-13
PROD-156353,102980736239927942,Standing Desk Converter,2638.45,1736.74,SKU-2026351,298,32,SUP-2863,18.18,2x78x458cm,False,2024-02-29
PROD-124598,4519425692377640571,Wireless Bluetooth Headphones,1275.33,2126.5,SKU-5754382,6922,89,SUP-7804,18.27,58x47x6cm,False,2021-12-19
PROD-718871,8270224175615832072,Standing Desk Converter,2983.12,1301.05,SKU-7703684,6549,25,SUP-4309,25.59,92x07x1cm,True,2022-08-11
PROD-947209,4622333864953824409,Memory Foam Pillow,4366.98,2661.15,SKU-4617801,1611,61,SUP-9719,30.65,570x51x52cm,False,2024-08-08
PROD-327038,6234763580817733451,Bluetooth Speaker,1677.98,1272.62,SKU-5759111,3851,50,SUP-5332,41.09,5x400x978cm,True,2020-02-25
PROD-925973,4028513664351250076,4K Ultra HD Smart TV,3075.0,298.35,SKU-7585146,4489,66,SUP-8533,43.11,2x926x97cm,True,2021-10-08
PROD-639329,2151883065664799610,Fitness Tracker Watch,1653.56,2960.51,SKU-4618441,6121,80,SUP-5642,5.86,55x0x40cm,False,2024-01-23
PROD-110285,8921995639470014284,Standing Desk Converter,1197.09,1746.79,SKU-9597386,5759,38,SUP-9002,10.54,49x900x7cm,True,2021-01-26
PROD-135717,7859178612888217938,Wireless Bluetooth Headphones,4760.06,1363.9,SKU-2937730,2781,60,SUP-7887,37.78,00x013x0cm,False,2021-10-22
PROD-121113,8575767555223383991,Stainless Steel Water Bottle,1384.56,1558.97,SKU-9861348,7056,81,SUP-5643,45.43,90x5x468cm,False,2022-04-17
PROD-821953,7603485958646283182,Organic Cotton T-Shirt,95.6,2581.91,SKU-6327935,1974,32,SUP-6115,49.11,35x22x42cm,False,2021-09-11
PROD-498631,8140731491828200319,Coffee Machine Deluxe,1502.4,1097.25,SKU-3649779,3562,46,SUP-7788,14.8,37x7x27cm,False,2024-04-10
PROD-305868,4347594798246185815,Memory Foam Pillow,4604.59,1557.63,SKU-1129030,283,42,SUP-8496,31.92,10x1x504cm,True,2021-03-22
PROD-726780,310931919123063485,Memory Foam Pillow,72.7,1102.82,SKU-2490855,5277,99,SUP-3851,43.1,191x56x53cm,False,2023-02-02
PROD-550486,3239122806229029592,Standing Desk Converter,4656.42,1787.65,SKU-4105473,5205,64,SUP-3292,2.85,8x498x4cm,False,2024-01-19
PROD-966835,6523519210525210219,Coffee Machine Deluxe,2849.41,265.83,SKU-9962069,4805,51,SUP-9755,40.26,54x82x409cm,False,2021-03-29
PROD-790374,232287599637266031,Standing Desk Converter,4035.57,1015.31,SKU-2046962,616,6,SUP-2449,2.29,5x733x587cm,False,2021-02-26
