line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-87516290,ORD-7070974,PROD-735885,5,1545.3,355.73,44930.32
LI-65196875,ORD-4001619,PROD-694993,7,2096.97,371.08,3469.38
LI-32153163,ORD-7209228,PROD-914269,8,1218.59,129.38,27121.05
LI-23272083,ORD-1253350,PROD-565292,8,1825.05,477.4,18597.25
LI-78214696,ORD-7671985,PROD-800438,1,3606.14,390.79,8557.04
LI-93595311,ORD-6484866,PROD-963780,3,4000.93,327.02,13179.55
LI-18641436,ORD-1125454,PROD-493010,5,1251.41,85.35,17665.31
LI-43364110,ORD-7097239,PROD-738142,4,4298.02,246.31,10811.14
LI-15012147,ORD-9527420,PROD-781351,4,2857.49,64.3,39148.71
LI-66752159,ORD-8874665,PROD-612009,8,4495.56,294.66,20641.59
LI-12603015,ORD-6228452,PROD-364867,1,4919.6,159.34,16149.93
LI-86925223,ORD-3219870,PROD-947387,3,1857.92,39.38,45269.03
LI-97710622,ORD-6834352,PROD-280006,7,3497.19,239.92,41858.13
LI-50644973,ORD-6141445,PROD-554819,3,4283.37,289.75,15069.05
LI-78641735,ORD-6733396,PROD-812092,1,3258.69,351.61,45761.81
LI-40899531,ORD-1523904,PROD-911300,3,4311.88,65.12,46902.78
LI-16056883,ORD-8566385,PROD-854334,10,445.51,39.6,40768.12
LI-33323697,ORD-2924969,PROD-755538,8,4400.57,328.59,34047.56
LI-33799379,ORD-9650832,PROD-783079,9,46.14,418.69,28725.2
LI-33722226,ORD-1106577,PROD-823112,3,2249.06,87.75,18411.13
LI-62484921,ORD-7001067,PROD-431323,5,811.08,357.7,44261.66
LI-88569763,ORD-6276725,PROD-415485,1,329.84,372.32,46894.3
LI-69506737,ORD-8761695,PROD-421787,9,4837.33,329.49,223.93
LI-18536264,ORD-2956774,PROD-835672,5,3231.42,444.68,34920.13
LI-41815805,ORD-9193634,PROD-648123,10,3706.34,207.12,15491.27
LI-81718157,ORD-4978129,PROD-355846,1,1877.5,158.5,47616.99
LI-74035882,ORD-7651949,PROD-576224,7,4692.18,224.01,1496.94
LI-89164986,ORD-6131824,PROD-746091,5,4400.61,449.87,29770.97
LI-51712081,ORD-8547024,PROD-646062,10,3319.61,106.36,18226.04
LI-31193851,ORD-4926611,PROD-474660,6,42.66,479.56,43921.92
LI-91767301,ORD-8065031,PROD-354384,2,1535.28,494.29,27951.95
LI-75625075,ORD-1046680,PROD-730944,7,253.58,154.12,39302.5
LI-99227903,ORD-5079612,PROD-929493,6,3357.25,166.03,19952.0
LI-54792707,ORD-2596365,PROD-313728,2,4615.21,479.24,13109.03
LI-58815116,ORD-7341880,PROD-805335,1,2121.43,436.38,46455.38
LI-48391598,ORD-1346733,PROD-106312,7,4875.28,279.53,48159.32
LI-27796154,ORD-6435269,PROD-632267,2,1028.44,94.48,3820.99
LI-27592573,ORD-2092376,PROD-590133,1,3887.42,352.15,45080.39
LI-66975308,ORD-5619503,PROD-594130,2,1844.34,201.57,24813.75
LI-47437170,ORD-5993747,PROD-209159,3,4920.53,244.16,37177.19
LI-35872339,ORD-4892413,PROD-208670,1,2449.07,322.41,9146.84
LI-34754603,ORD-7883296,PROD-350668,8,639.13,37.88,49622.47
LI-86628014,ORD-8627499,PROD-918288,9,4325.7,34.65,33888.74
LI-74995964,ORD-3267149,PROD-947760,7,2460.79,367.38,4715.51
LI-95445275,ORD-6336524,PROD-850930,10,2408.7,110.24,32772.88
LI-64466373,ORD-8422888,PROD-991594,2,2371.72,445.86,10190.31
LI-68978409,ORD-7301745,PROD-812053,1,4564.52,493.3,13410.01
LI-93769761,ORD-8758910,PROD-408048,4,1160.18,69.25,29633.74
LI-99769864,ORD-5050377,PROD-269666,1,3672.84,251.04,7054.54
LI-64026212,ORD-6111652,PROD-277817,2,2599.54,95.55,3786.33
LI-45769980,ORD-6851753,PROD-681307,9,3600.58,167.64,42640.11
LI-38194250,ORD-6699897,PROD-950191,6,4169.92,202.51,23664.82
LI-98360166,ORD-4586916,PROD-433318,8,3529.02,122.64,6716.64
LI-78841194,ORD-2377133,PROD-589652,5,3053.71,100.12,41511.17
LI-10729344,ORD-3646729,PROD-372832,7,832.52,324.27,19649.99
LI-68957996,ORD-3773595,PROD-937665,1,3238.88,1.58,18547.53
LI-73197300,ORD-8690948,PROD-959060,9,4966.64,170.08,1824.98
LI-13407150,ORD-9326639,PROD-987485,1,3651.2,215.2,682.82
LI-74991537,ORD-9665837,PROD-303098,4,1473.95,90.08,3160.78
LI-81440472,ORD-7345449,PROD-727695,7,3371.97,114.07,37007.73
LI-12968312,ORD-5518950,PROD-604145,6,3243.12,108.26,46482.88
LI-43205124,ORD-9552580,PROD-320243,3,799.07,62.4,39513.71
LI-54930841,ORD-8712002,PROD-537098,1,360.98,139.2,35468.71
LI-71072371,ORD-6416478,PROD-681312,9,2799.49,221.52,22276.07
LI-68984575,ORD-2517456,PROD-975816,3,525.11,479.53,39976.85
LI-44892141,ORD-2190481,PROD-100021,5,3648.7,466.79,6933.96
LI-45782767,ORD-3532713,PROD-366658,4,4535.42,170.13,36885.37
LI-92759252,ORD-2783707,PROD-176584,4,4242.62,486.88,6889.22
LI-93096071,ORD-6638069,PROD-690646,9,4103.42,242.52,26907.23
LI-24779888,ORD-3085122,PROD-628877,3,4503.51,196.04,21320.94
LI-95919384,ORD-2501459,PROD-472431,6,706.17,35.07,42072.33
LI-35575816,ORD-7569433,PROD-154486,2,3052.31,450.49,28202.86
LI-90001976,ORD-6390060,PROD-978762,10,3517.24,278.41,28325.54
LI-99188664,ORD-2474175,PROD-253898,1,570.61,277.44,7330.28
LI-68400131,ORD-4092560,PROD-782303,3,3254.78,328.27,11369.57
LI-47164718,ORD-3738494,PROD-901229,8,3116.19,73.26,728.77
LI-99089937,ORD-5615944,PROD-377811,6,146.36,464.96,48013.45
LI-58356589,ORD-1032941,PROD-850012,1,576.37,378.69,46796.63
LI-60018073,ORD-6494268,PROD-771564,7,226.46,257.0,11007.44
LI-46606060,ORD-4843676,PROD-117740,10,4595.39,95.0,40993.67
LI-12050426,ORD-1724022,PROD-621768,7,39.14,333.76,34564.67
LI-98567322,ORD-4156031,PROD-450088,2,1112.78,107.89,32780.01
LI-16550334,ORD-7539874,PROD-231208,4,245.44,304.14,42635.87
LI-84523957,ORD-5963010,PROD-256359,7,560.2,460.77,15550.69
LI-90671947,ORD-1531791,PROD-155690,7,4687.41,151.61,14196.22
LI-50519426,ORD-3041032,PROD-399193,10,502.77,44.86,2602.86
LI-25430342,ORD-8490137,PROD-353506,9,571.22,190.91,29728.58
LI-25869660,ORD-2568278,PROD-193496,9,2026.62,143.96,31494.16
LI-42465814,ORD-2379967,PROD-270094,1,3752.33,355.71,42355.18
LI-72118376,ORD-2149809,PROD-103530,1,4894.03,121.03,10222.12
LI-12625119,ORD-1080167,PROD-354288,6,4749.96,12.36,11114.34
LI-59372653,ORD-1593343,PROD-179625,6,260.77,318.02,7669.42
