line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-40257129,ORD-5225699,PROD-430640,8,4738.81,100.15,17188.17
LI-80313694,ORD-1501660,PROD-467003,9,3607.5,384.51,23113.39
LI-47307296,ORD-9886055,PROD-978302,1,1638.65,51.71,16544.75
LI-37444815,ORD-7380447,PROD-942631,6,3502.42,466.0,5454.01
LI-69047252,ORD-4972091,PROD-125112,9,3874.54,97.68,49859.42
LI-68703269,ORD-9267700,PROD-845231,4,2077.75,110.05,40636.61
LI-54125877,ORD-1802356,PROD-982872,10,3607.85,452.46,33836.4
LI-83559390,ORD-1764774,PROD-807729,2,4924.41,140.15,45847.04
LI-99620244,ORD-6446044,PROD-873595,1,4294.97,393.44,164.29
LI-82750258,ORD-2851577,PROD-453135,9,2706.16,320.39,45674.55
LI-45651183,ORD-3409944,PROD-501035,6,3425.2,340.32,9168.7
LI-87213899,ORD-5417861,PROD-589550,8,1087.93,46.55,38771.17
LI-38524856,ORD-1805196,PROD-232102,4,615.54,130.88,21530.48
LI-68958945,ORD-7790929,PROD-797582,5,2767.42,247.54,43819.99
LI-75259658,ORD-5004266,PROD-281949,9,4672.55,327.78,48463.77
LI-10982748,ORD-5624683,PROD-306294,9,2507.08,154.23,22506.78
LI-78936336,ORD-3839297,PROD-827583,7,514.2,366.05,33931.09
LI-75954539,ORD-9604174,PROD-482895,6,3959.24,329.9,21489.1
LI-66426947,ORD-4874042,PROD-608498,6,232.4,104.6,39535.77
LI-42878251,ORD-4397529,PROD-167359,4,4315.06,184.51,17829.25
LI-87583489,ORD-7243776,PROD-234214,10,3436.82,9.56,32155.51
LI-96275617,ORD-1634564,PROD-833177,1,4444.46,83.83,32326.63
LI-76841604,ORD-7275887,PROD-140847,4,2450.36,428.47,18489.82
LI-16669402,ORD-8492067,PROD-442580,1,4456.61,413.34,38009.91
LI-10405566,ORD-6152546,PROD-509373,2,2343.73,47.64,16810.05
LI-31110235,ORD-3589144,PROD-611192,3,4286.96,367.1,19758.58
LI-88935208,ORD-6060582,PROD-658884,4,2642.24,356.12,34057.69
LI-63793174,ORD-7991242,PROD-519129,1,812.37,279.39,4481.69
LI-32630992,ORD-2179598,PROD-709596,7,2672.53,463.87,46745.05
LI-94936899,ORD-2270676,PROD-569404,3,2865.15,76.88,10088.85
LI-76635555,ORD-9670730,PROD-983637,7,1598.47,361.21,36452.04
LI-78337345,ORD-6811937,PROD-710295,10,2444.05,60.6,18892.9
LI-16253273,ORD-1554330,PROD-157192,6,3246.99,260.04,38524.14
LI-30475435,ORD-6285797,PROD-904904,4,258.08,391.84,22818.41
LI-57425912,ORD-3528779,PROD-260048,5,1129.38,471.45,36210.06
LI-67034891,ORD-6741638,PROD-369939,7,3616.66,368.79,9370.23
LI-90907981,ORD-9297447,PROD-899983,6,4996.69,295.48,7915.23
LI-25876919,ORD-6599823,PROD-473097,4,3867.99,228.82,6105.7
LI-25974578,ORD-8310854,PROD-519334,2,542.71,26.7,34720.57
LI-45490960,ORD-2488868,PROD-702393,8,2453.64,288.91,42780.81
LI-80023488,ORD-8292227,PROD-384334,2,1113.86,51.34,47271.52
LI-51284279,ORD-7561137,PROD-981429,10,1118.94,407.91,11064.51
LI-52879158,ORD-6208394,PROD-386679,2,2556.08,116.59,12586.55
LI-71292714,ORD-4801046,PROD-928594,6,4954.24,172.08,393.92
LI-88300261,ORD-3386322,PROD-876732,4,556.38,459.73,21753.31
LI-51205632,ORD-8716494,PROD-682775,7,3602.4,79.67,4515.04
LI-86547937,ORD-5440817,PROD-741432,10,1293.48,205.91,36060.68
LI-26913100,ORD-8221246,PROD-480444,5,2780.3,308.87,30283.93
LI-32345665,ORD-5683251,PROD-702189,4,2521.0,136.3,2620.86
LI-94338250,ORD-6955964,PROD-172787,3,38.91,384.89,9663.39
LI-82164715,ORD-5822276,PROD-410176,5,2210.41,428.05,9330.52
LI-89138149,ORD-8775352,PROD-469369,5,1541.2,156.19,43188.79
LI-14849819,ORD-3861080,PROD-212921,7,496.24,236.75,31516.59
LI-78974411,ORD-9613776,PROD-918387,10,233.16,20.15,16398.33
LI-15747538,ORD-5817162,PROD-545221,5,3974.13,307.24,17556.01
LI-83619326,ORD-7377174,PROD-723489,10,1046.7,184.22,36890.51
LI-76236952,ORD-1451774,PROD-821926,4,2349.28,361.05,3988.09
LI-42636240,ORD-6849711,PROD-379255,1,4891.74,105.92,47761.35
LI-45509431,ORD-4612872,PROD-316987,3,226.09,494.4,36972.81
LI-69993749,ORD-8725470,PROD-492506,1,1527.11,327.96,10648.28
LI-90543630,ORD-6717761,PROD-689743,3,3866.61,1.15,34237.95
LI-51159483,ORD-8482986,PROD-149749,5,3656.06,467.12,16566.92
LI-16109989,ORD-4080938,PROD-774995,8,2210.35,294.56,8453.96
LI-80053266,ORD-5825468,PROD-224466,1,3290.55,368.52,37397.23
LI-48198045,ORD-1743467,PROD-781918,7,2287.54,411.45,13729.62
LI-99770140,ORD-5177873,PROD-462476,7,2636.3,75.41,3435.03
