order_id,customer_id,shipping_address_id,billing_address_id,order_date,order_time,status,subtotal,tax_amount,shipping_cost,total_amount,payment_method,notes
ORD-3420489,995137,4f1a7b1d-81b0-4d9f-a083-a3d8de290e52,0bee9f24-45a4-42d9-8010-d9e9725ae5d4,2024-05-05,09:00:00,SHIPPED,7788.7,54.66,14.69,977.51,GOOGLE_PAY,Weekend delivery preferred
ORD-6939964,152538,e2d3392a-b110-4381-9591-7ae84c995c58,7e4981f5-574d-4138-be63-c5f7e9d135b0,2024-06-11,09:00:00,DELIVERED,6449.71,714.19,16.82,1457.06,DEBIT_CARD,Fragile items
ORD-3854032,322438,c60e6181-5d7f-467f-a0a4-8412476ea7d5,2db7a021-b1eb-4872-b86b-195e73c94e0b,2023-10-04,10:30:00,DELIVERED,1659.96,414.54,37.89,1158.71,CREDIT_CARD,Fragile items
ORD-7753308,145966,21263a9e-1ddf-4af8-953b-3be1979a113f,5ac4bb2c-8684-4dc5-907a-03636c7e1f7c,2024-03-02,16:20:00,DELIVERED,5205.9,707.19,48.93,773.39,CREDIT_CARD,Leave at front door
ORD-2140051,763125,ee6ec39a-ed13-4484-aef8-330ab0f5fbcf,84c586d5-9119-4dc1-bde6-bd2afaa22129,2024-04-17,16:20:00,DELIVERED,3092.5,619.03,24.52,1910.02,DEBIT_CARD,Fragile items
ORD-8558476,301127,9f31a813-af39-4c80-a59f-c647cb0c93c9,f89496ad-70e9-4f1f-bf76-e1c42102c2b9,2023-08-13,20:10:00,PROCESSING,6244.65,279.0,1.63,3356.85,GOOGLE_PAY,Leave at front door
ORD-9881377,197228,667aeaa6-7a46-48c7-97ae-638ca4c1c820,7e0fe28b-7235-47cc-963d-c6da21c73383,2024-01-09,09:00:00,DELIVERED,3563.62,45.77,10.61,8495.85,DEBIT_CARD,Fragile items
ORD-2265186,476044,ee81c18a-c60c-4add-b07a-3252538b3e43,fccc982e-6788-4753-b603-c2fe9f1e4563,2023-05-16,20:10:00,DELIVERED,1039.08,722.48,34.94,3080.41,APPLE_PAY,Weekend delivery preferred
ORD-9152983,898033,16fd5eac-fc11-4951-8cba-538568f9b8b3,6a6e2ba1-d888-45b0-8849-ba4fa4f47d09,2023-05-25,22:00:00,DELIVERED,3481.69,515.47,42.75,4887.76,CREDIT_CARD,Special handling required
ORD-6781685,116104,82795ecb-b0cb-4531-80ee-9d3ef79789f9,6c41f32e-1ea0-456f-ad8c-b36b4d4c27ea,2024-11-02,22:00:00,DELIVERED,1613.46,141.09,32.97,9096.9,CREDIT_CARD,Contact before delivery
ORD-4921043,778868,d72f2b19-702a-4618-94b1-ba2e18e144ac,79304a71-f30b-409c-8a98-114a9ebcc27e,2024-05-16,10:30:00,SHIPPED,7109.63,522.75,15.75,1171.67,CREDIT_CARD,Rush delivery requested
ORD-5284251,324,3f9e114f-3e99-4e6b-9810-a5a58357b5dd,4d83754d-b280-4a6f-b8c4-be4f92c01584,2023-02-27,22:00:00,CONFIRMED,1620.49,133.34,10.83,3146.29,CREDIT_CARD,Fragile items
ORD-6180443,429477,95ec376b-f852-43f5-929f-7ddb18ff0386,9a7a0c92-3f3c-4ae8-802e-4ee15b9c2737,2023-05-27,10:30:00,DELIVERED,350.98,179.16,43.09,6417.16,CASH_ON_DELIVERY,Gift wrapping required
ORD-3829373,269660,c41eeb06-ffeb-4882-86f2-207614150b74,7537f503-cecb-466d-a1f7-c3da7ecff02f,2024-08-21,20:10:00,DELIVERED,4787.8,797.61,48.36,573.14,DEBIT_CARD,Business delivery
ORD-3738116,57823,9aa0419d-8806-4e14-b8fc-30736995e63b,5f754f7d-14c5-4704-bfab-40510a8ccb90,2024-01-14,10:30:00,DELIVERED,6176.55,768.32,15.0,5676.47,APPLE_PAY,Special handling required
ORD-6243789,551375,42f0ed9c-71fa-4aa1-922a-0849a4a1424f,29c0533c-27dd-4be7-9e4f-b7eec9fba7c0,2024-04-26,10:30:00,DELIVERED,584.5,658.21,19.29,2731.71,CREDIT_CARD,Weekend delivery preferred
ORD-4962098,362998,8e2a6411-a02d-4ddb-928b-5532d70fea9e,57b22c92-30be-41de-908e-7b2ec43505be,2023-09-13,09:00:00,SHIPPED,9317.68,253.61,31.4,4670.41,CREDIT_CARD,Rush delivery requested
ORD-8316611,63542,6a22980e-4e92-4e96-8ab3-43c601ce3e5a,3f9bc0b3-2b36-415f-a270-d0811517ad30,2024-12-08,20:10:00,SHIPPED,5534.55,354.79,40.28,1268.84,DEBIT_CARD,Business delivery
ORD-4185607,461456,98f1a61d-aace-4bcd-a2c9-363b3fc7e844,1495ec4e-1ce1-43e6-943c-75000a458e6f,2023-07-16,12:15:00,SHIPPED,9427.93,648.09,35.55,1334.5,CREDIT_CARD,Special handling required
ORD-9088196,361418,28308051-2074-4208-87f3-531fc9187347,13a8aad9-c493-4326-988d-f16d1f50e3cb,2023-08-01,22:00:00,DELIVERED,1545.6,66.0,2.79,10788.71,PAYPAL,Rush delivery requested
ORD-3296645,231760,736d16df-c41b-41a5-abb2-f79821c82ce6,7de997f4-aa8a-4ae2-ae9e-35a871960e1e,2023-04-18,14:45:00,DELIVERED,7838.41,631.9,48.71,1600.58,CREDIT_CARD,Business delivery
ORD-4699632,543302,ddc031dc-bf54-43df-92bf-59372f534b96,0b3c6b7e-af61-4a00-8537-ded6dac9ac08,2023-08-22,14:45:00,SHIPPED,3151.69,421.21,31.41,2403.74,CREDIT_CARD,Business delivery
ORD-4416490,987666,9cb8f56c-4421-46a2-bdfb-ce3084a4e432,1c784701-5502-4d21-95a8-6e2e4b058aaa,2024-08-22,12:15:00,DELIVERED,7215.81,603.41,0.17,709.62,APPLE_PAY,Leave at front door
ORD-5357210,64977,9b9f7d6a-9746-4256-86ba-c8fbd6ba2e2c,19e29fc8-ad9e-45ca-9a6d-9f19b5b166b3,2024-02-13,20:10:00,SHIPPED,8980.16,448.39,40.93,10589.49,CREDIT_CARD,Fragile items
ORD-9825380,55558,4c3fce42-2890-4413-9fd6-92969ca06ec4,466dfaaf-ec7c-487c-9368-be6c9c031785,2023-08-03,09:00:00,PROCESSING,6591.31,423.09,25.98,4539.94,CREDIT_CARD,Special handling required
ORD-5125665,795604,924d38a4-7688-4c2d-9232-51380c30b804,fba5b3ce-060c-4f77-aae4-2c7d3123a3e0,2024-09-23,14:45:00,SHIPPED,5042.2,777.97,45.63,4385.69,PAYPAL,Leave at front door
ORD-1965216,592383,3185e3b4-36f1-42f5-8959-f58db9a217dd,fc69bc18-469c-445b-b8cb-53c1a98a3f25,2023-10-12,12:15:00,CONFIRMED,4068.56,673.86,20.74,9805.86,CREDIT_CARD,Special handling required
ORD-2581339,852369,3026ca2e-1d52-4a67-b690-03b8f5823131,5a1dca4f-aefa-4a9c-9e07-bc4d4930a631,2024-06-05,10:30:00,DELIVERED,861.1,200.49,7.96,7954.56,DEBIT_CARD,Business delivery
ORD-6996741,685329,7cb7f5a7-36dc-4bc6-a804-1443f256124d,50e3abaf-746a-4826-948f-94068b6a37f4,2024-06-18,18:30:00,DELIVERED,6571.86,319.88,41.53,9415.46,CREDIT_CARD,Business delivery
ORD-9111726,611847,1e824358-c17e-4c12-a765-6ae00e93aa08,c4f510fe-e600-4052-b30c-3d155481607d,2023-12-24,16:20:00,DELIVERED,8866.66,598.29,6.34,8705.28,CASH_ON_DELIVERY,Fragile items
ORD-3085224,249607,71a042e1-65e1-49c8-8dbf-85bc3e505f5e,05e3cb43-14be-411a-b4c1-581818ec9ee3,2024-12-23,20:10:00,DELIVERED,3448.4,95.54,3.62,8464.56,PAYPAL,Special handling required
ORD-3271549,714965,28b0bb69-5173-475d-9a59-0ec4382a7746,b8568239-26a9-4b65-a732-3bfa007717f6,2024-03-28,16:20:00,PROCESSING,9044.94,295.97,35.52,8081.41,GOOGLE_PAY,Business delivery
ORD-1495301,885865,857ab1d4-717b-4d5f-a843-e5e3f0d1061f,583f60a1-ef97-49ef-8213-f51e6c52a47f,2024-12-19,22:00:00,PROCESSING,747.32,756.25,26.7,3804.1,DEBIT_CARD,Rush delivery requested
ORD-2098684,692013,c47b2e49-2c77-4b5a-965c-9515b246eaef,08003350-2ca8-405e-9802-7fc6b9aeade4,2024-08-15,22:00:00,DELIVERED,809.7,138.75,38.8,3820.83,APPLE_PAY,Gift wrapping required
ORD-9470854,747006,f77e2a5d-30be-40a2-8b77-38e7d37ca2f8,3ee69879-ff8b-4a5a-9d52-cb9d05df4c3a,2023-12-11,14:45:00,DELIVERED,9747.2,8.4,22.58,1548.88,DEBIT_CARD,Leave at front door
ORD-8246326,255535,58b5c87e-5a5e-4604-8223-f81a856bfe5e,e2de9000-d750-4cc4-be13-8b137d17ed3d,2024-12-30,10:30:00,PROCESSING,9153.46,580.28,15.63,9985.9,PAYPAL,Weekend delivery preferred
ORD-5383775,492694,275d273a-7d0d-407b-981e-970c1f5b9d9e,599c95d6-fa93-484b-80df-df0ac2c68e81,2024-10-01,18:30:00,SHIPPED,2131.29,677.7,18.56,6130.8,GOOGLE_PAY,Fragile items
ORD-3692219,694022,68c6d48a-beec-48fe-995f-5b5505b7e55a,b7fd6a97-896e-4145-b8cf-4bd9377b788a,2024-05-27,20:10:00,SHIPPED,1785.99,325.0,15.55,1572.31,GOOGLE_PAY,Rush delivery requested
ORD-9537340,907724,564885c5-11c3-4546-848f-df5d0cb539de,a8c5194e-08ab-4e8d-9522-9f2ef02ad428,2023-10-13,22:00:00,DELIVERED,6339.55,117.24,24.38,5714.08,DEBIT_CARD,Business delivery
ORD-4350853,455850,4998d4be-7717-498a-b889-774a45514a92,5156e047-25da-4018-aeb2-ef65e1faba6b,2023-06-08,18:30:00,RETURNED,5424.31,363.94,31.76,7256.37,DEBIT_CARD,Leave at front door
ORD-3235911,183910,3d6023d6-1562-4604-9327-76e423966ea2,7a7cf1be-a465-4fd9-a2ab-ab753d6d70f2,2023-09-26,10:30:00,SHIPPED,8208.64,557.54,37.94,5459.0,PAYPAL,Leave at front door
ORD-9694803,733107,6ea7c9db-0337-4666-802c-ae086aa6011b,26dfe741-958c-43e4-a5df-9b82731b9af6,2023-07-11,20:10:00,PENDING,6550.1,729.33,19.82,1501.84,PAYPAL,Contact before delivery
ORD-5530286,690122,be587a2e-1ad1-4fe4-a3dd-4024aa8b9a33,008a4491-5627-4a6e-9c50-0aebf3a96e50,2023-11-10,10:30:00,PROCESSING,1577.32,489.14,24.03,10002.36,PAYPAL,Rush delivery requested
ORD-6693660,994324,0d61cf50-28c2-46cf-80c1-2c9861fa0e4f,c0232811-4e0f-48aa-8d9c-bc2c51628282,2024-07-03,16:20:00,DELIVERED,9083.22,755.38,47.44,1592.61,PAYPAL,Fragile items
ORD-3674288,229524,7f77bba5-a7c7-447c-8ba0-2c5896f225f8,14e19abf-5dd0-4253-90d3-26cfbd054534,2023-11-07,22:00:00,PROCESSING,8800.59,655.41,27.76,6681.39,CREDIT_CARD,Contact before delivery
ORD-1931944,519072,01c52ad7-2bd6-4a32-927e-696b1106a9b3,ad46de7e-b367-42e9-abaa-62033b4e7b39,2024-11-13,16:20:00,SHIPPED,6016.14,671.11,13.23,4223.92,GOOGLE_PAY,Special handling required
ORD-2941361,366184,98a639e8-7333-4329-af86-3a35a5d17686,f1e3297e-ccec-4f43-915c-5f08040c105c,2024-06-08,22:00:00,DELIVERED,2549.91,271.65,13.71,9744.48,DEBIT_CARD,Weekend delivery preferred
ORD-3690032,442613,f1069025-7f27-4e9b-aacb-aa7656218e10,34357043-f8ea-41a6-b7f5-d2b8acc9af83,2023-05-18,14:45:00,DELIVERED,616.89,549.27,32.28,1258.18,APPLE_PAY,Special handling required
ORD-6867156,10006,4fd40a17-ee60-4a7e-84b1-e17f7b413277,4631364f-58f7-4a09-95e0-28b5dc5c07d3,2024-09-02,12:15:00,DELIVERED,6750.54,131.39,39.97,3497.27,DEBIT_CARD,Gift wrapping required
ORD-7217191,783291,80af387a-9a12-408f-a48c-4175f1a048d7,1c1d0ff1-afe1-4289-9f83-0bdfd23831e2,2023-09-12,20:10:00,SHIPPED,515.14,348.08,41.17,4795.53,CREDIT_CARD,Gift wrapping required
ORD-9192180,337952,34c3981b-b06a-4571-aab0-60e97b8458fb,dd98d602-a8c2-4d26-99c6-039232348ef9,2024-07-17,09:00:00,PENDING,2885.32,384.98,0.02,6145.02,CREDIT_CARD,Weekend delivery preferred
ORD-9950307,22212,f656dd62-7d10-457d-b5c3-6b2e40b0e20a,7780507d-20cf-4748-ad0e-bc16809727f0,2024-02-03,20:10:00,DELIVERED,7119.51,313.76,43.88,10085.25,CREDIT_CARD,Rush delivery requested
ORD-5628664,501629,8895f834-8e62-4566-874d-7695a5dfd515,c67eae09-d509-48b8-b08d-8e9cf34045e6,2024-03-24,10:30:00,DELIVERED,8831.46,186.41,46.62,7755.17,PAYPAL,Special handling required
ORD-4874687,436747,dac13486-6e90-4393-b103-c43c294cb1ba,480deefc-df74-4bec-8451-7d45e18a3649,2023-12-25,10:30:00,DELIVERED,3579.22,227.1,17.44,6336.69,CREDIT_CARD,Gift wrapping required
ORD-9758922,716003,4ba9a578-9fcd-4cfe-8db8-e05ecfa00a29,a960b872-ee21-4010-9084-6d73b955b886,2023-08-24,14:45:00,DELIVERED,3111.74,560.62,5.66,5896.73,CREDIT_CARD,Contact before delivery
ORD-6031683,655652,dc065f7d-f18c-4d26-ac1f-8c651bddcd1a,a2f78b28-8cb1-4ec6-9584-fe7c9892b649,2023-01-04,09:00:00,PROCESSING,9530.56,225.48,46.49,3292.94,CREDIT_CARD,Leave at front door
ORD-5323331,15113,2441f503-d2f8-4cb8-957c-2406f469f6c0,6e0927d0-ee89-46a7-b669-b652e767370f,2024-09-05,18:30:00,PENDING,2127.34,290.52,27.06,936.12,DEBIT_CARD,Business delivery
ORD-2610100,630499,4b0a2f6d-9141-417e-9a07-8b707cf51d93,00205637-0a73-4655-9099-0f77e0803a67,2023-07-25,22:00:00,DELIVERED,3681.31,102.89,16.15,10766.45,BANK_TRANSFER,Business delivery
ORD-1532494,976716,f7086822-3676-4a8d-835f-3a9a01384c12,88cdd76a-216a-4e80-96a1-5203cd59590d,2024-05-18,22:00:00,DELIVERED,3945.46,18.37,22.57,4874.39,DEBIT_CARD,Business delivery
ORD-5351607,217934,9d1f259d-1f3b-4c52-bf19-e1a203de1e00,f0977e64-a896-4d25-8276-28722eb9cc13,2023-07-17,12:15:00,DELIVERED,8210.66,604.44,38.79,5504.69,CREDIT_CARD,Contact before delivery
ORD-7307735,863190,ff7e33db-c708-45ac-847a-7e1bdc4b9621,6fb8fc02-c136-445c-bfcf-063339b8de49,2023-11-10,10:30:00,DELIVERED,7722.68,560.73,7.59,6368.71,DEBIT_CARD,Rush delivery requested
ORD-7477906,229744,627ecba3-2ab9-4f34-8480-a949cb6826b0,fcda1603-16a2-43e1-8a4c-e26da74a5a37,2023-01-04,09:00:00,CONFIRMED,9812.1,506.18,1.97,2814.47,DEBIT_CARD,Business delivery
ORD-3351266,594732,2fcf4f90-aa08-4f11-9b66-bd08df39ec9e,88ff0c3c-9ab6-4ae9-bbf1-47e20e3fccaf,2023-09-17,09:00:00,CONFIRMED,8270.93,181.6,16.9,5257.82,CREDIT_CARD,Contact before delivery
ORD-5616879,542529,459e354e-ffaa-4751-8d0b-fde907203ed2,7975fadd-9c89-4ef9-9522-8925b9e9bfa5,2024-01-06,09:00:00,SHIPPED,9257.8,733.92,35.61,2753.1,DEBIT_CARD,Gift wrapping required
ORD-2654829,216774,ff6de5ad-38c9-4cb0-b7aa-b5def90e635d,fe2ec106-3fe9-476b-baa5-b639ef63d0ec,2023-10-01,18:30:00,PROCESSING,6592.76,466.43,20.85,3543.25,CASH_ON_DELIVERY,Special handling required
ORD-7205390,477736,a1bf7496-c317-4c47-a0a1-c0bb4b4e3c57,bf154630-9c43-4b63-bb8a-4a992ab2ca7a,2023-03-17,09:00:00,PENDING,2659.15,76.18,23.99,8458.84,APPLE_PAY,Special handling required
ORD-4374031,815503,5eca50fe-e88f-46ec-9baa-ad90e85a0a07,bc6e128f-8bfb-4b92-9682-e61ade973177,2023-12-28,10:30:00,DELIVERED,8078.27,241.93,20.0,244.65,CREDIT_CARD,Business delivery
ORD-6657690,973026,2598fcc3-3eee-41e5-97d8-203d13aff54e,93a7b5ca-4bc3-4340-885c-8477eb4cc3d5,2023-07-17,16:20:00,DELIVERED,1397.01,54.45,33.29,774.28,GOOGLE_PAY,Leave at front door
ORD-7719189,840679,ddaabb27-fe57-416a-a9aa-67418ec0f1d1,84acdb22-35d5-4207-ae7d-28657a563210,2023-06-25,09:00:00,PROCESSING,8544.69,19.88,34.87,7446.86,PAYPAL,Weekend delivery preferred
ORD-9687608,826996,533cd08a-edd2-40d0-9120-63c96c606633,1f031c8e-bc67-4935-bc9c-70c18f2e2af3,2024-12-12,10:30:00,DELIVERED,6634.93,412.74,16.92,7313.3,GOOGLE_PAY,Weekend delivery preferred
ORD-5481829,906627,9c7c0aed-4762-488b-b822-ee57cfad0a73,7ceb9842-64b2-4212-9060-0778e72f3c45,2023-06-08,20:10:00,PROCESSING,1555.59,332.13,36.46,7983.41,PAYPAL,Contact before delivery
ORD-2570630,548454,53f271a5-464d-4b0a-b667-09aad5937b79,66de5294-8f2b-4903-a229-331266136263,2024-03-11,22:00:00,SHIPPED,5319.3,610.52,47.35,9255.14,GOOGLE_PAY,Gift wrapping required
ORD-9373905,121764,9acc225e-2c7f-4faf-ad82-f269bf6ee47b,d8adcc63-ff0d-4a82-9dd0-21a717a979f8,2023-06-12,12:15:00,CONFIRMED,1287.24,123.73,4.12,10268.23,CREDIT_CARD,Leave at front door
ORD-7229852,101464,59a16b53-91ad-4081-84c6-e2bfe09f98ed,f22450be-9382-4b6d-84bc-cb067d4daca4,2023-03-28,09:00:00,DELIVERED,2179.9,730.55,16.32,3509.95,DEBIT_CARD,Contact before delivery
ORD-9741204,617027,721e158d-0d60-42ec-b76f-ceb27eafba54,886cbecb-1968-4813-b3df-e386d40fd737,2024-12-17,10:30:00,DELIVERED,9462.38,745.67,10.67,3440.45,DEBIT_CARD,Contact before delivery
ORD-7927600,61223,ee7fa90e-9d8c-4526-ba72-5a595c98f266,1a5aebae-1a8f-4a88-8fca-62e0b40df490,2023-12-16,22:00:00,RETURNED,3991.07,396.91,32.89,2167.42,DEBIT_CARD,Fragile items
ORD-4117029,138792,b55eff26-8d6a-49bc-8fc4-43d8dfef8f6b,7f69acb4-7a5a-435f-b577-00135a70a776,2024-04-22,16:20:00,DELIVERED,9905.58,295.71,25.92,7837.94,GOOGLE_PAY,Business delivery
ORD-5131032,419746,f79275b4-5099-4f98-ba69-3f3b50900f52,9288a279-3c8f-47f3-a524-76bf6b740381,2023-05-27,10:30:00,SHIPPED,5208.53,512.6,12.57,8804.98,APPLE_PAY,Leave at front door
ORD-2046975,538136,c889a526-1698-4ff4-9ebc-45070c52a798,2b343ed2-400b-4e44-ae16-d018b66668ec,2023-12-06,20:10:00,PROCESSING,9377.31,287.26,27.82,8683.38,CREDIT_CARD,Contact before delivery
ORD-7626894,855013,bc72d54e-5bd2-45ca-a917-2a9c92bb5cba,47b8e68e-d45b-494e-a364-d7af7ed705e1,2024-12-03,14:45:00,DELIVERED,3626.15,712.69,10.24,9678.82,BANK_TRANSFER,Weekend delivery preferred
ORD-2926569,514510,ba5219df-54ef-4d5d-93a0-034137310cf4,24535b41-844b-4597-a893-01d784f2141d,2023-06-07,12:15:00,DELIVERED,6879.09,48.58,29.44,3197.3,APPLE_PAY,Gift wrapping required
ORD-9728782,910925,3cb4eec0-5b0c-4336-9aea-a6e7a25f2ad3,d34e73f8-28f7-4c7a-a679-94b1afc53773,2024-04-13,14:45:00,DELIVERED,667.83,198.94,37.64,7354.14,DEBIT_CARD,Fragile items
ORD-4453984,583712,6ac9baca-81bb-49bd-a437-d602e60607eb,6013e450-f4db-4c14-acfd-25da853eb733,2024-11-12,09:00:00,DELIVERED,9384.66,504.51,26.68,1651.71,BANK_TRANSFER,Leave at front door
ORD-9347455,770596,3242de20-14b7-4b54-a7e2-e53504cd8d68,eb1410e8-3e2c-49a7-815d-61e20c476804,2023-01-23,14:45:00,DELIVERED,3198.02,691.75,49.32,162.83,APPLE_PAY,Gift wrapping required
ORD-2876317,573455,0d27e488-9643-4209-8f04-0a61597c353c,efc28231-fbee-4cd4-847f-ce8be48f698a,2024-05-12,09:00:00,DELIVERED,245.89,163.99,17.17,8529.45,PAYPAL,Fragile items
ORD-8505707,23107,fcf1829c-e739-4abf-9bda-9cd392b5cfbb,65104aac-7949-4f72-808f-6c941c8b42b1,2023-08-29,20:10:00,DELIVERED,6117.98,743.42,45.14,8825.04,CREDIT_CARD,Contact before delivery
ORD-1813964,953684,a9f4491d-6499-4709-8dd5-9a7ab2faa23d,2dd52bdf-a87f-4858-ad72-efa1fb5ad5f9,2024-11-11,12:15:00,SHIPPED,1705.83,766.99,1.04,5401.7,GOOGLE_PAY,Contact before delivery
ORD-4977236,968172,8a8ef48b-4158-4f17-99ba-3dedc667e47f,0a9fb4ee-29b8-4a6a-9d3d-d4817a7c868c,2024-01-02,18:30:00,CONFIRMED,9860.69,506.43,4.74,7411.66,CREDIT_CARD,Fragile items
ORD-7731884,449796,52b1f8b2-3aa1-4427-8cd7-790062971025,407ee3a3-b0c6-4921-9c75-66ff0da34f41,2023-10-03,12:15:00,CONFIRMED,5306.38,276.61,19.74,4200.89,PAYPAL,Contact before delivery
ORD-5819477,654353,7ae99175-ae28-49b6-b309-0620203b89eb,0906a29a-147b-4882-bd29-7dc607ab407f,2024-04-27,16:20:00,SHIPPED,6030.4,562.13,12.96,1269.6,DEBIT_CARD,Gift wrapping required
ORD-5673797,469148,675e0077-a806-402d-a0f5-12ee53a06de4,da9ece5a-a9a8-4cea-8c38-5824390cf77b,2023-05-23,14:45:00,SHIPPED,6673.56,317.85,17.41,6776.15,APPLE_PAY,Special handling required
ORD-8958591,167586,393ed488-11be-4c18-85c4-c07f5e1ce50b,0ec45774-91ef-445e-8aeb-ada85ec748a4,2023-08-29,16:20:00,DELIVERED,9831.27,732.45,3.23,5261.16,PAYPAL,Contact before delivery
ORD-3150313,743329,d91fd93b-3325-407b-9610-77fe6a8d2fdf,02a37bca-2070-4850-943c-ef9e9a09110b,2023-02-19,12:15:00,DELIVERED,3468.33,8.62,22.45,6702.06,BANK_TRANSFER,Business delivery
ORD-2662801,905527,f51054c0-4261-4bdc-b4aa-7671ac5d82eb,ccd8641a-6edc-4e9d-8541-3be0ada9897d,2024-10-09,18:30:00,PENDING,7701.35,737.82,24.57,4621.9,CREDIT_CARD,Special handling required
ORD-7651949,785799,175f85b9-1094-4e0d-a821-e028af0711ea,d7a49cc1-c699-45fc-9780-f26aeb3d8931,2024-11-02,16:20:00,SHIPPED,6244.3,40.96,15.07,3497.93,CREDIT_CARD,Weekend delivery preferred
ORD-7872908,611106,cff22895-2ec4-4507-b92c-084664592e43,2f6b9043-2e13-4d73-9021-01015cb0bcc0,2023-10-25,10:30:00,DELIVERED,1915.77,49.22,35.2,9274.41,CREDIT_CARD,Business delivery
ORD-8973539,228517,a58664ec-a1a7-4a4e-a295-e58b66319b8a,f572a6c5-4196-4a8b-afbd-0d48cec312b0,2023-01-23,12:15:00,DELIVERED,4069.81,421.56,33.23,5545.32,PAYPAL,Contact before delivery
ORD-2783325,323062,9fd3c35f-3a36-4739-ad24-ab9f84e055b5,b8bc81a8-ac8a-4a8d-b2dd-6cfbfc12fccd,2023-07-22,20:10:00,DELIVERED,1406.85,449.67,18.11,6513.35,CREDIT_CARD,Rush delivery requested
ORD-6637160,115913,c50a47c8-da0e-471a-ae15-3052a9b52888,e4e55665-7036-4ba9-8fed-e34b9c42e81b,2023-07-05,12:15:00,DELIVERED,6944.57,733.26,32.88,9462.11,CREDIT_CARD,Business delivery
ORD-3131311,889636,9abd2aa3-6d6c-4340-9d67-e8babc59a914,f8383b0c-2120-43d7-9a20-1ad637b62cad,2024-05-17,22:00:00,SHIPPED,3025.46,725.56,18.26,1648.1,GOOGLE_PAY,Fragile items
ORD-6902550,120205,c169c740-b988-4b75-b22c-4ff84d6535fc,59abc269-8b4e-4bbe-8beb-8ba0e2c2a8df,2023-12-16,14:45:00,RETURNED,7390.38,216.36,21.37,264.78,CREDIT_CARD,Weekend delivery preferred
ORD-2773368,149366,b5853047-5cc6-4ca0-ae51-3a35397520c0,d07ecac3-620b-4c64-8daa-419a7b418539,2023-08-12,22:00:00,SHIPPED,1759.0,523.36,30.28,2288.35,CREDIT_CARD,Gift wrapping required
ORD-8065348,994672,a0f20af4-0773-4a7d-8e8d-f7b31b5281dc,a1f079cf-eb6e-4691-bd26-13064b653ed8,2023-08-19,22:00:00,PENDING,8215.02,457.02,1.2,6874.56,DEBIT_CARD,Special handling required
ORD-3728321,118109,ca4e05df-092d-4ae4-a1eb-dc4e8df2fdb5,9fbc4207-815e-4dad-865e-042122bb3e9d,2023-01-23,10:30:00,DELIVERED,3706.81,216.27,31.91,1971.36,CREDIT_CARD,Special handling required
