category_id,category_name,description,is_active
6512092445000876164,Food & Beverages,Electronic devices and accessories,False
4511681882465447368,Baby Products,Car parts and automotive accessories,True
5061562631548804195,Jewelry,Fashion and clothing items,False
7619039008584343296,Electronics,Jewelry and fashion accessories,False
8748506370219612324,Clothing & Apparel,Baby and infant care products,True
6681946568690308846,Sports & Outdoors,Musical instruments and audio equipment,True
4774753385028279497,Clothing & Apparel,Baby and infant care products,True
5610393398928639919,Electronics,Pet care and animal supplies,False
6709287032266032284,Books & Media,Home improvement and garden supplies,False
5881554198878695392,Books & Media,Baby and infant care products,False
6638614086622238048,Electronics,"Health, beauty, and personal care",True
3719142760113538052,Home & Garden,Musical instruments and audio equipment,True
6235190892414476200,Electronics,Jewelry and fashion accessories,True
5760337688305229949,Home & Garden,Fashion and clothing items,False
686639792332088111,Books & Media,Electronic devices and accessories,False
9182303143431964155,Electronics,"Books, movies, and media content",True
1922413640128436368,Books & Media,"Books, movies, and media content",True
5262737917030488862,Pet Supplies,Musical instruments and audio equipment,False
7087181749581879973,Health & Beauty,Electronic devices and accessories,True
1401071734569426440,Pet Supplies,Musical instruments and audio equipment,False
4651828094904683578,Pet Supplies,Pet care and animal supplies,True
4476734260957457352,Pet Supplies,Baby and infant care products,False
2057617664827666184,Sports & Outdoors,Art supplies and craft materials,True
1873514544987937094,Clothing & Apparel,Jewelry and fashion accessories,False
711731357597341787,Office Supplies,Baby and infant care products,False
8460479315508011579,Automotive,"Books, movies, and media content",True
5547963069767844217,Musical Instruments,Art supplies and craft materials,False
4435491800636637763,Books & Media,Musical instruments and audio equipment,False
7898717211048481040,Baby Products,Baby and infant care products,True
7198331164232270497,Food & Beverages,Musical instruments and audio equipment,True
272832957120681365,Books & Media,Office and business supplies,True
6203370031043098870,Books & Media,"Books, movies, and media content",False
3777067888660834229,Baby Products,Jewelry and fashion accessories,True
8534932190091642080,Health & Beauty,Fashion and clothing items,False
680541971087617220,Books & Media,Musical instruments and audio equipment,False
4062205155931663123,Sports & Outdoors,Musical instruments and audio equipment,True
7981125215684177870,Clothing & Apparel,"Health, beauty, and personal care",True
2924184410222230817,Pet Supplies,Baby and infant care products,True
6895003772297319938,Books & Media,Musical instruments and audio equipment,False
2650165792184404527,Arts & Crafts,Toys and recreational games,False
7872245792702271288,Clothing & Apparel,Pet care and animal supplies,False
3948838486528073711,Baby Products,Car parts and automotive accessories,True
159521779205790800,Musical Instruments,"Health, beauty, and personal care",True
3537507712647847257,Musical Instruments,Home improvement and garden supplies,False
1767530138806162402,Pet Supplies,Musical instruments and audio equipment,True
2904800001513075084,Sports & Outdoors,Musical instruments and audio equipment,True
1926756010540915887,Health & Beauty,Art supplies and craft materials,True
4004246809554688216,Clothing & Apparel,Fashion and clothing items,False
8654472270729522797,Toys & Games,Car parts and automotive accessories,True
4270579415694448390,Home & Garden,"Health, beauty, and personal care",False
5036340292943571701,Electronics,Sports equipment and outdoor gear,False
1946221604647375390,Automotive,Electronic devices and accessories,False
413898522569501744,Food & Beverages,Toys and recreational games,False
5486778262990811200,Electronics,Office and business supplies,False
8942360419983015903,Office Supplies,Sports equipment and outdoor gear,True
8075041015606980262,Baby Products,Pet care and animal supplies,False
2067745681079066711,Toys & Games,Home improvement and garden supplies,False
5882545241734010113,Toys & Games,Baby and infant care products,False
6651679755098814279,Musical Instruments,Toys and recreational games,True
3857534749718480459,Arts & Crafts,Pet care and animal supplies,False
1555628870354466863,Toys & Games,"Books, movies, and media content",False
3733478582773820141,Office Supplies,"Books, movies, and media content",True
6029614701466974879,Jewelry,Home improvement and garden supplies,True
6672208191946319854,Home & Garden,Toys and recreational games,False
1935438827675839406,Toys & Games,Food products and beverages,False
39160835685164133,Food & Beverages,Car parts and automotive accessories,False
8097354599090178007,Electronics,Pet care and animal supplies,True
7082759988047125857,Baby Products,Sports equipment and outdoor gear,True
7248259651562100699,Jewelry,Pet care and animal supplies,False
1647357286553468703,Toys & Games,Toys and recreational games,False
5874327935267337531,Health & Beauty,Musical instruments and audio equipment,False
5805407038331478271,Toys & Games,"Health, beauty, and personal care",True
8703975456102043337,Sports & Outdoors,Pet care and animal supplies,True
7534623917416077880,Clothing & Apparel,Office and business supplies,False
1610197119813461377,Automotive,Musical instruments and audio equipment,True
2341937760256556540,Musical Instruments,Baby and infant care products,False
8286201643609864767,Musical Instruments,Jewelry and fashion accessories,False
411305750149626834,Books & Media,"Books, movies, and media content",True
1870674923872338042,Health & Beauty,Fashion and clothing items,True
6200969046146552017,Pet Supplies,Food products and beverages,False
7075656271104101580,Clothing & Apparel,Musical instruments and audio equipment,False
1594933600512529424,Automotive,Electronic devices and accessories,False
7600103879801675162,Books & Media,Office and business supplies,False
1346256728436822869,Books & Media,Art supplies and craft materials,False
3536325231543423374,Automotive,"Books, movies, and media content",False
4880559043133253020,Jewelry,Food products and beverages,True
5454070791440012177,Office Supplies,Musical instruments and audio equipment,True
5896283390242540861,Clothing & Apparel,Art supplies and craft materials,True
344685628826787234,Clothing & Apparel,"Health, beauty, and personal care",True
4696339322609592294,Health & Beauty,Electronic devices and accessories,False
5039442247865728724,Jewelry,Car parts and automotive accessories,True
6068930921817413592,Arts & Crafts,Pet care and animal supplies,True
722520730146040172,Books & Media,Art supplies and craft materials,False
4380331213650237480,Automotive,Musical instruments and audio equipment,True
9174404803521455983,Clothing & Apparel,Car parts and automotive accessories,False
8432487952936433934,Electronics,Office and business supplies,False
6688177840163340140,Health & Beauty,Pet care and animal supplies,False
1577674209974618167,Food & Beverages,Car parts and automotive accessories,False
6228689473916407336,Automotive,Baby and infant care products,True
6870428169162931518,Pet Supplies,Jewelry and fashion accessories,False
8922480747208718305,Arts & Crafts,Art supplies and craft materials,True
2686920664905292512,Food & Beverages,Art supplies and craft materials,False
4227592080944490396,Books & Media,Home improvement and garden supplies,True
2461519539786296427,Health & Beauty,Fashion and clothing items,True
7956140205096570729,Baby Products,Pet care and animal supplies,False
640441306706786855,Arts & Crafts,Toys and recreational games,False
8883297162756016848,Sports & Outdoors,Baby and infant care products,True
7817998460118680473,Toys & Games,Jewelry and fashion accessories,True
1229894346416972613,Food & Beverages,Toys and recreational games,True
2741994595468876535,Electronics,Pet care and animal supplies,True
5612104227733951207,Clothing & Apparel,Jewelry and fashion accessories,True
8101657183622878525,Toys & Games,"Health, beauty, and personal care",False
6255111957235934168,Jewelry,Musical instruments and audio equipment,True
5561216679878080506,Jewelry,Baby and infant care products,False
7338854172458821736,Baby Products,Pet care and animal supplies,False
8893215164416843689,Jewelry,Fashion and clothing items,True
2149375966992538385,Food & Beverages,"Books, movies, and media content",True
4606232096409561168,Food & Beverages,Office and business supplies,True
3920936968125174962,Toys & Games,Art supplies and craft materials,False
8586992594712579504,Home & Garden,Jewelry and fashion accessories,True
3244338077825273190,Automotive,Art supplies and craft materials,True
523088968066807459,Books & Media,Jewelry and fashion accessories,False
5636875398080840772,Electronics,Musical instruments and audio equipment,False
8229373086265115484,Toys & Games,"Books, movies, and media content",False
5126064140445990215,Pet Supplies,Electronic devices and accessories,False
6392248526542996292,Electronics,Toys and recreational games,False
2387190388809617498,Office Supplies,Jewelry and fashion accessories,True
6451090929981075743,Food & Beverages,Art supplies and craft materials,False
3606100928348562302,Books & Media,Musical instruments and audio equipment,False
8944173207410373345,Electronics,Baby and infant care products,True
3152994233075403909,Health & Beauty,Art supplies and craft materials,True
7726477790825419654,Health & Beauty,Musical instruments and audio equipment,False
8327963643385882653,Toys & Games,Food products and beverages,True
9076345574029083634,Food & Beverages,Musical instruments and audio equipment,True
1617925193292410054,Arts & Crafts,"Health, beauty, and personal care",False
3568173426935414236,Pet Supplies,Sports equipment and outdoor gear,True
123099087752868446,Musical Instruments,Pet care and animal supplies,False
1140337449308544350,Clothing & Apparel,Jewelry and fashion accessories,True
5728865029778009995,Toys & Games,Jewelry and fashion accessories,False
8454887671983072299,Jewelry,Home improvement and garden supplies,False
907790365803355239,Baby Products,Car parts and automotive accessories,False
1477808016456799380,Food & Beverages,Home improvement and garden supplies,True
7921120221234909214,Automotive,Pet care and animal supplies,False
1535509804202499263,Home & Garden,Sports equipment and outdoor gear,True
