line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-96103699,ORD-5642522,PROD-727407,7,638.03,430.62,34449.81
LI-41476909,ORD-4838851,PROD-818622,1,721.55,255.28,3420.56
LI-12527769,ORD-5751819,PROD-402460,10,2931.06,88.18,17113.29
LI-68389626,ORD-8547508,PROD-259260,1,1666.62,122.69,15087.6
LI-49604532,ORD-4960365,PROD-997931,10,2132.11,457.22,40901.1
LI-55173227,ORD-7578493,PROD-108964,7,527.26,295.97,44528.39
LI-73557577,ORD-8810818,PROD-640054,9,292.36,248.08,2235.37
LI-73824800,ORD-2603176,PROD-828803,9,3754.45,248.25,14772.27
LI-96183423,ORD-7523631,PROD-552325,8,618.28,170.45,40092.07
LI-85975560,ORD-2937768,PROD-868150,1,1970.92,333.58,25723.92
LI-10040819,ORD-8564595,PROD-145866,9,2015.59,92.9,13544.87
LI-19544797,ORD-1997550,PROD-675881,4,2285.23,243.77,23813.78
LI-39986551,ORD-3239767,PROD-233444,3,124.28,401.21,11400.23
LI-73106641,ORD-8052767,PROD-183389,3,3727.21,222.4,45384.98
LI-97879108,ORD-7738666,PROD-104753,10,110.82,251.87,31916.5
LI-47735142,ORD-4322941,PROD-980619,1,1808.09,452.95,22264.95
LI-61078735,ORD-4046907,PROD-181234,3,757.96,377.47,47653.96
LI-61602961,ORD-5700197,PROD-173333,7,39.56,272.05,13536.84
LI-73744632,ORD-5607780,PROD-829805,9,4524.84,317.66,10288.06
LI-62746567,ORD-9492998,PROD-610672,10,3537.78,174.04,46004.99
LI-53623236,ORD-9512482,PROD-953435,2,985.49,39.43,33697.87
LI-31264317,ORD-1367894,PROD-912808,9,4432.37,168.76,13538.36
LI-87909233,ORD-2963779,PROD-969907,9,1081.9,346.59,22913.07
LI-92221578,ORD-6621973,PROD-867374,4,2422.86,412.42,33474.53
LI-63526192,ORD-2396984,PROD-490992,1,643.77,46.76,1815.26
LI-14588295,ORD-1905441,PROD-599369,5,1782.84,305.72,25383.26
LI-19069422,ORD-2799522,PROD-259186,4,3398.43,323.04,45606.09
LI-20902834,ORD-7723233,PROD-928285,10,182.43,300.46,48394.69
LI-18833963,ORD-9918172,PROD-876537,1,3349.89,459.06,7767.79
LI-15640943,ORD-6440573,PROD-934567,6,1160.23,344.38,20456.91
LI-47603022,ORD-5891949,PROD-741561,5,995.87,270.91,20635.55
LI-44048891,ORD-9187748,PROD-992847,9,4783.18,163.39,31648.07
LI-78932838,ORD-1550407,PROD-412283,2,363.3,352.85,10743.95
LI-82809983,ORD-7654444,PROD-321742,3,2121.7,418.11,26066.35
LI-38770576,ORD-5034769,PROD-300953,8,2581.74,67.5,25430.86
LI-95716329,ORD-6351373,PROD-892789,8,2202.28,22.05,45748.31
LI-90398515,ORD-1742376,PROD-376002,6,2954.06,360.38,33044.79
LI-39527189,ORD-3450160,PROD-672057,3,2609.04,173.89,19047.64
LI-37448662,ORD-1686804,PROD-783533,10,4957.74,330.35,35977.29
LI-92258041,ORD-7451339,PROD-193437,7,1027.37,432.72,16126.65
LI-95440770,ORD-4240716,PROD-223228,4,3346.79,237.75,19744.0
LI-36717599,ORD-2448233,PROD-729720,6,2916.49,440.77,46504.24
LI-17452564,ORD-9580439,PROD-501050,3,3785.57,249.04,31709.16
LI-48897544,ORD-5805928,PROD-958491,6,3389.95,22.47,28137.98
LI-70410224,ORD-8030849,PROD-660091,3,3148.98,3.98,10260.72
LI-80624421,ORD-4954893,PROD-147239,8,4925.11,165.3,3844.86
LI-16512239,ORD-9669265,PROD-735548,3,3071.28,312.77,24097.12
LI-62324865,ORD-5222669,PROD-201215,6,2661.93,139.23,15779.41
LI-70138704,ORD-5724828,PROD-681580,10,2118.16,376.91,40074.6
LI-31757055,ORD-5354731,PROD-928385,4,2606.59,256.51,29089.66
LI-84865375,ORD-9193731,PROD-415942,5,526.54,351.8,33731.05
LI-39234324,ORD-8873744,PROD-106017,5,4366.72,329.78,49536.67
LI-95900461,ORD-6308245,PROD-580024,3,1832.85,153.61,5240.96
LI-43749526,ORD-6135335,PROD-753303,5,776.8,410.67,24856.07
LI-85708072,ORD-1117551,PROD-246467,7,392.02,233.44,9175.83
LI-36343155,ORD-7126739,PROD-212274,9,3084.55,53.71,31699.22
LI-79653972,ORD-5186387,PROD-543008,1,45.77,134.44,13544.33
LI-19779275,ORD-4442519,PROD-666506,3,2641.97,461.49,14764.2
LI-77439885,ORD-1108269,PROD-676099,7,2904.39,224.57,32070.64
LI-12600003,ORD-1396504,PROD-522324,7,1014.46,493.87,33946.18
LI-35426211,ORD-3579458,PROD-482878,2,903.66,265.07,2194.18
LI-29229812,ORD-5760093,PROD-874973,10,4153.02,370.8,13463.28
LI-61096571,ORD-2761542,PROD-198870,8,909.16,89.85,24362.02
LI-21385326,ORD-1198401,PROD-394719,5,4492.01,332.97,14402.92
LI-92459033,ORD-9557854,PROD-576954,2,1718.29,357.16,17060.89
LI-12993152,ORD-6857078,PROD-702507,3,4442.16,98.6,15129.52
LI-26046221,ORD-8354516,PROD-268909,1,566.08,37.52,22892.15
LI-65458108,ORD-9126863,PROD-582844,2,433.76,60.87,31701.04
LI-54479198,ORD-8921191,PROD-237693,6,2327.76,76.84,28058.48
LI-60180141,ORD-3596926,PROD-970404,6,2524.31,281.81,43103.48
LI-39673323,ORD-9193736,PROD-906392,8,4698.72,431.42,15265.2
LI-55078411,ORD-3075803,PROD-125714,1,4787.73,50.01,27508.96
LI-95331968,ORD-8201230,PROD-204531,4,331.87,126.91,44762.95
LI-49164490,ORD-2031748,PROD-724491,4,2881.42,472.41,40350.18
LI-96556255,ORD-9973681,PROD-980169,10,4999.25,360.91,17194.93
LI-90085024,ORD-1831594,PROD-433580,5,4570.88,413.8,39772.58
LI-93273636,ORD-3171569,PROD-516486,2,539.73,201.93,17582.59
LI-73634332,ORD-8685699,PROD-379823,6,2904.0,51.9,38443.81
LI-18887579,ORD-8317851,PROD-193437,3,3572.48,235.15,37177.71
LI-80861018,ORD-4083685,PROD-469102,2,4225.16,216.08,49986.13
LI-43327175,ORD-7846212,PROD-629975,7,773.61,145.94,35799.75
LI-34183811,ORD-2847587,PROD-986547,6,2669.01,459.41,2870.91
LI-10074113,ORD-3890465,PROD-217220,4,2713.03,201.96,13136.97
LI-68794933,ORD-4563852,PROD-746968,6,2159.6,431.87,35188.19
LI-45989370,ORD-5542674,PROD-504552,7,1981.32,399.85,32963.91
LI-44522360,ORD-8632582,PROD-131364,10,4958.69,378.27,26828.3
LI-92436390,ORD-2294713,PROD-967714,10,4395.95,239.05,38988.35
LI-10146412,ORD-8921746,PROD-866646,5,1407.17,497.12,49875.49
LI-14569225,ORD-2320125,PROD-336036,2,648.9,75.18,5054.95
LI-47317809,ORD-3543798,PROD-887016,5,3514.68,142.95,48325.76
LI-40180866,ORD-9672436,PROD-202821,1,4929.55,364.76,7974.09
LI-20434156,ORD-8860793,PROD-239520,9,2540.57,415.27,6165.29
LI-14799925,ORD-9807133,PROD-217890,6,4697.13,107.28,32662.96
LI-75552271,ORD-9209259,PROD-523405,9,1286.32,157.58,5494.23
