product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-168548,72699816,Yoga Mat Premium,2340.89,946.28,SKU-5083715,328,63,SUP-1772,25.52,Certain site want off environment century size.,False,2024-10-04
PROD-539286,98773198,Memory Foam Pillow,2921.65,1850.3,SKU-7078895,9328,78,SUP-1753,47.17,Particular really east low know word.,True,2024-12-26
PROD-396941,23769527,Air Purifier HEPA,1743.43,136.1,SKU-9083332,9097,60,SUP-3134,31.9,Over ready church.,True,2024-01-06
PROD-515688,40133825,Wireless Mouse Ergonomic,2058.82,291.7,SKU-1689740,6399,48,SUP-5290,26.37,City various responsibility serious seek they.,True,2024-10-27
PROD-838157,37666111,Organic Cotton T-Shirt,3536.9,1556.15,SKU-6722019,3653,92,SUP-1589,2.6,Seek life old bank billion beautiful good work.,True,2021-11-27
PROD-251645,92124541,Memory Foam Pillow,3464.67,1724.43,SKU-4278903,1817,67,SUP-6510,14.97,Box hair many especially court how.,False,2024-05-27
PROD-298134,67477449,Portable Phone Charger,459.64,798.58,SKU-2542442,4416,45,SUP-3979,17.18,Ability production activity unit.,True,2021-05-26
PROD-419410,90457526,Memory Foam Pillow,783.11,282.62,SKU-5980493,2721,7,SUP-9166,49.17,Response who without talk guess.,False,2021-11-17
PROD-805925,22751046,Standing Desk Converter,2595.98,1431.67,SKU-4078888,9163,6,SUP-3533,24.41,Particular pay me central.,True,2020-09-03
PROD-429082,52422932,Portable Phone Charger,483.99,2586.16,SKU-8051951,384,16,SUP-6128,9.93,Authority financial establish company full total technology.,True,2022-05-10
PROD-631412,16416170,LED Desk Lamp,4271.45,829.28,SKU-9860147,4862,13,SUP-4737,25.56,Whom generation sense process.,True,2022-07-12
PROD-805752,27186331,Standing Desk Converter,4034.58,1964.09,SKU-1554023,4711,12,SUP-2504,38.5,Attorney upon leader realize friend theory.,True,2023-12-24
PROD-593631,75492392,4K Ultra HD Smart TV,3934.63,1506.86,SKU-3216016,3458,62,SUP-7123,12.64,Job do involve age wife end.,False,2022-02-18
PROD-329407,64264129,Bluetooth Speaker,4272.74,904.64,SKU-9756092,1474,42,SUP-7334,21.73,Respond between just itself personal though.,True,2022-08-18
PROD-216892,22725854,Coffee Machine Deluxe,4640.61,1243.6,SKU-6177648,695,59,SUP-8816,0.74,Himself artist response Congress pull.,True,2022-08-31
PROD-696057,91704391,Organic Cotton T-Shirt,1099.68,2483.53,SKU-4282367,3098,21,SUP-8944,13.5,About her western whatever become.,True,2023-07-01
PROD-781675,62623790,Organic Cotton T-Shirt,381.07,2622.01,SKU-1690171,1293,41,SUP-4708,3.74,Serious prepare authority huge by continue law.,True,2021-02-25
PROD-116094,2251981,Coffee Machine Deluxe,4983.38,2485.56,SKU-9572471,2099,35,SUP-1192,31.3,Card lawyer specific.,True,2020-06-29
PROD-802650,31548531,Gaming Laptop Pro,140.08,1395.26,SKU-9363431,4197,88,SUP-5816,43.39,Enough huge could natural six father.,True,2023-11-09
