order_id,customer_id,shipping_address_id,billing_address_id,order_date,order_time,status,subtotal,tax_amount,shipping_cost,total_amount,payment_method,notes
ORD-3481257,201645,28317d55-3498-4674-a903-41178f32db03,1e71118e-c7d9-4b70-85f3-b4be19b8f165,2023-09-19,16:20:00,DELIVERED,571.56,583.93,45.68,81.65,CREDIT_CARD,Contact before delivery
ORD-4000997,373878,3b617d53-9e40-470c-9640-400b6dd93296,54146821-6ee9-4be9-9e8b-1471b6ea3c7e,2024-06-20,16:20:00,SHIPPED,6511.69,554.53,2.6,9986.34,PAYPAL,Rush delivery requested
ORD-8240005,883153,48a5e8ab-0d12-46f7-a99b-f985c1d3ee12,a523b8cd-3c66-4826-89e2-26cf70633791,2023-03-26,10:30:00,DELIVERED,7326.68,423.88,36.89,6373.05,PAYPAL,Leave at front door
ORD-5863065,222604,44b311fe-a9fb-4272-b64d-69506fba7bea,58855a3b-ef74-4975-88f6-c54adcc7f7dd,2023-04-03,10:30:00,DELIVERED,4083.47,248.62,41.33,6387.35,CREDIT_CARD,Leave at front door
ORD-6343734,112127,bc06d11c-e268-434c-9e06-d2d41367d590,e913ed60-6e99-4850-8eda-307563886d72,2024-05-21,16:20:00,CONFIRMED,9160.6,128.58,8.48,5424.04,CREDIT_CARD,Weekend delivery preferred
ORD-8579076,992082,362f7697-d151-4a22-a818-5dcf2da7b68f,9986761c-2b4d-45a4-af28-f6bc2d8371d4,2024-08-02,14:45:00,SHIPPED,6148.34,334.92,4.41,6162.83,CREDIT_CARD,Fragile items
ORD-1993502,416280,6bd08a13-931b-4f17-80b7-005d3b1488a3,a3808f78-6f38-4609-a271-8c9deb0f6184,2023-01-12,12:15:00,DELIVERED,5908.29,23.57,49.38,6077.49,CREDIT_CARD,Rush delivery requested
ORD-2458189,475644,0fdf0bce-62d7-46a1-981b-96f09efc3868,6008a5bf-74c5-4b48-b369-56da627a4e4d,2024-12-20,18:30:00,DELIVERED,7880.53,337.01,9.74,8968.04,DEBIT_CARD,Rush delivery requested
ORD-8404077,898375,c72e988f-aabe-474d-8093-d3c38dd1e991,c9ed03a8-72be-4d3b-8e96-72bb31c3475c,2023-06-20,09:00:00,DELIVERED,9610.93,296.77,17.62,10154.42,APPLE_PAY,Special handling required
ORD-9650459,710312,5ce09b08-0abb-48dd-bfae-eb9994d57347,333ba4cf-e802-49f8-a234-2b1db81e076a,2024-03-13,09:00:00,DELIVERED,9475.44,436.47,7.45,4560.17,PAYPAL,Fragile items
ORD-2653788,611597,cb63c00e-9f1c-466b-95a7-e37eb50fe377,d193e7e1-d0d0-4e25-9a2d-2294cef0d86c,2024-09-16,20:10:00,PROCESSING,9829.61,572.74,45.88,10826.98,APPLE_PAY,Gift wrapping required
ORD-1178824,988119,024d96fb-aadb-471d-a0c7-67b2db9188ba,17b978db-d74a-41cb-8b3d-3461cb2f8ab3,2024-02-15,12:15:00,SHIPPED,4419.87,131.59,14.31,4613.71,CREDIT_CARD,Business delivery
ORD-5741564,966334,1c1fdb50-ad0d-423d-a2e5-ec7492f62920,0c23d753-360a-4916-b31b-0005dc8ada7d,2024-06-03,12:15:00,DELIVERED,5199.37,528.88,3.2,747.31,CREDIT_CARD,Contact before delivery
ORD-9241699,966335,076949eb-b6ef-4e74-aba2-5f51d80e03c7,c73c1334-a7f1-40a6-8062-7a1f401f9a8b,2023-02-15,12:15:00,PROCESSING,9636.37,336.99,31.24,1617.91,CREDIT_CARD,Fragile items
ORD-7058825,746113,4cdb2814-a49b-447d-a2b5-a18803be8892,44f955ea-fe48-4488-a32c-1c84523c5fb1,2023-08-14,16:20:00,DELIVERED,7443.45,449.3,35.43,5667.46,DEBIT_CARD,Contact before delivery
ORD-5784044,399676,ddf188d3-e20c-4460-bd09-8d3993f9bf62,ec35e2ef-ee00-4b74-b4d3-804ab80c3f86,2024-02-07,16:20:00,PROCESSING,3882.73,113.67,26.69,10501.82,DEBIT_CARD,Rush delivery requested
ORD-8156496,355285,25778f77-4766-40de-963c-c313bf37ea21,ce1c98ff-b4d2-4d56-8516-3df725fa7150,2024-11-03,12:15:00,DELIVERED,1572.9,534.59,8.26,3562.74,CREDIT_CARD,Leave at front door
ORD-5741346,523788,4d4eda78-3163-4bad-b403-96b3fb08bd10,1e37650e-7c1f-44bf-a495-1aa4f16911bb,2024-05-30,14:45:00,DELIVERED,2388.13,278.29,13.02,806.01,DEBIT_CARD,Gift wrapping required
ORD-6277656,257973,07f0faa0-82b1-43dc-a188-025fc1af35b1,8fe3f5c1-de20-4291-856b-d2408f5d5cf5,2024-07-23,12:15:00,SHIPPED,2114.64,422.5,1.44,8949.1,DEBIT_CARD,Business delivery
ORD-1856343,132114,5a33e764-5b2d-432d-8861-2519b2ba8f90,c4f0cadb-2061-44ab-898b-efc42761f1c1,2023-06-22,20:10:00,PENDING,9631.32,300.65,48.35,1535.91,DEBIT_CARD,Gift wrapping required
ORD-1109758,594563,cb31decf-7cd6-4635-9b62-042f218d4f0e,1e74f6f6-6e25-4b3f-af8d-f817b1552446,2023-12-26,09:00:00,SHIPPED,1533.81,164.48,2.6,5821.21,APPLE_PAY,Business delivery
ORD-3110416,908360,655474e6-0622-4a81-9fcc-49bb76430fad,ec575a92-f6d6-48c1-86bc-4fc7d7b1cdbd,2024-10-14,12:15:00,CONFIRMED,5228.48,53.18,30.23,5705.0,CREDIT_CARD,Contact before delivery
ORD-2646088,286278,f5b1b70e-0b6c-4cc6-92aa-2b22d9bae1b1,0913a687-1545-49ce-bf98-114e0de5347c,2024-02-15,10:30:00,SHIPPED,6967.66,569.65,40.7,3514.01,BANK_TRANSFER,Leave at front door
ORD-5023727,50430,8f3eab46-ddda-4035-8288-777ad0933d80,8c70c661-ae48-4dcd-8deb-7a2ca8fee651,2023-08-06,10:30:00,CONFIRMED,5043.62,310.63,7.07,4928.68,DEBIT_CARD,Contact before delivery
ORD-6175333,239727,10681421-3a31-4b8e-ab31-d5b6e49e1eb0,4f4a5edd-d643-49f2-8cce-5a455acc4670,2023-02-21,18:30:00,DELIVERED,9561.69,169.98,49.03,8259.32,DEBIT_CARD,Special handling required
ORD-5151571,286447,f86cbe24-6aaf-4ab8-8221-ce5c9b30c5c6,14cceedf-5e4f-408d-a722-ea9da7b87b6c,2024-01-13,16:20:00,DELIVERED,86.61,738.17,41.02,9477.82,DEBIT_CARD,Weekend delivery preferred
ORD-9395923,180730,5b090fc1-7ef4-4201-ba6c-cc3b51583b6a,8123f681-bc63-40d5-bbd4-013eb66b7a83,2024-06-19,18:30:00,DELIVERED,5938.34,150.75,31.61,9429.93,CREDIT_CARD,Leave at front door
ORD-7656249,767755,ec8f547d-982e-4a66-a31a-3d245d91418c,425c5f5a-4fe3-46d5-828e-566f9cc52a41,2023-04-09,20:10:00,DELIVERED,9906.39,763.1,38.43,2945.85,CREDIT_CARD,Special handling required
ORD-4451309,782678,94acb0b3-8547-4ea7-bbbb-8468510ab5aa,9fbb0ebf-30b1-4a9f-80a7-0417239b637b,2023-11-24,14:45:00,SHIPPED,6464.58,472.42,28.75,8084.45,PAYPAL,Contact before delivery
ORD-1444129,952129,7871ab20-336d-4b95-9787-914c9351aad2,b0b1cf1b-5d3f-4ce0-bb02-429d3088d808,2023-11-06,16:20:00,DELIVERED,586.38,431.86,40.48,9875.9,CREDIT_CARD,Contact before delivery
ORD-8462903,426487,d3cdcb64-a785-429a-8f90-d971f108c767,e0dd89fc-53ef-4820-a36f-03f5aeb63c57,2024-03-28,22:00:00,DELIVERED,1872.3,207.08,46.18,5738.67,CREDIT_CARD,Special handling required
ORD-6421198,698267,7cc7a0d0-f1e9-4588-b703-ce509b3ad0cf,29b9017e-230b-4d52-9787-813c40d38963,2024-12-03,16:20:00,SHIPPED,2615.61,62.39,6.82,7528.11,CREDIT_CARD,Business delivery
ORD-8841510,786431,7d444ced-b2fc-4fea-8218-601a3cac8b96,7658cfe1-cba2-4027-9a1b-62cfe124abc9,2024-10-25,14:45:00,SHIPPED,2691.79,275.15,7.48,4988.46,PAYPAL,Rush delivery requested
ORD-2249583,252686,480bdb3d-14ce-4d1b-b62d-d832967d4588,b6f3b710-272c-4080-90ca-e82eb5aeb633,2024-04-27,16:20:00,DELIVERED,1062.44,34.6,22.56,6570.52,PAYPAL,Contact before delivery
ORD-4352490,144491,31f56915-6a83-4eab-98b5-23292dd60895,a590c9bf-2413-4272-b49f-606b26096489,2024-05-10,09:00:00,CONFIRMED,7603.14,228.99,7.94,3530.0,PAYPAL,Rush delivery requested
ORD-6107174,904797,80f90e80-1422-4c80-bdbe-a698cce6e858,d23600ec-5436-4fc6-b918-59545a04f352,2024-01-16,16:20:00,DELIVERED,6882.82,471.87,32.23,26.77,GOOGLE_PAY,Business delivery
ORD-9948589,434050,d8d1431c-0876-4b7c-8bdc-9f23a27d9247,97c46be1-33ac-4da1-b0a1-fb17972ff655,2023-11-04,18:30:00,DELIVERED,5136.64,524.25,3.57,1074.58,GOOGLE_PAY,Weekend delivery preferred
ORD-5115769,54035,2299dac4-82b4-4e9c-b6f2-0d99fe682550,dec60b09-d74d-4150-aba8-4d84dce15c85,2023-02-10,12:15:00,SHIPPED,6109.76,747.79,35.04,3970.03,CREDIT_CARD,Leave at front door
ORD-8973748,891975,3fe71b03-9789-463f-a637-861cdad7dc26,8cc25c4d-e4f8-4b68-b72c-78c283deb260,2023-06-30,16:20:00,PENDING,4811.87,647.57,17.44,9643.97,CREDIT_CARD,Rush delivery requested
ORD-9167605,343614,9bd766df-dd5d-43c2-8e77-271b80ef1463,16e72cc2-803d-4cd6-ad67-2df25cf70fe6,2023-08-25,12:15:00,DELIVERED,5516.27,605.03,17.68,4648.12,CREDIT_CARD,Leave at front door
ORD-9951591,295319,27b299e7-8721-4c48-b41c-c5831b218f7d,69a436bb-fb5d-44fe-9f00-22fcf99fa35f,2024-11-11,12:15:00,DELIVERED,7512.06,794.09,35.82,4852.25,PAYPAL,Gift wrapping required
ORD-5545589,74499,ce5f559b-832b-45ba-afc5-406c16357c68,be7e91b6-63d0-4be6-a233-7f2517ace421,2024-09-13,20:10:00,PROCESSING,1297.92,423.48,43.19,3021.19,CREDIT_CARD,Business delivery
ORD-3662090,491800,a3a6cd21-f1ac-49ed-87cf-7eae550e9147,a60fed8e-9540-4163-bec0-2f5b5ef4e2c7,2024-01-19,16:20:00,SHIPPED,6361.7,476.59,13.76,3820.86,PAYPAL,Fragile items
ORD-4066439,22819,f93ec8dc-e74c-46c7-92be-f7df2df01235,d87558ed-50d0-4577-aba3-d21128f9469a,2024-11-07,09:00:00,DELIVERED,2102.28,518.14,23.87,9888.23,CREDIT_CARD,Gift wrapping required
ORD-8005659,610267,0856d961-5150-4888-86f7-bdf4fb954ff8,640bcb4e-d755-484b-b8e4-d4690668f957,2024-05-15,16:20:00,DELIVERED,8433.95,134.0,22.76,847.92,CREDIT_CARD,Business delivery
ORD-5556610,487708,e4b163e2-b632-4cd2-aa76-b7a5aff3964f,0b74c00b-8db7-43a2-98d4-3c36bb022ec1,2024-09-07,18:30:00,CONFIRMED,9224.21,424.0,15.88,10275.1,PAYPAL,Gift wrapping required
