order_id,customer_id,shipping_address_id,billing_address_id,order_date,order_time,status,subtotal,tax_amount,shipping_cost,total_amount,payment_method,notes
ORD-5721871,82311,de9f102c-731f-42da-9c6f-ddd189ba4a07,a7f14936-4e7d-4788-be00-26489049a0d3,2024-07-12,14:45:00,DELIVERED,3479.87,444.31,44.75,7694.77,DEBIT_CARD,Gift wrapping required
ORD-6574247,474371,f82b240a-9c57-45c7-b8ef-c09c6ae384e8,3feda6e2-66b1-4d1a-a49a-9ec39a42ba8a,2023-10-15,12:15:00,CONFIRMED,1044.03,227.61,15.83,7308.3,CREDIT_CARD,Gift wrapping required
ORD-9727222,670545,4335f1be-30c2-4957-8d58-77f0c3acef8b,8c1ce668-7102-48fe-abd7-e0ea5b850740,2023-08-30,20:10:00,CONFIRMED,4452.43,506.62,5.08,102.64,PAYPAL,Business delivery
ORD-6631599,495164,39b32b53-93e4-47ad-8144-727a52455ee2,7743f17d-0a96-487c-aab4-d55665194803,2024-06-07,14:45:00,SHIPPED,3555.76,760.19,5.26,5915.55,APPLE_PAY,Gift wrapping required
ORD-8753166,169355,9247ba5e-b786-4a9f-888d-184e0231aa62,772dbd1d-2c2e-4b71-a620-b9da0e5ea797,2023-10-09,09:00:00,DELIVERED,8550.39,710.85,29.9,998.9,CREDIT_CARD,Special handling required
ORD-8039895,40955,9112611d-51bb-40b4-80d5-66f548e5b28e,d30d1983-9715-45a6-a8eb-429a5298fba1,2024-03-04,22:00:00,DELIVERED,727.88,499.62,41.83,4017.57,PAYPAL,Contact before delivery
ORD-5801245,171435,6341bfaf-ac9e-4825-9a9d-3a92a2d15984,c9530f1c-939d-44f6-b52a-b17ffc4a0a29,2023-03-30,22:00:00,RETURNED,5883.41,383.89,37.7,5778.76,DEBIT_CARD,Contact before delivery
ORD-7522039,116852,b19bd58a-5d53-40bc-a44d-50385ba33634,9fd92f66-ca3d-464d-be6e-bd7dd17d337d,2023-08-14,10:30:00,DELIVERED,1458.52,565.05,43.49,337.69,CREDIT_CARD,Fragile items
ORD-7885147,207471,22823158-71b8-4af6-911f-e8e66cff7a2d,02e20d1a-c7d5-4e15-8f3a-d5e8216ad554,2024-04-24,10:30:00,PROCESSING,1183.74,285.56,28.56,2717.01,DEBIT_CARD,Weekend delivery preferred
ORD-4426515,962956,5f27688f-67d3-4285-b4a5-24edabefd665,695d7567-8b89-4158-ae97-ff05ac75db7f,2023-12-12,12:15:00,SHIPPED,4261.57,703.06,10.42,5268.51,CREDIT_CARD,Gift wrapping required
