order_id,customer_id,shipping_address_id,billing_address_id,order_date,order_time,status,subtotal,tax_amount,shipping_cost,total_amount,payment_method,notes
ORD-4038831,463744,fd76e632-c83f-4968-aeec-bd9a9be9fbac,c2ea2885-4671-47ee-aeda-f056fcc476b4,2024-08-19,20:10:00,CONFIRMED,3888.58,35.83,45.37,1031.37,CREDIT_CARD,Contact before delivery
ORD-2159132,877429,5a0a36d6-aa2a-44e5-959f-b0c74a27424b,5fac73e7-ff30-4afe-b6c1-7362bf348de1,2023-11-09,22:00:00,DELIVERED,4670.04,509.82,38.46,7264.26,DEBIT_CARD,Special handling required
ORD-1998208,15126,7f736543-4fb3-4736-aeb4-c1f29b1a1244,083b1e2f-0082-4527-9013-1467c969a123,2024-08-12,12:15:00,DELIVERED,9845.11,616.54,35.47,3278.81,DEBIT_CARD,Contact before delivery
ORD-2655961,136299,412ec3a4-c5d2-4e99-8033-4398ace4263f,c77a999b-06be-4a20-a17b-ad3e9a0eb1df,2024-05-23,16:20:00,CONFIRMED,804.14,212.93,31.1,2973.75,CREDIT_CARD,Leave at front door
ORD-3673268,327912,24584cdd-6a2f-4044-bfc9-7f548a242b6a,9cf69e36-a3d5-4870-95c1-4c85c7ed499f,2023-02-18,16:20:00,SHIPPED,8237.54,376.11,30.58,10286.97,CREDIT_CARD,Weekend delivery preferred
ORD-6183109,590361,12db1806-66dc-4043-adfc-3736104a9190,131026dc-320d-4471-b882-8456852c007d,2023-12-11,14:45:00,SHIPPED,4079.5,215.92,26.99,142.51,GOOGLE_PAY,Contact before delivery
ORD-9732883,937246,c1881f12-94cb-4232-98e7-167ef76b13ca,8d59427c-aee0-4c75-8d31-07008d72e69a,2024-12-12,18:30:00,SHIPPED,9521.27,179.45,3.26,10551.81,BANK_TRANSFER,Gift wrapping required
ORD-8577483,844321,0a88a4a1-b259-4ddf-a20d-d3a340123538,80f45a86-a37f-4150-a062-f0a33fcbae3b,2023-04-18,20:10:00,DELIVERED,7665.57,569.62,46.73,191.3,CASH_ON_DELIVERY,Special handling required
ORD-2106211,123154,c61af454-f086-45f3-b4db-d2361219437b,545e2c31-6f8f-493a-9dd0-169b8816dff9,2023-01-07,10:30:00,PENDING,2614.55,144.39,31.58,6034.76,DEBIT_CARD,Fragile items
ORD-3071148,539922,9b0d8958-6ee3-4a01-9bc3-1d01a6326cca,5afb87d2-c07e-4dca-9699-c8b3feaee232,2024-12-24,10:30:00,CANCELLED,4817.44,338.99,5.25,7366.03,CREDIT_CARD,Leave at front door
ORD-9632990,635937,ca9b15a9-a693-4f2e-87bb-92b54bf93ef9,bee0137d-5abd-4701-9d2c-21ab98bdf524,2023-10-12,20:10:00,DELIVERED,1323.79,493.1,46.65,7402.76,APPLE_PAY,Gift wrapping required
ORD-6249055,493433,24fe2763-262c-43dd-94af-edb5671de933,54fc803e-a03c-4830-939b-c39fe02bef21,2023-06-25,12:15:00,PROCESSING,5284.35,754.62,47.57,6955.78,CREDIT_CARD,Business delivery
ORD-3621487,534932,a4ba22d3-b522-4850-b82e-36b7d3b18e2c,5d13a3d3-48a5-4dfe-9197-f52348028e48,2024-11-22,12:15:00,PENDING,9292.68,100.16,32.11,248.29,CREDIT_CARD,Rush delivery requested
ORD-7699506,56553,dbadda8c-a310-4c33-b5b6-de5c06835a80,4cdb2814-a49b-447d-a2b5-a18803be8892,2024-05-29,16:20:00,CONFIRMED,1871.94,427.05,2.66,2679.35,CREDIT_CARD,Gift wrapping required
