line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-16050565,ORD-4555494,PROD-568376,2,2239.83,282.74,41020.65
LI-28976174,ORD-2424035,PROD-109438,4,1279.05,110.48,10813.06
LI-55899054,ORD-8803766,PROD-920508,7,2351.12,122.04,13779.29
LI-44724015,ORD-1448003,PROD-585920,9,4116.74,256.16,34797.14
LI-84331763,ORD-5989083,PROD-348632,4,883.42,196.47,5263.35
LI-83890780,ORD-3776646,PROD-933667,8,2711.96,418.41,36005.7
LI-86346112,ORD-4260520,PROD-104385,2,4881.59,218.04,10720.96
LI-86844608,ORD-5777732,PROD-476604,2,4610.53,390.2,45462.35
LI-61265854,ORD-5079381,PROD-953315,3,2627.02,69.54,33016.37
LI-36286864,ORD-5340163,PROD-223186,5,3430.13,255.57,4779.84
LI-85918485,ORD-4266048,PROD-791309,6,4502.46,366.86,14695.31
LI-16177063,ORD-3026751,PROD-268726,5,4704.52,471.38,38674.62
LI-70550573,ORD-6312922,PROD-414619,9,490.37,18.98,15738.48
LI-68167918,ORD-1288369,PROD-639268,3,2376.18,443.08,4313.8
LI-76010973,ORD-9296500,PROD-289405,1,4122.55,242.49,23640.92
LI-38849147,ORD-3851811,PROD-788021,4,4507.05,9.62,22225.4
LI-88273549,ORD-8236277,PROD-694731,8,783.72,366.43,16427.04
LI-68269367,ORD-8221500,PROD-792704,3,4160.6,185.7,8887.27
LI-13131699,ORD-7422239,PROD-957034,3,2553.55,477.7,5470.18
LI-52702812,ORD-4539881,PROD-805174,6,300.55,165.24,9397.46
LI-90541641,ORD-8688237,PROD-357560,6,1473.64,312.19,49221.38
LI-96927959,ORD-4375900,PROD-310816,6,2888.39,253.05,19613.6
LI-10690185,ORD-3378975,PROD-755836,1,2544.89,179.84,27029.21
LI-22068131,ORD-9956582,PROD-639323,6,1380.49,438.52,14940.71
LI-12427146,ORD-2178150,PROD-990930,5,1688.85,235.16,40690.82
LI-21376748,ORD-8451097,PROD-976737,1,23.02,228.1,44167.67
LI-54969636,ORD-7435368,PROD-681065,7,4484.35,478.2,41633.23
LI-26649903,ORD-8093069,PROD-718653,7,1487.92,165.57,29884.39
