order_id,customer_id,shipping_address_id,billing_address_id,order_date,order_time,status,subtotal,tax_amount,shipping_cost,total_amount,payment_method,notes
ORD-2949378,248588,7720e6a1-09fa-41c8-a71a-df11677315ec,f880b14b-64de-47a1-9017-5766cfe32e17,2023-09-03,10:30:00,DELIVERED,8572.85,446.1,40.05,6867.36,BANK_TRANSFER,Contact before delivery
ORD-5117408,27833,9fc20f23-6c63-4437-93d0-45ac12b9844c,51a02bea-ddde-42fb-8f0d-8ca9588029bd,2024-02-05,16:20:00,DELIVERED,6041.83,390.74,5.2,491.48,CREDIT_CARD,Leave at front door
ORD-6498599,702082,ed2924df-1847-4901-a710-2edbcf684abb,106262a2-61dd-4c12-b731-81522f1bd2fe,2023-06-26,12:15:00,CONFIRMED,6373.12,783.17,12.63,7050.7,APPLE_PAY,Special handling required
ORD-2632591,298210,7c08c776-bd68-4a40-9a33-20a18c6d643b,44ebd588-305b-42c6-83a2-cf6c0cc70a0c,2023-05-07,14:45:00,CONFIRMED,4011.35,600.27,21.95,6181.92,CREDIT_CARD,Weekend delivery preferred
ORD-2480129,408530,5ca72858-f6de-4d2a-932e-f498ac43a6a6,eb8a38ac-11ce-4abb-93fe-3287d428f0a2,2024-12-21,16:20:00,SHIPPED,6689.22,478.52,37.96,7085.94,DEBIT_CARD,Contact before delivery
ORD-2974899,979568,c6b52906-ddcb-4db2-932e-3fb8495b97e0,e5600049-501f-4c6d-9124-3b7be92da6b6,2023-11-11,09:00:00,RETURNED,1260.98,262.35,29.58,10181.99,GOOGLE_PAY,Fragile items
ORD-5740654,271715,011e268f-5aca-4ab1-aa00-abb4131de2dc,79baddd3-7d20-4167-aa5a-a1710a9432ff,2023-06-11,14:45:00,SHIPPED,5268.23,293.17,48.59,3073.85,DEBIT_CARD,Special handling required
ORD-5480646,224883,8f186cca-0db7-4bce-8baa-0f8d5c3e4e6c,8004d5f5-12b5-4281-ad05-6189aba71072,2023-12-29,22:00:00,PROCESSING,1425.59,144.47,41.81,8002.68,CASH_ON_DELIVERY,Special handling required
ORD-8870193,594082,8227ce71-aafb-4582-be53-5985e58b3c48,0291fd80-cfda-421e-bb84-9a34e7c06633,2023-06-29,22:00:00,DELIVERED,9163.24,299.87,39.48,6431.35,DEBIT_CARD,Rush delivery requested
ORD-1833142,690111,f5f12f85-9e88-4736-baf5-e2dff6282c42,e0ed6025-7dea-455d-8fdd-8b5902832350,2023-09-12,20:10:00,SHIPPED,5100.58,524.9,19.14,2262.09,PAYPAL,Rush delivery requested
ORD-3637173,157587,0a2e17d8-da06-443b-a7ab-e2558b48324f,2652ce71-1052-428e-bac4-12285dc08b77,2023-07-07,20:10:00,PROCESSING,3900.61,127.85,19.13,8530.88,APPLE_PAY,Weekend delivery preferred
ORD-5009667,408113,3a293cf4-23bc-429d-8a7d-ae23e66cc654,19e2b027-ef85-4d77-98da-5954f80b87c3,2023-02-28,12:15:00,PROCESSING,2170.39,73.19,10.3,1957.43,CREDIT_CARD,Fragile items
ORD-2424674,250775,bc02eaaf-dd59-4a55-b763-e62d556ef22c,b5d10a47-9398-42b4-984b-83a56cb196d2,2024-04-22,16:20:00,DELIVERED,1968.86,441.18,48.02,10217.26,APPLE_PAY,Special handling required
ORD-8528932,757471,d8416e5d-b839-483f-a78b-119e49da082c,901d7275-6614-457d-a5a3-481d52e3d615,2024-10-01,16:20:00,PROCESSING,5175.13,131.15,31.03,188.74,BANK_TRANSFER,Fragile items
ORD-1514703,238434,3021fd83-b58b-4c65-8032-e83793f975db,45d6b8b9-1a7c-4bd1-aab9-c0136627fbb1,2023-01-05,22:00:00,DELIVERED,2830.14,123.52,0.65,9577.35,DEBIT_CARD,Special handling required
ORD-3838958,346538,db6c894a-aae5-4568-ac35-bcad52b7c5c0,22092549-f618-411e-a9fd-6f39812efb52,2024-10-08,12:15:00,DELIVERED,2531.73,180.84,19.8,7637.77,PAYPAL,Fragile items
ORD-2892474,560885,15fbdee0-07d2-4e06-923a-da8fceec3d2a,2e29353c-3bd8-4756-9dea-9b2812199e31,2024-03-12,12:15:00,SHIPPED,5904.05,567.9,34.16,5042.32,PAYPAL,Leave at front door
ORD-2154778,301663,c20a8100-eb55-4d02-83f3-9547ed186bef,bcc8d7e0-7848-45bc-9ea7-c34f706b781c,2024-08-31,09:00:00,SHIPPED,8259.07,162.11,1.46,547.27,CREDIT_CARD,Weekend delivery preferred
ORD-3543589,864969,0a6be28e-88ba-40b7-b5bc-8727ca46fae9,628601eb-182a-4e67-9b30-1da43b01cda5,2024-09-08,14:45:00,SHIPPED,2089.5,386.13,45.48,2756.79,CASH_ON_DELIVERY,Gift wrapping required
ORD-6047851,742158,64aed7c3-8351-4d3e-b868-f4abbd581719,c150e002-152b-4aee-ab71-1d5b93247d38,2023-01-13,10:30:00,DELIVERED,9565.65,575.03,24.05,4163.89,DEBIT_CARD,Gift wrapping required
ORD-9666819,957161,0689b4ed-3906-458f-90de-95c1e247b413,e62d4716-947d-4ebc-b9bf-8378b36eb912,2023-04-01,20:10:00,SHIPPED,9828.34,504.41,24.82,3320.44,CREDIT_CARD,Special handling required
ORD-4202451,445040,8e4dbd71-4086-4537-9ac5-5c509104765c,05212a4b-7c36-45b7-989c-beb084255d8f,2023-10-11,09:00:00,DELIVERED,4180.42,222.21,28.04,6501.35,CASH_ON_DELIVERY,Fragile items
ORD-5907762,518319,369549f2-fea5-4356-869c-a0c47e5ce810,a220db41-a3f3-4cdc-b40a-82b48c113bc1,2024-04-27,09:00:00,DELIVERED,1025.32,170.38,44.87,1131.58,DEBIT_CARD,Fragile items
ORD-2046191,329710,8c2dc795-a2b3-4c9c-a46e-2a924f9e01fa,4185ea37-d37f-4b8c-bf8c-4b383014a761,2024-12-27,12:15:00,CANCELLED,2248.55,421.55,29.83,6861.08,CREDIT_CARD,Leave at front door
ORD-1237591,717787,990dd274-19a6-4dd2-a04e-eb17c699dda3,387a6d0b-3da0-4ee1-a8ec-d210c101d92e,2023-08-28,14:45:00,RETURNED,2931.89,353.45,18.19,8214.08,DEBIT_CARD,Gift wrapping required
ORD-7445880,727059,f2510566-8b95-478e-a531-8109f245cb24,e2217c25-627d-49f4-8ee7-9bdd09604175,2023-09-29,09:00:00,DELIVERED,4363.98,301.18,23.55,875.31,PAYPAL,Weekend delivery preferred
ORD-5879717,950493,7c7845a7-c417-4fb5-afb5-45d27cdc7a75,86fc1ade-ca5e-4b62-8b75-bd0dded204f3,2024-07-18,22:00:00,PROCESSING,3034.01,764.86,30.07,4046.56,CREDIT_CARD,Fragile items
