line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-62179597,ORD-2251918,PROD-734778,10,4868.21,20.91,1424.8
LI-83698537,ORD-1432226,PROD-941440,3,3451.39,434.1,4171.71
LI-91559967,ORD-3602752,PROD-771907,10,2412.24,480.66,19089.13
LI-10209943,ORD-3491405,PROD-433833,9,942.5,448.49,44313.96
LI-51233276,ORD-1762490,PROD-670090,1,2224.19,407.06,26914.93
LI-31306540,ORD-7332023,PROD-765793,6,1607.06,434.14,29978.65
LI-40807960,ORD-1795802,PROD-567945,2,3549.96,381.07,24182.34
LI-81811193,ORD-3610846,PROD-761609,3,2924.88,320.79,16499.03
LI-93493702,ORD-7884712,PROD-828958,3,3422.2,26.3,1677.43
LI-11474192,ORD-1263123,PROD-412636,10,1682.5,282.74,35568.73
LI-61950173,ORD-8380003,PROD-437086,9,1296.2,454.1,32194.8
LI-58732029,ORD-5031242,PROD-961467,7,4005.39,301.38,47508.51
LI-66299879,ORD-1927275,PROD-671920,8,3001.54,293.94,16663.03
LI-48539325,ORD-8184063,PROD-891471,9,338.79,307.72,25418.01
LI-35513489,ORD-8207960,PROD-339123,4,4122.97,407.43,17641.91
LI-55065032,ORD-2193163,PROD-482120,1,4997.52,209.68,9450.69
LI-23786902,ORD-1550486,PROD-966254,5,4213.95,308.19,17983.5
LI-31363042,ORD-8765799,PROD-980169,1,995.55,49.45,1714.2
LI-66111457,ORD-6027325,PROD-757477,10,4826.36,385.5,4576.76
LI-36948692,ORD-6339222,PROD-322130,8,1007.28,467.8,18093.33
LI-21461907,ORD-2143376,PROD-964588,8,4681.35,64.42,8870.37
LI-30457472,ORD-6385038,PROD-717400,1,2137.34,151.39,46373.77
LI-79559329,ORD-5932807,PROD-894877,9,2399.78,93.08,15250.26
LI-89385263,ORD-3837372,PROD-635864,5,4329.9,88.8,46168.77
LI-97414644,ORD-4068408,PROD-525914,5,4098.59,459.87,1794.73
LI-66784267,ORD-7558355,PROD-110696,5,4941.56,110.48,46547.82
LI-80461264,ORD-6825109,PROD-695985,10,3592.3,435.26,5920.22
LI-87017945,ORD-2903314,PROD-437707,9,2229.73,337.43,2061.01
LI-43171066,ORD-7305783,PROD-997913,4,3445.1,484.11,37714.39
LI-85617078,ORD-5700132,PROD-183892,4,1884.59,345.26,35570.73
LI-39389303,ORD-9520115,PROD-592214,7,1149.13,264.62,17616.94
LI-36383505,ORD-4265088,PROD-741551,8,105.02,71.69,47409.59
LI-11989213,ORD-7411391,PROD-526266,1,4085.03,418.79,26706.59
LI-35757377,ORD-1867468,PROD-435779,6,795.15,292.17,4553.13
LI-64612837,ORD-8680764,PROD-543178,7,724.08,382.44,16984.65
LI-62350445,ORD-7391475,PROD-194740,7,1051.07,92.26,19417.27
LI-90015042,ORD-6884332,PROD-554080,6,277.25,303.22,20450.47
LI-44455800,ORD-8531018,PROD-486697,6,4597.14,266.75,37642.33
LI-98818554,ORD-1612363,PROD-246109,2,3779.93,268.35,7115.94
LI-62892512,ORD-1006238,PROD-196865,5,4994.18,352.42,14178.23
