line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-45861393,ORD-7589986,PROD-156821,10,775.67,163.45,831.55
LI-45758298,ORD-5700155,PROD-635050,1,4644.98,478.94,41570.58
LI-31398772,ORD-8378033,PROD-423886,4,3931.95,182.56,36464.79
LI-41909886,ORD-9463275,PROD-622686,4,611.86,185.27,23817.95
LI-15786518,ORD-9420734,PROD-843802,1,4544.34,19.53,33141.91
LI-48125936,ORD-2645993,PROD-570724,3,3019.31,9.74,48385.81
LI-23017908,ORD-2793280,PROD-894865,9,167.44,85.46,41205.57
LI-27861482,ORD-5372901,PROD-699919,8,152.11,491.05,5935.28
LI-66034131,ORD-8181039,PROD-103556,2,4009.64,401.28,40239.33
LI-25193268,ORD-8139094,PROD-154875,6,3723.83,221.76,1771.27
LI-83759104,ORD-4328630,PROD-988449,8,4561.88,166.17,34658.73
LI-65610203,ORD-8267691,PROD-687263,4,3324.59,405.39,28027.83
LI-75575515,ORD-2264062,PROD-473062,9,2323.46,90.7,4439.6
LI-58869535,ORD-2252909,PROD-931344,9,3805.88,481.2,11025.81
LI-43091742,ORD-3545189,PROD-462386,6,2901.13,246.15,42718.22
LI-97929763,ORD-2803372,PROD-529818,6,4323.73,441.84,32691.14
LI-32893200,ORD-1950640,PROD-477484,10,632.54,76.16,28750.29
LI-77976415,ORD-5849194,PROD-495954,6,1125.08,472.45,9631.64
LI-54603879,ORD-5708256,PROD-329643,10,172.42,133.26,35478.79
LI-97572720,ORD-1455498,PROD-118466,4,226.48,405.76,47339.23
LI-89777168,ORD-6169130,PROD-887940,7,3988.94,48.07,458.03
LI-40559982,ORD-8049814,PROD-225250,9,1133.89,303.62,44259.28
LI-12173196,ORD-5787973,PROD-671082,5,3985.74,47.16,38263.31
LI-59878101,ORD-3678476,PROD-365382,6,3716.51,336.17,11375.84
LI-37287920,ORD-2045051,PROD-862591,3,729.65,122.82,37374.55
LI-63494301,ORD-6889500,PROD-551778,8,3094.6,482.87,6516.53
LI-47910302,ORD-4980146,PROD-518792,4,2456.38,114.6,4092.63
LI-62424214,ORD-4530882,PROD-347718,4,3969.12,338.01,46745.0
LI-73770683,ORD-6295188,PROD-249665,7,293.45,174.67,22946.82
LI-68146442,ORD-3222361,PROD-475655,8,598.67,346.16,14862.54
LI-24975595,ORD-5443636,PROD-725839,1,4427.69,223.86,14374.67
LI-84925557,ORD-3607032,PROD-502847,3,4205.51,409.74,17842.5
LI-36696966,ORD-6987689,PROD-625999,9,1362.72,375.94,40287.26
LI-28942771,ORD-3845773,PROD-499675,1,2059.09,416.22,31654.29
LI-90442328,ORD-9717705,PROD-985431,9,4229.17,431.39,25560.55
LI-39718717,ORD-3883081,PROD-377377,4,2550.33,449.09,18970.42
LI-67673838,ORD-6444851,PROD-899418,4,570.98,113.63,14318.94
LI-89132118,ORD-2304241,PROD-643459,10,2874.04,354.07,10893.76
LI-76050567,ORD-4841366,PROD-148456,6,4193.3,239.61,40295.84
LI-87437140,ORD-2826327,PROD-131572,3,433.63,222.72,48342.93
LI-30758829,ORD-5038103,PROD-211298,4,4772.98,300.24,2011.36
LI-51807042,ORD-8748562,PROD-991132,9,4795.02,293.71,10064.38
LI-91415485,ORD-5898123,PROD-362573,3,3308.41,76.46,23823.68
LI-38217991,ORD-4120954,PROD-702232,6,399.89,200.21,45978.83
LI-78250176,ORD-9343674,PROD-373358,4,3010.54,369.22,16365.47
LI-61499221,ORD-6912230,PROD-721662,7,2329.04,353.02,43945.79
LI-47695373,ORD-4287183,PROD-940958,9,3423.73,431.0,16598.42
LI-42077687,ORD-4509973,PROD-837412,1,341.93,362.64,27388.83
LI-94086702,ORD-4236971,PROD-647792,9,4999.0,81.29,6455.97
LI-69854804,ORD-3237590,PROD-278850,1,4172.7,193.85,17461.13
LI-72632077,ORD-9699708,PROD-613952,7,1256.03,161.66,15327.62
LI-21110488,ORD-1903481,PROD-990142,4,4268.25,148.87,2271.53
LI-38147412,ORD-3715046,PROD-838394,8,2390.51,212.65,44028.34
LI-71652938,ORD-7502850,PROD-148725,1,2117.95,174.35,9923.05
LI-45742460,ORD-2448467,PROD-590238,5,810.48,460.95,42156.11
LI-17459889,ORD-3233160,PROD-146074,10,1113.58,130.08,43589.12
LI-12056720,ORD-1211763,PROD-950832,4,4128.94,347.44,14467.87
LI-91657794,ORD-9409318,PROD-449902,6,445.16,197.06,6299.48
LI-69754830,ORD-3436344,PROD-150645,1,3939.03,374.85,40859.66
LI-71607264,ORD-3331663,PROD-112493,9,2667.39,372.94,7997.39
LI-42469998,ORD-9519684,PROD-648893,9,48.64,76.4,25418.91
LI-65639481,ORD-2976958,PROD-311569,10,3639.28,438.54,42281.75
LI-53017368,ORD-7022196,PROD-235808,9,2695.25,382.52,14933.78
LI-98112714,ORD-2389091,PROD-171290,4,4738.73,151.22,36790.22
LI-35945110,ORD-4048163,PROD-687131,8,1436.06,302.12,1403.38
LI-71446756,ORD-7692267,PROD-216590,3,889.71,66.87,3256.77
