category_id,category_name,description,is_active
6468310060765733534,Automotive,Office and business supplies,False
4677147997343676806,Books & Media,Art supplies and craft materials,True
8342343976393274992,Health & Beauty,Baby and infant care products,True
4570021642451886778,Electronics,Car parts and automotive accessories,False
2374678423653188237,Home & Garden,Food products and beverages,False
5767976098801817194,Pet Supplies,Office and business supplies,False
8749214097624509583,Clothing & Apparel,"Health, beauty, and personal care",True
6741617933487545843,Health & Beauty,"Health, beauty, and personal care",True
2466099747140669122,Office Supplies,Baby and infant care products,False
8293231784223213980,Food & Beverages,Home improvement and garden supplies,True
1701117388196884084,Office Supplies,Sports equipment and outdoor gear,True
6779129096685204184,Sports & Outdoors,Fashion and clothing items,True
2618142607603010861,Books & Media,Pet care and animal supplies,True
3894905127973072047,Arts & Crafts,Jewelry and fashion accessories,True
8833415685836560706,Arts & Crafts,Musical instruments and audio equipment,False
1602964654620004454,Sports & Outdoors,Art supplies and craft materials,False
2976924186192546915,Arts & Crafts,Art supplies and craft materials,False
7882082715934918414,Books & Media,Sports equipment and outdoor gear,True
236247073310996058,Sports & Outdoors,Art supplies and craft materials,False
5470498432767444156,Electronics,Art supplies and craft materials,False
5337291588231870701,Toys & Games,Pet care and animal supplies,False
2023698329892308539,Food & Beverages,Art supplies and craft materials,False
999318668613308241,Pet Supplies,Home improvement and garden supplies,True
3357293470992001763,Health & Beauty,Art supplies and craft materials,True
8928463690732172159,Food & Beverages,Car parts and automotive accessories,True
4342216290923510893,Automotive,Musical instruments and audio equipment,True
7187945619784522395,Home & Garden,Car parts and automotive accessories,False
2773854082726188114,Toys & Games,"Books, movies, and media content",True
708826679938802047,Arts & Crafts,Car parts and automotive accessories,True
3193748769152470413,Health & Beauty,Food products and beverages,False
2206789491858532623,Toys & Games,Pet care and animal supplies,True
1079848481109382794,Books & Media,Art supplies and craft materials,True
6419330679948377854,Jewelry,Baby and infant care products,False
1947984839879923755,Clothing & Apparel,"Books, movies, and media content",True
1415980478919404917,Sports & Outdoors,Musical instruments and audio equipment,False
314022958421288101,Office Supplies,Toys and recreational games,True
3377819431780367717,Musical Instruments,Electronic devices and accessories,True
7125767929328314877,Toys & Games,Sports equipment and outdoor gear,True
8664838023870848049,Health & Beauty,Food products and beverages,False
1098867608528873644,Sports & Outdoors,Pet care and animal supplies,False
9018811903320894584,Musical Instruments,Office and business supplies,True
5629947294946313422,Jewelry,Office and business supplies,True
6708607323512397230,Automotive,Food products and beverages,True
3503460664181558971,Sports & Outdoors,Fashion and clothing items,False
8186627538086121596,Clothing & Apparel,Sports equipment and outdoor gear,False
6629482249003650330,Office Supplies,Toys and recreational games,False
1442449409294880790,Arts & Crafts,Office and business supplies,True
7165521297212037908,Books & Media,Musical instruments and audio equipment,True
1170391706841536373,Books & Media,Musical instruments and audio equipment,True
8024736405628407436,Musical Instruments,Sports equipment and outdoor gear,False
3692704808658827524,Automotive,Baby and infant care products,False
7232057364709545362,Food & Beverages,Home improvement and garden supplies,False
1188191013864454118,Clothing & Apparel,Pet care and animal supplies,False
1439781874078844826,Jewelry,Musical instruments and audio equipment,True
6147429578142318277,Health & Beauty,Toys and recreational games,True
2407083246630304373,Office Supplies,Pet care and animal supplies,False
2689744928625067733,Baby Products,"Books, movies, and media content",False
8166351565337409951,Baby Products,Baby and infant care products,True
4487730284246344470,Books & Media,Baby and infant care products,False
4946810960640236692,Arts & Crafts,Toys and recreational games,True
217153332394291455,Pet Supplies,"Health, beauty, and personal care",True
6921967163634766296,Health & Beauty,Jewelry and fashion accessories,False
1352887392002483159,Office Supplies,Jewelry and fashion accessories,False
2585383145642263539,Toys & Games,Art supplies and craft materials,True
6971505230412269744,Home & Garden,"Books, movies, and media content",False
903884148497867403,Health & Beauty,Pet care and animal supplies,False
8928714401017582618,Books & Media,Baby and infant care products,False
2817370369102242381,Arts & Crafts,"Health, beauty, and personal care",False
3699053196230190464,Sports & Outdoors,"Health, beauty, and personal care",False
8282252076496504013,Toys & Games,Sports equipment and outdoor gear,True
8722589347772451335,Home & Garden,Home improvement and garden supplies,False
8791620059557542583,Musical Instruments,Car parts and automotive accessories,True
3558438728880506018,Sports & Outdoors,Jewelry and fashion accessories,False
3769537264943172119,Arts & Crafts,Car parts and automotive accessories,False
1981670598892377069,Baby Products,Art supplies and craft materials,False
659845459228040515,Electronics,Office and business supplies,True
8119946364172209251,Office Supplies,Food products and beverages,True
8715923773496211029,Jewelry,"Health, beauty, and personal care",False
4742069007024088968,Jewelry,Art supplies and craft materials,False
2794571882402759504,Electronics,Musical instruments and audio equipment,True
7259906211648095615,Home & Garden,Home improvement and garden supplies,True
6681751313537185179,Home & Garden,Musical instruments and audio equipment,True
728687632094264014,Home & Garden,"Health, beauty, and personal care",True
4811613283780493290,Arts & Crafts,Fashion and clothing items,True
3501760011387711713,Automotive,Home improvement and garden supplies,True
3608136650132062424,Pet Supplies,Musical instruments and audio equipment,False
3570762986088919901,Electronics,Jewelry and fashion accessories,True
1434036723613095049,Home & Garden,Jewelry and fashion accessories,True
8414543511091303352,Musical Instruments,"Health, beauty, and personal care",True
248347286334479106,Pet Supplies,Pet care and animal supplies,False
2162174037759418820,Books & Media,Baby and infant care products,False
1820908083711817524,Jewelry,"Books, movies, and media content",False
7197130158998812810,Jewelry,Musical instruments and audio equipment,False
4869353220932684154,Automotive,Electronic devices and accessories,True
305831515944300812,Home & Garden,Art supplies and craft materials,False
2696357074214242110,Health & Beauty,Pet care and animal supplies,False
7727507135861939921,Arts & Crafts,Baby and infant care products,True
3275430540549305520,Clothing & Apparel,Baby and infant care products,True
1129036712940989850,Electronics,Musical instruments and audio equipment,False
6867197504736719494,Toys & Games,Musical instruments and audio equipment,True
5015715122961699412,Home & Garden,"Health, beauty, and personal care",False
2401473785239729089,Clothing & Apparel,"Health, beauty, and personal care",True
4208482946076301832,Health & Beauty,Art supplies and craft materials,True
3139486481109647582,Arts & Crafts,Jewelry and fashion accessories,True
5872371586908669677,Clothing & Apparel,Office and business supplies,True
1226895901176981192,Pet Supplies,Art supplies and craft materials,True
8309005557457431365,Food & Beverages,"Health, beauty, and personal care",True
7131401727124348688,Arts & Crafts,Pet care and animal supplies,True
8765770106237098189,Toys & Games,Art supplies and craft materials,False
8967781949568844596,Jewelry,Musical instruments and audio equipment,False
5109633473312270704,Sports & Outdoors,Toys and recreational games,False
3426194826911191247,Home & Garden,Pet care and animal supplies,False
7700530734697327061,Pet Supplies,Jewelry and fashion accessories,False
1449227927929100786,Toys & Games,Pet care and animal supplies,True
5496220808747332285,Arts & Crafts,Car parts and automotive accessories,True
3054139205834470477,Health & Beauty,"Books, movies, and media content",True
4184087600060920523,Office Supplies,Musical instruments and audio equipment,True
5825541352490379664,Home & Garden,Home improvement and garden supplies,True
4964294527087754387,Musical Instruments,Pet care and animal supplies,True
4355209345135288719,Food & Beverages,Jewelry and fashion accessories,False
6935305274479393915,Sports & Outdoors,Toys and recreational games,True
6067375382980832131,Food & Beverages,Pet care and animal supplies,False
2002232925706568858,Baby Products,Electronic devices and accessories,True
983112990389318796,Jewelry,Food products and beverages,True
7756056783034596795,Sports & Outdoors,"Books, movies, and media content",True
3346448456454128259,Toys & Games,Baby and infant care products,False
3939965310238686885,Toys & Games,Office and business supplies,True
2295582339109119035,Baby Products,"Books, movies, and media content",True
7425094989444873315,Arts & Crafts,Home improvement and garden supplies,False
9017015456062987500,Toys & Games,Toys and recreational games,True
3471309056525523946,Jewelry,Fashion and clothing items,False
3452860563765761575,Health & Beauty,Art supplies and craft materials,True
2948322123664762239,Clothing & Apparel,Musical instruments and audio equipment,True
6623290021272447109,Clothing & Apparel,Baby and infant care products,False
4643108309511132447,Sports & Outdoors,Baby and infant care products,False
1757915126700081316,Books & Media,Home improvement and garden supplies,False
3836381926456215681,Food & Beverages,Baby and infant care products,False
4639228914947077392,Food & Beverages,Food products and beverages,False
2064691225458036934,Pet Supplies,Musical instruments and audio equipment,False
5661877574217529134,Automotive,Food products and beverages,True
7124543308824015302,Books & Media,Art supplies and craft materials,False
5058917834815533054,Home & Garden,Jewelry and fashion accessories,True
2924741728039807597,Toys & Games,Baby and infant care products,False
654258658217584051,Health & Beauty,Baby and infant care products,True
3628742983134524928,Musical Instruments,Electronic devices and accessories,True
1314162892792235001,Jewelry,Art supplies and craft materials,False
2845137824182472045,Arts & Crafts,Jewelry and fashion accessories,False
2933615802156758899,Books & Media,Sports equipment and outdoor gear,True
6145618873014999965,Books & Media,Jewelry and fashion accessories,True
9113724914850547311,Pet Supplies,Fashion and clothing items,False
7358930074204423718,Musical Instruments,Art supplies and craft materials,False
9059858820355240598,Pet Supplies,Fashion and clothing items,False
2259060549953208169,Musical Instruments,Food products and beverages,False
4939962901698875469,Musical Instruments,Jewelry and fashion accessories,False
1313626016133299585,Books & Media,Baby and infant care products,True
70127784117762190,Jewelry,Musical instruments and audio equipment,False
7596312470028936001,Clothing & Apparel,Jewelry and fashion accessories,True
4304119151848782090,Food & Beverages,"Books, movies, and media content",True
2381273040881074287,Arts & Crafts,Toys and recreational games,True
5100324614546868666,Musical Instruments,Pet care and animal supplies,True
602181733585109619,Automotive,Art supplies and craft materials,True
6285636927597158452,Clothing & Apparel,Toys and recreational games,True
7637407079152291079,Sports & Outdoors,"Books, movies, and media content",True
8511570336193191364,Pet Supplies,Baby and infant care products,False
5378782697347689674,Baby Products,Jewelry and fashion accessories,True
4941864950960202246,Baby Products,Baby and infant care products,True
1138725794643378224,Pet Supplies,"Health, beauty, and personal care",True
8940886336215516101,Toys & Games,Home improvement and garden supplies,True
5737026992967733700,Clothing & Apparel,Car parts and automotive accessories,False
3335924608208214736,Automotive,Jewelry and fashion accessories,True
7779380255341807532,Musical Instruments,Pet care and animal supplies,True
2410160992992474900,Baby Products,Pet care and animal supplies,True
7351415718601328699,Home & Garden,Car parts and automotive accessories,False
5148268871012905538,Home & Garden,Car parts and automotive accessories,True
4729172482047817373,Health & Beauty,Art supplies and craft materials,True
2036779091776750344,Clothing & Apparel,Pet care and animal supplies,True
6597997397557924034,Books & Media,Jewelry and fashion accessories,True
4937995143071806654,Musical Instruments,Jewelry and fashion accessories,False
7236034736618889838,Arts & Crafts,Car parts and automotive accessories,False
4035482433446336680,Clothing & Apparel,Toys and recreational games,True
7615246416047715553,Health & Beauty,Baby and infant care products,True
3454990009588258417,Electronics,Sports equipment and outdoor gear,False
7010182939596531509,Electronics,Art supplies and craft materials,False
1021137728775020919,Pet Supplies,Sports equipment and outdoor gear,False
3480951796350650595,Office Supplies,Musical instruments and audio equipment,True
5483968199918528438,Health & Beauty,Pet care and animal supplies,True
2038046543692676415,Jewelry,Sports equipment and outdoor gear,True
239311812755716947,Food & Beverages,"Health, beauty, and personal care",False
5355071570827719682,Musical Instruments,Baby and infant care products,True
2315645084552692869,Arts & Crafts,"Books, movies, and media content",False
7706359711745486572,Automotive,Electronic devices and accessories,False
1234097798046457273,Pet Supplies,Electronic devices and accessories,True
1568646271800635603,Arts & Crafts,Home improvement and garden supplies,True
784081595950834202,Toys & Games,"Health, beauty, and personal care",True
628826351840058857,Food & Beverages,Art supplies and craft materials,True
2593888996503061284,Books & Media,Fashion and clothing items,True
1653797524029821969,Arts & Crafts,Baby and infant care products,True
5223166250626878180,Pet Supplies,Electronic devices and accessories,False
2035610545499765145,Food & Beverages,Pet care and animal supplies,True
827856076094856357,Books & Media,"Books, movies, and media content",False
790366830204343471,Home & Garden,Car parts and automotive accessories,True
4107415952917638794,Sports & Outdoors,Pet care and animal supplies,True
2054039839908495678,Musical Instruments,Musical instruments and audio equipment,False
6223687666224289994,Toys & Games,Baby and infant care products,True
982948942335874351,Baby Products,Toys and recreational games,True
285214145303426577,Home & Garden,Fashion and clothing items,False
6639028312867303181,Office Supplies,Electronic devices and accessories,True
6769447277362117813,Office Supplies,Art supplies and craft materials,False
3341915406568429806,Arts & Crafts,Art supplies and craft materials,True
1414032528566114876,Home & Garden,Sports equipment and outdoor gear,True
3778419728338586350,Food & Beverages,Art supplies and craft materials,False
6209814114042983899,Office Supplies,Art supplies and craft materials,False
5123737007653618577,Musical Instruments,Electronic devices and accessories,True
6216332923519390474,Arts & Crafts,Baby and infant care products,True
5699115459678790997,Food & Beverages,Food products and beverages,False
8502459570207792329,Clothing & Apparel,Electronic devices and accessories,False
7985396809596198931,Toys & Games,Food products and beverages,False
64685523418490910,Jewelry,Office and business supplies,True
1671141249628909612,Sports & Outdoors,Jewelry and fashion accessories,False
6607881551244398890,Jewelry,Car parts and automotive accessories,False
8838409665055232474,Baby Products,Musical instruments and audio equipment,True
4932092674900010762,Jewelry,Fashion and clothing items,False
620261587636690079,Home & Garden,Home improvement and garden supplies,False
3644814962688312417,Automotive,Sports equipment and outdoor gear,True
4844071470015597936,Baby Products,Pet care and animal supplies,True
1268271937099394758,Home & Garden,Sports equipment and outdoor gear,True
5402383588274391671,Musical Instruments,Pet care and animal supplies,False
1569505093012835148,Pet Supplies,Home improvement and garden supplies,True
5544585465250681134,Pet Supplies,Office and business supplies,False
7533107154902880940,Health & Beauty,Home improvement and garden supplies,True
7598227884674611453,Home & Garden,"Health, beauty, and personal care",True
4923957796460360404,Books & Media,Jewelry and fashion accessories,False
404087232328207608,Automotive,"Books, movies, and media content",True
1121180944045906742,Automotive,Pet care and animal supplies,False
7499921340287107828,Pet Supplies,Food products and beverages,True
989623088421443156,Jewelry,Toys and recreational games,False
5688060472258358037,Office Supplies,Fashion and clothing items,True
8286818183628578816,Health & Beauty,Home improvement and garden supplies,True
8146378131784773606,Books & Media,Jewelry and fashion accessories,False
8025514041879841931,Arts & Crafts,Musical instruments and audio equipment,False
5050105383287707741,Health & Beauty,Art supplies and craft materials,True
4854936654121817901,Jewelry,Jewelry and fashion accessories,True
6324741329385203746,Food & Beverages,"Books, movies, and media content",True
744292290343559666,Baby Products,Jewelry and fashion accessories,True
3375485336485144215,Baby Products,Jewelry and fashion accessories,True
4791350656494480354,Office Supplies,Toys and recreational games,True
8742591172663624138,Food & Beverages,Baby and infant care products,False
1761927961615345869,Food & Beverages,Food products and beverages,False
5134535674101949266,Sports & Outdoors,Musical instruments and audio equipment,False
5175920051612385870,Food & Beverages,Home improvement and garden supplies,True
4481644359336388288,Home & Garden,Office and business supplies,False
6910710617558745903,Office Supplies,Electronic devices and accessories,True
4373897438182726408,Office Supplies,Fashion and clothing items,True
9069778733637982383,Clothing & Apparel,Baby and infant care products,True
6089036459071751539,Clothing & Apparel,Jewelry and fashion accessories,True
6926743603968251730,Automotive,Art supplies and craft materials,False
3706802761588090027,Office Supplies,Electronic devices and accessories,True
