product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-535682,112904096954230753,Organic Cotton T-Shirt,2797.56,2538.04,SKU-1316107,3073,52,SUP-1927,24.03,543x1x5cm,True,2022-11-25
PROD-773520,921205949509379882,LED Desk Lamp,3575.92,1543.73,SKU-9736885,501,22,SUP-3704,21.39,467x767x106cm,False,2024-01-21
PROD-785192,4153451172659689041,Gaming Laptop Pro,2942.62,2532.97,SKU-2733006,4435,16,SUP-9966,3.2,954x896x6cm,True,2020-11-16
PROD-105677,2637879135766729788,4K Ultra HD Smart TV,448.84,2084.52,SKU-4549340,6905,29,SUP-9785,43.35,903x65x40cm,False,2022-05-18
PROD-872459,7228135378700622274,LED Desk Lamp,3903.8,1239.45,SKU-5723529,3103,76,SUP-1164,0.19,8x345x65cm,True,2021-01-14
PROD-467248,2976924186192546915,Organic Cotton T-Shirt,2172.31,2909.85,SKU-5624494,4337,69,SUP-3062,6.53,4x184x4cm,True,2023-08-03
PROD-570855,4157301184206809192,Portable Phone Charger,3082.03,2208.86,SKU-8217104,2589,23,SUP-5171,4.13,3x1x706cm,False,2021-11-21
PROD-597762,4227456995986294436,Stainless Steel Water Bottle,4462.53,2392.48,SKU-2803055,9093,100,SUP-8600,49.19,89x36x3cm,True,2022-08-18
PROD-937967,6153825432781006287,4K Ultra HD Smart TV,4557.6,624.95,SKU-4048548,8548,79,SUP-1920,6.31,191x439x684cm,False,2021-08-07
PROD-831565,6952657028241135592,Organic Cotton T-Shirt,1600.59,2548.64,SKU-5659576,1950,82,SUP-3209,6.33,381x839x6cm,True,2024-03-12
PROD-333274,7928194579725198597,Fitness Tracker Watch,4757.88,2030.3,SKU-7544755,1673,35,SUP-3380,39.84,806x90x3cm,False,2021-03-30
PROD-129653,6848299081759029336,4K Ultra HD Smart TV,3322.36,1198.65,SKU-2973984,2925,70,SUP-7331,24.38,44x7x8cm,True,2020-11-06
