product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-976076,4371354633472848205,Memory Foam Pillow,1203.89,1364.78,SKU-2799200,8071,35,SUP-9458,7.32,504x5x59cm,True,2020-07-19
PROD-107963,4072530092301828916,Air Purifier HEPA,2288.38,833.76,SKU-5345500,458,55,SUP-4138,26.67,89x4x21cm,False,2023-10-06
PROD-929664,7075916179710642545,Air Purifier HEPA,4594.72,920.93,SKU-7958260,42,24,SUP-7918,1.47,295x59x5cm,True,2023-10-30
PROD-709842,3041442429880350443,Wireless Mouse Ergonomic,4241.77,2577.01,SKU-9070499,922,10,SUP-5703,46.63,0x319x260cm,True,2024-11-16
PROD-697841,2320944263566480941,Wireless Bluetooth Headphones,2775.0,2168.81,SKU-8710469,4405,29,SUP-6883,11.94,70x69x173cm,True,2024-07-13
PROD-943562,3456373439511352436,Fitness Tracker Watch,4954.02,1724.11,SKU-1782038,232,62,SUP-1768,1.84,962x351x9cm,False,2021-09-07
PROD-889338,5932708498489343240,Air Purifier HEPA,4757.17,2326.16,SKU-5700896,6475,8,SUP-8792,2.03,272x24x89cm,False,2020-06-27
PROD-542033,8387237813837505380,Standing Desk Converter,2512.68,2155.99,SKU-9756940,2504,22,SUP-4495,19.9,448x4x7cm,False,2020-04-01
PROD-432019,4232774048644229174,Yoga Mat Premium,3937.78,1507.41,SKU-4573001,5303,90,SUP-7208,11.2,04x02x436cm,False,2024-05-19
PROD-299156,4069958342770080402,Wireless Mouse Ergonomic,3765.4,23.59,SKU-7529837,3841,51,SUP-3753,35.01,0x64x8cm,False,2024-07-05
PROD-358865,6579283380182204806,LED Desk Lamp,4974.97,1123.8,SKU-5049125,7394,37,SUP-8466,48.07,7x05x84cm,False,2021-12-10
PROD-641744,1926217398133805865,Wireless Bluetooth Headphones,2640.09,2170.39,SKU-7223260,7476,60,SUP-6333,13.4,4x897x6cm,True,2021-02-09
PROD-232020,7638459807811721212,Fitness Tracker Watch,2640.73,339.65,SKU-9136909,4653,86,SUP-5703,15.04,066x4x633cm,False,2023-02-13
PROD-918276,4727558870707396948,Bluetooth Speaker,2276.28,1726.32,SKU-7430972,6584,5,SUP-1656,18.96,8x288x572cm,True,2020-03-20
PROD-193575,7341710304397753570,Wireless Mouse Ergonomic,4468.04,1652.09,SKU-4415650,9748,71,SUP-2015,42.55,3x11x7cm,True,2024-06-28
