category_id,category_name,description,is_active
5540839970390279856,Sports & Outdoors,Food products and beverages,False
512078567448419190,Home & Garden,Pet care and animal supplies,True
3863542644389236129,Baby Products,Jewelry and fashion accessories,False
9101920584029971021,Sports & Outdoors,Home improvement and garden supplies,True
6428028352514193458,Jewelry,Musical instruments and audio equipment,True
2947115341717148841,Food & Beverages,Pet care and animal supplies,True
3662578732272033118,Arts & Crafts,Art supplies and craft materials,False
2691565334389538150,Jewelry,Pet care and animal supplies,True
7125595323484041012,Toys & Games,Food products and beverages,False
7187019435351561684,Toys & Games,Art supplies and craft materials,True
7900103984488930632,Sports & Outdoors,Toys and recreational games,True
4108120432273390728,Toys & Games,"Health, beauty, and personal care",True
3492389422585580651,Musical Instruments,Pet care and animal supplies,False
6949601382364985950,Jewelry,Baby and infant care products,True
2107603870420714459,Sports & Outdoors,Jewelry and fashion accessories,False
1264013638228724679,Electronics,Jewelry and fashion accessories,True
42870313653133877,Food & Beverages,Pet care and animal supplies,True
4013384318122957396,Health & Beauty,Pet care and animal supplies,False
3184033374567732964,Jewelry,Pet care and animal supplies,True
4024610962279476192,Home & Garden,Musical instruments and audio equipment,True
6624250049880158594,Sports & Outdoors,Fashion and clothing items,True
2897043366132471512,Musical Instruments,Office and business supplies,True
686269462416502587,Health & Beauty,Pet care and animal supplies,False
5275741680660451132,Jewelry,Pet care and animal supplies,False
2047354484983469436,Books & Media,"Books, movies, and media content",False
4608873130767545245,Office Supplies,Pet care and animal supplies,False
6731620555033547892,Jewelry,Pet care and animal supplies,False
7939484357712025854,Automotive,"Health, beauty, and personal care",True
3038681475024069149,Sports & Outdoors,Pet care and animal supplies,True
2126467727776799710,Baby Products,Food products and beverages,True
1577857527910278545,Musical Instruments,Baby and infant care products,True
6277837878677069627,Arts & Crafts,Electronic devices and accessories,True
1763026033651450624,Arts & Crafts,Baby and infant care products,False
5814053434018559511,Arts & Crafts,Food products and beverages,True
4230545307065151480,Electronics,Musical instruments and audio equipment,False
2914124215212779437,Sports & Outdoors,Musical instruments and audio equipment,False
5537857198780201493,Baby Products,Car parts and automotive accessories,True
484026424886383470,Sports & Outdoors,Jewelry and fashion accessories,True
2250047955713254833,Arts & Crafts,Toys and recreational games,False
4494629983613382815,Office Supplies,Pet care and animal supplies,False
7361624453787169989,Toys & Games,Jewelry and fashion accessories,True
2103429053389696856,Food & Beverages,"Books, movies, and media content",False
5696600633098578379,Baby Products,Sports equipment and outdoor gear,True
2010936519315923212,Books & Media,Musical instruments and audio equipment,False
5223892149287070490,Musical Instruments,"Books, movies, and media content",True
7790067281128114633,Musical Instruments,Car parts and automotive accessories,True
7107690818442364610,Health & Beauty,Electronic devices and accessories,False
5733797206665500355,Office Supplies,Musical instruments and audio equipment,False
6141449801085049084,Baby Products,Musical instruments and audio equipment,False
1769235071834743485,Health & Beauty,Art supplies and craft materials,False
3984938376661477692,Office Supplies,Fashion and clothing items,False
4264576461883732555,Office Supplies,Food products and beverages,False
2441069765785451511,Books & Media,Electronic devices and accessories,False
7813786139517490725,Musical Instruments,Baby and infant care products,False
7932328391358397392,Musical Instruments,Pet care and animal supplies,False
9072200274825321031,Baby Products,Electronic devices and accessories,True
1204685200230458300,Books & Media,Musical instruments and audio equipment,True
3646286296450671714,Pet Supplies,"Health, beauty, and personal care",True
6619030562225232337,Sports & Outdoors,Jewelry and fashion accessories,True
3180366992877466184,Office Supplies,Musical instruments and audio equipment,False
1141622347434631898,Clothing & Apparel,Baby and infant care products,False
6836932880088857457,Baby Products,Toys and recreational games,True
7388402730200815462,Books & Media,Jewelry and fashion accessories,False
4514191642505514270,Jewelry,Pet care and animal supplies,False
9107698869360352193,Office Supplies,Musical instruments and audio equipment,True
4953005468018576713,Jewelry,Baby and infant care products,True
295351283434282325,Automotive,Sports equipment and outdoor gear,True
8651855459907224819,Office Supplies,Pet care and animal supplies,False
8961440341871670237,Food & Beverages,Art supplies and craft materials,True
8461833194052352471,Food & Beverages,Jewelry and fashion accessories,True
1258535900023786281,Pet Supplies,Musical instruments and audio equipment,True
4893993393823109371,Electronics,Pet care and animal supplies,True
7939756259141331845,Books & Media,Pet care and animal supplies,False
4469222892775629949,Musical Instruments,Pet care and animal supplies,False
7132652410994966536,Books & Media,Food products and beverages,False
