order_id,customer_id,shipping_address_id,billing_address_id,order_date,order_time,status,subtotal,tax_amount,shipping_cost,total_amount,payment_method,notes
ORD-7674781,726360,f94cb4fb-3079-4462-94eb-6aea89cba528,49b02a92-eab4-48a3-8e62-a50d74f83f49,2024-09-13,18:30:00,CONFIRMED,7110.49,653.99,45.78,576.35,CREDIT_CARD,Leave at front door
ORD-1804347,460118,2beb197b-a8e7-43bb-bc40-aa6b38eeb1f7,a2322e45-734f-4962-a994-13992abdf089,2023-03-25,09:00:00,DELIVERED,537.52,455.21,16.58,7547.97,PAYPAL,Fragile items
ORD-8424625,670247,24c643ca-d479-48d5-a8ca-702429748410,c97ebdcd-d825-4fe8-ac67-80853c986f4f,2023-05-09,12:15:00,PENDING,2019.39,74.78,29.15,7880.69,PAYPAL,Weekend delivery preferred
ORD-5722449,749375,1846c3bd-a87b-4f50-b167-52834dc10296,f5f3bb12-ebb3-4a96-8223-8ce19cd61600,2024-11-03,20:10:00,RETURNED,570.59,91.74,28.19,8367.55,PAYPAL,Gift wrapping required
ORD-4718347,283758,29f6be2b-9563-4f4c-b842-5e3ad577100f,95100ca3-2bbb-458e-904d-03afff8d8434,2023-12-17,10:30:00,DELIVERED,2393.98,210.07,35.66,8442.7,BANK_TRANSFER,Leave at front door
ORD-7613162,993317,a31632ad-4ed9-4a5f-944c-d0a55ec2d0dc,0f2eaae2-9c18-4062-a660-2a25433b152d,2023-06-06,09:00:00,DELIVERED,441.04,784.39,43.71,9721.56,CREDIT_CARD,Rush delivery requested
ORD-3678914,184245,da159224-c569-42ec-8bc6-46207e2234b7,acdb1f4b-eabd-4ae2-860d-52b3349f80ff,2024-03-05,18:30:00,PROCESSING,5105.31,178.0,35.83,1826.12,CASH_ON_DELIVERY,Weekend delivery preferred
ORD-9413143,165613,47860837-5449-49bf-a60b-34447f8b5c1b,315ff7c3-cd2b-45ea-8e2b-60314d15f506,2024-06-17,12:15:00,CONFIRMED,6577.06,133.21,49.17,10365.06,DEBIT_CARD,Gift wrapping required
ORD-1470641,358105,124c78ec-2423-4861-bf1d-710bf79cae43,a6d9b9df-6eca-4803-b45f-a2f9962be41a,2024-01-19,14:45:00,CONFIRMED,8640.5,406.8,34.36,5249.63,CREDIT_CARD,Rush delivery requested
ORD-1829445,421877,ca83a2ce-540d-432e-917b-df14919a3165,0a6ffe77-dd62-48c3-8d14-d5674ccd939d,2023-05-04,14:45:00,PROCESSING,227.37,697.72,13.32,1870.79,APPLE_PAY,Rush delivery requested
