product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-767720,6160791095605044512,Portable Phone Charger,4753.67,1803.32,SKU-6875451,9064,78,SUP-3017,39.71,79x820x0cm,True,2021-10-20
PROD-618464,164611311071142473,Organic Cotton T-Shirt,4592.69,2633.97,SKU-8080121,297,97,SUP-4220,4.62,139x9x7cm,False,2023-09-02
PROD-686522,2846336942317851454,4K Ultra HD Smart TV,3810.33,1549.9,SKU-1836118,9358,33,SUP-7158,4.4,4x48x63cm,True,2024-03-05
PROD-765741,6236434771538765464,LED Desk Lamp,1907.1,2844.07,SKU-9039511,4842,54,SUP-9344,36.76,46x00x24cm,False,2024-07-30
PROD-743465,2010306526300745154,Wireless Mouse Ergonomic,4259.61,1442.98,SKU-1390464,941,42,SUP-7251,36.08,7x58x21cm,True,2020-08-06
PROD-851861,7325677473578588331,Wireless Bluetooth Headphones,2402.17,365.37,SKU-5529802,1987,59,SUP-1621,46.56,615x73x13cm,True,2020-03-20
PROD-794007,5864455842436498571,Wireless Bluetooth Headphones,4212.88,1106.05,SKU-5554819,1543,6,SUP-3224,38.32,2x835x513cm,False,2022-02-16
PROD-259395,3483239245592796357,Stainless Steel Water Bottle,4222.68,592.96,SKU-9146000,7169,64,SUP-8108,35.37,8x38x9cm,False,2020-04-05
PROD-703859,4575024975198212579,Memory Foam Pillow,849.16,809.25,SKU-4796408,8643,75,SUP-5837,36.56,58x8x31cm,True,2020-05-09
PROD-713356,1137724149214262424,Fitness Tracker Watch,1631.81,724.33,SKU-9979002,1647,75,SUP-6970,4.94,0x70x75cm,True,2022-09-09
PROD-290492,65650626855447566,Bluetooth Speaker,4419.02,153.36,SKU-5667559,3032,9,SUP-5745,27.97,4x235x330cm,False,2023-04-18
PROD-662741,4737304156219721307,Coffee Machine Deluxe,1968.73,2480.45,SKU-1164582,2639,95,SUP-7282,0.11,606x43x7cm,True,2021-10-05
PROD-677871,181104511781480384,Memory Foam Pillow,3977.24,946.71,SKU-6507084,5889,100,SUP-2464,24.85,458x06x3cm,False,2021-05-18
PROD-923683,4159703778892334592,4K Ultra HD Smart TV,3411.22,1552.23,SKU-7078487,5563,7,SUP-5224,30.71,0x8x3cm,True,2024-05-01
PROD-407558,4759379921658582781,Portable Phone Charger,4991.75,1989.88,SKU-6375122,2640,10,SUP-6769,43.24,23x89x530cm,False,2023-09-15
PROD-555642,202528314146100318,Wireless Mouse Ergonomic,2263.26,1168.17,SKU-9990614,2577,94,SUP-5974,32.7,8x6x25cm,False,2022-12-05
PROD-146466,4890153425326496510,Gaming Laptop Pro,4867.86,2879.92,SKU-7178349,2536,99,SUP-1764,2.09,90x048x01cm,True,2024-02-24
PROD-230485,315502259093828437,Fitness Tracker Watch,4127.2,1932.2,SKU-6729469,8818,24,SUP-3792,30.99,3x606x779cm,True,2023-12-29
PROD-449083,8611712570412644627,4K Ultra HD Smart TV,4578.85,1692.93,SKU-9794542,8850,18,SUP-3699,26.43,0x75x10cm,False,2022-04-01
PROD-114593,1751373718651621211,Wireless Bluetooth Headphones,672.35,2744.04,SKU-2314524,1063,14,SUP-3168,46.27,52x956x03cm,False,2020-04-24
PROD-490988,1195054868673716243,Gaming Laptop Pro,1243.37,438.04,SKU-7291695,8117,17,SUP-4598,25.7,934x5x140cm,True,2022-01-07
PROD-362969,8227526247765252211,LED Desk Lamp,1399.89,769.02,SKU-4114531,6418,78,SUP-3946,22.76,421x9x99cm,True,2021-04-22
PROD-274857,3562359427234828687,4K Ultra HD Smart TV,3220.4,150.02,SKU-4331858,1689,51,SUP-5993,24.91,348x46x1cm,True,2024-06-02
PROD-950658,652905425997540309,Portable Phone Charger,1256.8,2132.79,SKU-6630773,9538,24,SUP-4112,12.64,309x49x93cm,True,2021-11-15
PROD-971163,1722202231546900603,Wireless Mouse Ergonomic,3230.5,72.7,SKU-3305141,2752,18,SUP-4163,29.28,31x932x4cm,True,2020-12-17
PROD-101310,1211231804781939,Wireless Mouse Ergonomic,3021.79,822.14,SKU-5800229,4716,89,SUP-3164,31.03,6x57x438cm,True,2024-01-14
PROD-321727,8841715266007200513,Memory Foam Pillow,1867.92,1220.62,SKU-9327909,9539,13,SUP-1873,38.4,5x7x054cm,True,2020-12-07
PROD-381189,8757359424989972497,Standing Desk Converter,2932.12,569.18,SKU-7170288,9249,54,SUP-3574,16.76,3x3x90cm,True,2021-05-09
PROD-170402,3868827541598760030,Stainless Steel Water Bottle,2034.77,554.82,SKU-9369528,2998,75,SUP-8822,8.68,70x52x776cm,True,2023-08-28
PROD-582671,4069413294731694248,Stainless Steel Water Bottle,92.36,1928.11,SKU-6996574,7060,96,SUP-4188,36.45,757x3x43cm,False,2024-07-16
PROD-511848,8716526743675927994,Standing Desk Converter,3437.99,2078.78,SKU-9802936,5521,56,SUP-8868,16.83,82x1x747cm,True,2022-11-16
PROD-637853,7105453318650815914,Bluetooth Speaker,1701.43,257.1,SKU-1976179,7082,24,SUP-9117,5.34,074x1x0cm,False,2022-10-02
PROD-939271,7994560791424146882,Wireless Bluetooth Headphones,2404.46,2346.51,SKU-4603426,8781,70,SUP-1000,1.07,1x65x3cm,True,2023-04-12
PROD-942369,7707801092591953102,Portable Phone Charger,2258.18,1237.91,SKU-9171578,4919,87,SUP-9225,39.08,3x91x9cm,False,2021-01-01
PROD-778787,8787865602816604257,Standing Desk Converter,3625.69,855.39,SKU-9393107,8617,40,SUP-7647,25.15,012x299x09cm,True,2023-09-02
PROD-693304,5718885618267622722,Coffee Machine Deluxe,3012.65,2348.54,SKU-5565903,1312,15,SUP-7333,42.15,463x8x2cm,True,2021-03-14
PROD-575426,8084471904668633063,Coffee Machine Deluxe,817.68,270.92,SKU-4374337,34,72,SUP-6734,3.37,10x37x26cm,True,2024-04-15
PROD-821993,506759920656923660,Standing Desk Converter,2981.18,755.39,SKU-6092218,4831,19,SUP-7322,25.19,5x94x614cm,True,2020-10-17
PROD-808678,3361243518774678851,LED Desk Lamp,948.99,1009.53,SKU-7749724,2448,77,SUP-2551,0.3,137x3x4cm,False,2023-08-04
PROD-393196,5144374710269393866,Stainless Steel Water Bottle,964.6,443.36,SKU-3039210,6765,67,SUP-2801,5.87,390x95x5cm,True,2024-04-16
PROD-532227,7822176114273851809,Organic Cotton T-Shirt,1311.11,1249.62,SKU-1877702,2057,49,SUP-5883,38.29,362x89x589cm,True,2024-03-14
PROD-666060,817233563839569547,4K Ultra HD Smart TV,640.9,175.05,SKU-5272599,6791,92,SUP-7546,42.4,7x6x216cm,False,2021-01-29
PROD-461573,4255406431673217277,Stainless Steel Water Bottle,3223.54,1546.98,SKU-7902260,7693,43,SUP-6187,15.64,0x94x985cm,False,2020-08-17
PROD-353692,6365699952693944950,Fitness Tracker Watch,4375.31,1169.72,SKU-5495532,3266,61,SUP-7923,9.82,354x185x69cm,True,2022-04-02
PROD-567713,5207320574588219451,Wireless Bluetooth Headphones,2918.87,2477.97,SKU-9505789,2520,42,SUP-4792,44.75,276x52x63cm,True,2022-06-23
PROD-192205,710286645613040797,Yoga Mat Premium,1959.92,1782.84,SKU-8081428,8259,65,SUP-2529,44.17,06x73x8cm,False,2023-02-13
PROD-842910,8779267376805893746,Yoga Mat Premium,2467.6,486.61,SKU-7112137,2666,88,SUP-7375,11.93,0x030x5cm,False,2023-08-16
PROD-313714,3836217753667988756,Bluetooth Speaker,4689.07,969.6,SKU-8511806,9358,45,SUP-8187,15.38,66x390x32cm,False,2021-05-13
PROD-251364,7385991983197357724,Memory Foam Pillow,4684.55,158.99,SKU-4250212,9860,11,SUP-1856,3.55,604x2x300cm,True,2020-09-07
PROD-796678,4504701323345654578,Stainless Steel Water Bottle,4777.47,2677.39,SKU-3800483,716,30,SUP-1676,48.84,27x3x41cm,False,2024-11-29
PROD-707878,3308263217526370982,Stainless Steel Water Bottle,2175.83,2093.38,SKU-8655054,6589,5,SUP-4249,49.18,07x962x19cm,False,2021-03-04
PROD-977865,8357708392137621011,Gaming Laptop Pro,270.37,651.27,SKU-5012479,7194,63,SUP-3788,41.08,361x3x4cm,False,2024-08-31
PROD-462006,948363459283006703,Yoga Mat Premium,3506.03,1959.71,SKU-6969379,5619,78,SUP-2844,1.03,1x7x1cm,False,2021-03-30
PROD-517872,114582412479862769,Standing Desk Converter,1068.01,53.08,SKU-4374991,5164,74,SUP-7986,4.25,832x86x012cm,False,2023-12-04
PROD-628236,4848271734175938497,Memory Foam Pillow,3592.53,505.6,SKU-9929388,673,52,SUP-9138,43.79,3x73x83cm,True,2020-06-07
PROD-666788,4329815544751473591,Wireless Mouse Ergonomic,3655.01,2892.67,SKU-5862130,7662,79,SUP-5168,5.55,23x252x197cm,False,2024-05-08
PROD-189051,8815690911588120700,Stainless Steel Water Bottle,4886.22,865.91,SKU-4547774,4502,61,SUP-9451,12.72,333x0x1cm,True,2022-01-07
PROD-888568,7545038481103221180,Portable Phone Charger,1238.19,244.12,SKU-3022437,7151,53,SUP-7425,36.17,65x1x4cm,False,2023-11-02
PROD-884890,7628665291129267808,Gaming Laptop Pro,4948.18,750.24,SKU-9286140,1921,89,SUP-9639,27.37,2x766x10cm,False,2023-04-03
PROD-133995,5922176340669829776,Organic Cotton T-Shirt,2807.14,2508.15,SKU-8448414,2891,92,SUP-3216,42.21,576x88x70cm,True,2022-01-26
PROD-227178,2304757009995147788,4K Ultra HD Smart TV,119.18,1442.21,SKU-7934211,2135,45,SUP-1652,33.59,8x8x122cm,False,2024-09-16
PROD-103165,4399886211395793555,Wireless Mouse Ergonomic,3367.11,75.88,SKU-3314068,3862,47,SUP-9281,2.85,857x3x37cm,True,2021-07-22
PROD-135577,8157664844574103226,Standing Desk Converter,2920.07,1488.75,SKU-4485279,8062,64,SUP-4557,41.87,8x62x802cm,False,2021-02-02
PROD-802930,4649768666859915411,Memory Foam Pillow,1496.72,2478.77,SKU-2955018,2111,45,SUP-6164,49.92,810x103x2cm,False,2020-11-18
PROD-411891,3456850657568618147,Gaming Laptop Pro,141.93,692.82,SKU-6187160,2742,73,SUP-7513,49.21,07x3x8cm,True,2022-06-29
PROD-308832,8200504269764958504,Wireless Mouse Ergonomic,1668.79,333.71,SKU-9653492,4960,17,SUP-7764,46.48,115x435x374cm,False,2020-11-05
PROD-485154,6633130649348607640,Fitness Tracker Watch,3814.97,288.15,SKU-6327008,7890,13,SUP-7284,2.22,342x3x743cm,True,2023-12-03
PROD-576150,4739893599500203803,Stainless Steel Water Bottle,2216.0,1628.19,SKU-4517388,9320,57,SUP-9214,30.56,42x610x379cm,False,2022-10-06
PROD-599319,641455501299016540,Standing Desk Converter,3245.25,2287.95,SKU-8577333,6280,5,SUP-2594,27.01,4x7x912cm,True,2020-11-09
PROD-531903,6200454705752191249,Bluetooth Speaker,2106.44,17.86,SKU-7770212,6732,10,SUP-4957,14.15,588x34x439cm,True,2024-09-02
PROD-439302,5179511841241451858,Bluetooth Speaker,2867.19,21.98,SKU-4085921,2265,80,SUP-8941,45.42,347x341x70cm,True,2023-12-28
