line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-45019470,ORD-6899242,PROD-638990,9,910.34,492.74,38444.03
LI-29899044,ORD-3345757,PROD-368567,9,3383.85,334.43,39716.65
LI-49712346,ORD-2768351,PROD-566456,10,4709.53,230.43,30375.21
LI-64548795,ORD-1115321,PROD-755878,10,368.5,277.04,38053.98
LI-55503840,ORD-7792311,PROD-325285,4,3205.84,133.18,31095.34
LI-27573119,ORD-1109395,PROD-391395,2,1905.37,52.1,36167.06
LI-18935743,ORD-1785757,PROD-403705,9,1312.72,318.45,13459.69
LI-49779820,ORD-1641724,PROD-766974,2,852.01,90.64,14272.04
LI-95629920,ORD-2163910,PROD-972940,5,4710.61,247.03,16773.78
LI-62467637,ORD-1950292,PROD-657064,10,279.44,209.43,19643.37
LI-42759359,ORD-9072639,PROD-560028,4,4321.73,244.92,2675.38
LI-74768759,ORD-4847500,PROD-932705,8,782.69,334.92,16561.42
LI-59864997,ORD-5051222,PROD-329211,5,1771.71,157.75,10905.28
LI-71122251,ORD-3367756,PROD-379409,2,493.59,13.98,19550.92
LI-61514176,ORD-6117604,PROD-194892,1,1648.45,313.48,6399.34
LI-99940404,ORD-9940084,PROD-352965,7,3796.56,389.18,46581.06
LI-55117853,ORD-5708964,PROD-239743,8,2604.54,243.63,23993.83
LI-76381205,ORD-2540885,PROD-958622,2,4505.42,243.87,31880.57
LI-59986187,ORD-6711983,PROD-442030,8,428.33,347.4,47001.66
LI-94984528,ORD-9222534,PROD-238477,9,4234.54,442.21,15711.03
LI-48759544,ORD-2228572,PROD-119969,9,2297.57,69.06,13776.32
LI-51357262,ORD-1977131,PROD-289040,4,3944.93,468.63,4980.02
LI-86879605,ORD-1576788,PROD-825726,4,4588.35,345.15,10699.43
LI-35556926,ORD-7960780,PROD-112201,7,721.52,260.74,20191.21
LI-91746438,ORD-7982425,PROD-289782,3,365.61,266.06,25752.74
LI-18038617,ORD-7551001,PROD-798588,6,940.11,22.09,33498.42
LI-97475570,ORD-4226630,PROD-193115,2,2019.46,47.46,16920.88
LI-82882972,ORD-1660596,PROD-452522,2,4493.96,466.33,4377.55
LI-71744039,ORD-5378284,PROD-423847,9,1117.09,39.11,32532.32
LI-29098340,ORD-7802126,PROD-314606,5,3109.69,13.82,11097.26
LI-23533072,ORD-5858491,PROD-417310,3,4479.03,390.76,35034.57
LI-11596638,ORD-8661088,PROD-522598,3,187.68,347.27,22271.01
LI-33079697,ORD-1601757,PROD-331531,6,4633.62,196.8,38050.57
LI-45143951,ORD-2135032,PROD-458752,5,4285.16,445.36,10945.69
LI-27562526,ORD-2707261,PROD-107301,2,503.58,208.47,39369.13
LI-70975499,ORD-1144207,PROD-618307,7,3529.8,121.3,18299.22
LI-89837616,ORD-2447901,PROD-291139,6,62.62,19.85,30772.35
LI-79260885,ORD-3767967,PROD-316792,7,915.04,154.45,46021.52
LI-52734438,ORD-9674473,PROD-886583,7,4480.64,166.74,8647.82
LI-84201901,ORD-7155788,PROD-497630,5,3288.64,33.72,38813.22
LI-55282226,ORD-3753933,PROD-585318,2,1970.21,88.78,26832.2
LI-59581958,ORD-5697924,PROD-620792,4,4405.46,435.43,29050.79
LI-92683072,ORD-5248007,PROD-523362,1,4376.73,210.73,1908.54
LI-29160207,ORD-8381564,PROD-313773,9,3901.0,153.57,39588.37
LI-95724523,ORD-5866718,PROD-533281,9,4577.33,31.93,47037.32
LI-84539508,ORD-3960494,PROD-957400,1,1291.65,121.02,42335.73
LI-68598446,ORD-7230965,PROD-978440,4,2400.84,467.9,47458.77
LI-32653957,ORD-7343935,PROD-310147,2,1155.09,295.54,48902.98
LI-42723895,ORD-2041662,PROD-253673,2,4176.12,23.19,36325.72
LI-56417355,ORD-1341777,PROD-689134,8,1363.38,335.9,23150.96
LI-78979786,ORD-3277164,PROD-217977,1,998.18,388.36,32307.55
LI-95078092,ORD-6228911,PROD-292129,3,1182.25,97.34,31993.88
LI-55781016,ORD-6346414,PROD-314872,8,298.48,357.62,42349.43
