line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-27561664,ORD-4296903,PROD-814526,4,924.19,190.72,19058.62
LI-91071540,ORD-8359154,PROD-714654,7,4660.84,283.99,21866.91
LI-36493384,ORD-6425514,PROD-877444,7,3143.28,481.94,33510.04
LI-49125138,ORD-5895302,PROD-268283,2,1985.33,156.29,18335.34
LI-70737995,ORD-6959461,PROD-688892,3,3814.65,283.62,28463.81
LI-54451971,ORD-7577687,PROD-959970,4,3904.37,15.27,29173.35
LI-51910820,ORD-6076517,PROD-189233,8,4278.44,48.38,27223.57
LI-76877029,ORD-8217124,PROD-228648,6,3846.02,67.97,36070.75
LI-81559490,ORD-1579769,PROD-292479,4,3206.71,218.94,13289.7
LI-17375729,ORD-7005630,PROD-955447,9,958.63,1.04,7764.96
LI-90774032,ORD-6053956,PROD-868336,2,1169.2,266.92,4953.98
LI-35763563,ORD-3597989,PROD-890894,5,3794.36,30.05,28747.98
LI-57163545,ORD-7865761,PROD-160529,2,3556.7,19.48,37415.76
LI-64407328,ORD-3297634,PROD-274817,3,4240.29,211.28,24744.49
LI-55312252,ORD-9890421,PROD-236234,4,1812.65,63.32,34990.3
LI-73420613,ORD-9938092,PROD-943555,6,2685.93,44.94,6586.33
LI-71259870,ORD-6428831,PROD-729778,8,1135.26,186.14,25239.72
LI-25345704,ORD-2967242,PROD-715294,3,4901.04,221.71,29750.3
LI-12240769,ORD-2236648,PROD-771400,10,515.11,235.56,40700.72
LI-91840345,ORD-3168336,PROD-323638,3,4972.68,425.25,46287.87
LI-52173583,ORD-3332600,PROD-592986,6,2768.42,204.14,28125.27
LI-17613037,ORD-6039965,PROD-161528,4,347.86,9.03,2600.85
LI-11442152,ORD-6465538,PROD-806756,9,175.97,315.39,24769.87
LI-78108702,ORD-3644299,PROD-888230,5,3819.31,354.44,35317.1
LI-80991282,ORD-7439702,PROD-816407,7,980.53,109.56,25385.26
LI-90674800,ORD-7113134,PROD-566109,10,4028.8,208.61,31589.03
LI-34549914,ORD-1073050,PROD-714578,3,3514.29,436.13,7705.56
LI-65101681,ORD-5049863,PROD-158865,4,1449.09,340.05,47344.09
LI-16306566,ORD-9379581,PROD-721556,4,3420.02,439.51,24501.57
LI-30174752,ORD-9219428,PROD-938654,6,1307.65,275.63,15459.07
LI-99774038,ORD-5668356,PROD-722837,1,4832.15,471.04,9576.36
LI-12194673,ORD-2684799,PROD-150625,2,4972.37,21.94,43233.31
LI-25809206,ORD-5916162,PROD-651499,9,4650.27,487.54,27767.09
