line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-50760475,ORD-9505587,PROD-788735,9,2109.14,134.97,28156.82
LI-71110848,ORD-1243714,PROD-944416,3,308.31,424.68,21930.92
LI-51448024,ORD-1957996,PROD-262801,10,4035.53,227.07,3005.46
LI-98707232,ORD-5622625,PROD-970059,6,599.34,421.19,27454.8
LI-77287367,ORD-9625388,PROD-174314,7,2539.65,24.24,14446.53
LI-43691734,ORD-7219140,PROD-188257,10,3488.08,58.82,18940.28
LI-29073372,ORD-7513544,PROD-315743,10,3455.21,218.96,44245.83
LI-23353784,ORD-3199423,PROD-184682,4,2984.35,151.59,26526.52
LI-48793686,ORD-2267732,PROD-818929,8,4023.07,333.06,450.79
LI-60020602,ORD-2682512,PROD-930878,2,3899.81,455.75,20125.79
LI-38643644,ORD-9592478,PROD-859515,4,1532.14,247.63,8731.02
LI-52277342,ORD-2463138,PROD-198508,9,20.24,478.73,38451.25
LI-38810642,ORD-5656699,PROD-248897,8,3324.82,138.77,31302.7
LI-58276072,ORD-4377006,PROD-581577,5,4167.63,464.13,38401.15
LI-89530088,ORD-3350256,PROD-138731,2,2098.34,293.52,15749.76
LI-53665087,ORD-4622124,PROD-854446,8,3510.85,27.73,15306.74
LI-43673343,ORD-3705232,PROD-262499,4,991.85,229.06,27223.74
LI-62554420,ORD-7232972,PROD-818700,1,1917.88,92.62,29281.25
LI-11735218,ORD-5540669,PROD-699797,6,679.23,159.0,3632.54
LI-93090622,ORD-8253078,PROD-599462,10,4847.54,130.51,40674.61
LI-24669563,ORD-3938621,PROD-733231,3,2282.35,21.6,26332.15
LI-64983353,ORD-6318045,PROD-925735,2,95.38,150.93,23461.55
LI-48034802,ORD-8727303,PROD-248474,5,209.83,181.2,9990.84
LI-98008031,ORD-3132878,PROD-324123,9,3229.53,174.46,24288.26
LI-20188516,ORD-6310506,PROD-381001,8,2370.01,452.83,43004.33
LI-38147479,ORD-1165977,PROD-814001,4,908.54,483.35,46537.77
