category_id,category_name,description,is_active
6944911366684588140,Arts & Crafts,"Books, movies, and media content",True
7543839700429374039,Pet Supplies,"Health, beauty, and personal care",True
8491328956581435851,Automotive,Jewelry and fashion accessories,True
4039457511115994899,Arts & Crafts,Sports equipment and outdoor gear,False
2141834189929626678,Automotive,Jewelry and fashion accessories,False
3683485704007098585,Toys & Games,Electronic devices and accessories,False
7286591556050234973,Musical Instruments,Office and business supplies,False
5023907891499643627,Books & Media,Fashion and clothing items,True
8644924572093154470,Pet Supplies,Electronic devices and accessories,False
8001515805128303060,Books & Media,Food products and beverages,False
7968435195066106764,Musical Instruments,Fashion and clothing items,True
5562932023492918654,Electronics,Pet care and animal supplies,True
4506576539981902832,Arts & Crafts,Fashion and clothing items,False
1951827989808052061,Jewelry,"Books, movies, and media content",False
7167508816341558068,Food & Beverages,Baby and infant care products,False
2195295318536493211,Food & Beverages,Toys and recreational games,False
8260748325921838689,Home & Garden,Food products and beverages,False
2390309593869376169,Toys & Games,Jewelry and fashion accessories,False
218662231849952582,Books & Media,Food products and beverages,False
6525503067979002934,Food & Beverages,Musical instruments and audio equipment,True
3948168532059179775,Health & Beauty,Art supplies and craft materials,True
5102823453851507874,Musical Instruments,Art supplies and craft materials,False
8985751812452344129,Jewelry,Home improvement and garden supplies,True
7205612670014625408,Health & Beauty,Musical instruments and audio equipment,False
8300185929943675371,Arts & Crafts,Baby and infant care products,False
2884954047112228644,Pet Supplies,Sports equipment and outdoor gear,False
1733796459374084675,Sports & Outdoors,Pet care and animal supplies,True
2728791525578162137,Clothing & Apparel,Art supplies and craft materials,True
6461493203871562415,Sports & Outdoors,Jewelry and fashion accessories,True
924739952551205292,Arts & Crafts,Toys and recreational games,False
1728037083732614878,Automotive,Fashion and clothing items,True
3569218792137130490,Health & Beauty,Musical instruments and audio equipment,False
3432236073094584961,Automotive,Art supplies and craft materials,False
1576819602660576266,Pet Supplies,Jewelry and fashion accessories,True
777533186952099401,Home & Garden,Jewelry and fashion accessories,False
8786931929062912336,Health & Beauty,Art supplies and craft materials,True
3727537184403225580,Home & Garden,Jewelry and fashion accessories,True
8825059499482011850,Books & Media,Baby and infant care products,False
3588670714486500349,Office Supplies,Home improvement and garden supplies,True
7017354164015372401,Electronics,"Health, beauty, and personal care",False
1948461066582785788,Baby Products,Toys and recreational games,True
4358462515858325005,Electronics,"Health, beauty, and personal care",True
8726410082314364622,Toys & Games,Pet care and animal supplies,False
23083413261208305,Toys & Games,Jewelry and fashion accessories,True
4095120870324606864,Automotive,Art supplies and craft materials,False
5981904646751874375,Musical Instruments,Art supplies and craft materials,False
3014993472612092870,Books & Media,Fashion and clothing items,True
1589748766910117993,Toys & Games,Art supplies and craft materials,True
4037282189680046835,Automotive,Electronic devices and accessories,True
3352162363724578187,Pet Supplies,Jewelry and fashion accessories,True
5679280096396403198,Toys & Games,Jewelry and fashion accessories,True
3873444610199965717,Automotive,Office and business supplies,True
5906240826762914339,Baby Products,Musical instruments and audio equipment,False
7208640820677270380,Musical Instruments,Baby and infant care products,False
3611683617321894233,Clothing & Apparel,Jewelry and fashion accessories,False
6095002459600080956,Baby Products,Electronic devices and accessories,True
1398982812863371183,Home & Garden,Musical instruments and audio equipment,True
6212375464117578151,Food & Beverages,"Books, movies, and media content",True
5172004824484919272,Books & Media,Jewelry and fashion accessories,False
2586994146976910328,Health & Beauty,Baby and infant care products,True
3116469076382005591,Jewelry,Office and business supplies,False
184397619193157571,Automotive,Car parts and automotive accessories,False
5904661935136223795,Clothing & Apparel,Pet care and animal supplies,True
371138664261939352,Electronics,Musical instruments and audio equipment,True
1259538298719646483,Office Supplies,Office and business supplies,True
1502658445998798530,Jewelry,"Books, movies, and media content",True
6527823828574077179,Home & Garden,Art supplies and craft materials,False
193361442376432432,Musical Instruments,"Health, beauty, and personal care",True
3610622302863311387,Office Supplies,Baby and infant care products,True
293676788285493970,Pet Supplies,Art supplies and craft materials,True
6289010781677960399,Home & Garden,Electronic devices and accessories,False
3958653077601764819,Home & Garden,Toys and recreational games,False
7148977326267356364,Office Supplies,Fashion and clothing items,False
6708522249766233401,Automotive,Office and business supplies,False
2827100336319682969,Office Supplies,Baby and infant care products,True
4159481346705070700,Toys & Games,Home improvement and garden supplies,False
6447313455252791081,Food & Beverages,Baby and infant care products,False
3562372622022051765,Office Supplies,Jewelry and fashion accessories,True
1444327811425472551,Books & Media,Musical instruments and audio equipment,True
3226278486023731283,Baby Products,Sports equipment and outdoor gear,False
6216817466629864243,Arts & Crafts,Car parts and automotive accessories,False
860832935625882009,Jewelry,Pet care and animal supplies,True
1743601830153961635,Pet Supplies,Car parts and automotive accessories,True
5913188229159058422,Automotive,Pet care and animal supplies,True
3511896762407420604,Office Supplies,Art supplies and craft materials,True
7087452225702352742,Pet Supplies,Sports equipment and outdoor gear,True
555508123507180424,Musical Instruments,Fashion and clothing items,False
4677855682737563965,Office Supplies,"Health, beauty, and personal care",True
1895942488277831438,Jewelry,Office and business supplies,True
1855223769962292315,Food & Beverages,Musical instruments and audio equipment,True
7931950375638856439,Health & Beauty,Pet care and animal supplies,False
8323481949487664344,Health & Beauty,"Books, movies, and media content",True
4997434890908392290,Toys & Games,Home improvement and garden supplies,True
5402438010781906484,Pet Supplies,Pet care and animal supplies,False
8162777696658586590,Clothing & Apparel,Home improvement and garden supplies,True
8498399338047322022,Automotive,Art supplies and craft materials,True
4354896235262922259,Baby Products,"Books, movies, and media content",False
503005124334835806,Clothing & Apparel,Baby and infant care products,True
4263880169391735131,Health & Beauty,"Books, movies, and media content",False
