line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-74424765,ORD-5135140,PROD-676710,8,1881.42,22.88,41688.66
LI-24046496,ORD-9581176,PROD-147508,9,2905.54,64.51,47473.99
LI-24251726,ORD-8580444,PROD-991651,8,2773.02,92.76,32798.98
LI-93018043,ORD-8155692,PROD-398493,10,2085.18,9.79,33328.43
LI-81830425,ORD-2875808,PROD-731686,8,4022.94,107.93,12323.94
LI-63693311,ORD-5114184,PROD-624244,6,2245.3,138.91,17307.81
LI-97165155,ORD-6084858,PROD-598550,8,4433.17,227.21,11308.07
LI-86300271,ORD-3084306,PROD-220534,2,2611.88,486.34,49725.9
LI-44374745,ORD-2727014,PROD-253501,6,1642.78,431.42,31482.15
LI-77548689,ORD-8015142,PROD-808030,4,3342.7,444.68,36256.55
LI-38328901,ORD-2892928,PROD-682558,10,3924.91,460.4,39086.79
LI-61492826,ORD-4189395,PROD-596602,10,2075.48,44.51,11451.87
LI-91073192,ORD-6741276,PROD-276438,6,2765.26,190.68,46396.09
LI-81943736,ORD-8841757,PROD-335088,6,922.44,39.1,22884.51
LI-16516556,ORD-2713154,PROD-817637,7,2561.05,300.13,24466.02
LI-92181199,ORD-4013167,PROD-713034,9,4446.16,410.3,13043.04
LI-97264359,ORD-7725287,PROD-537712,6,2941.41,117.28,29587.28
LI-39323176,ORD-9962558,PROD-332978,8,4928.87,417.44,7245.08
LI-27278989,ORD-3701784,PROD-422999,4,3164.21,51.19,549.71
LI-76159935,ORD-2341254,PROD-994376,3,4440.36,237.48,47606.94
LI-23693109,ORD-7133011,PROD-578002,3,1770.27,177.91,39522.66
LI-42992601,ORD-3658400,PROD-372949,2,26.98,252.85,3308.34
LI-11332455,ORD-4735533,PROD-107312,10,813.23,430.78,13290.44
LI-21890035,ORD-1914010,PROD-400055,6,505.39,53.46,34094.75
LI-31062436,ORD-8781057,PROD-232993,1,3604.04,172.78,30355.38
LI-41675476,ORD-4177401,PROD-486722,10,1676.3,391.79,34301.07
LI-39829945,ORD-4456072,PROD-164818,2,4646.56,190.25,3498.87
LI-49587730,ORD-3183452,PROD-829829,2,2329.4,342.78,46626.15
LI-97757105,ORD-9082165,PROD-838772,2,4408.13,408.49,30133.72
LI-93152086,ORD-1372359,PROD-764409,5,3243.08,176.39,46304.62
LI-47501563,ORD-8134367,PROD-664395,2,4288.83,362.32,9144.79
LI-27695656,ORD-3911700,PROD-504170,1,2038.75,336.78,23802.86
LI-59050400,ORD-1231413,PROD-711429,3,2104.0,81.15,16024.13
LI-86023560,ORD-8978282,PROD-276665,2,33.54,272.31,40174.92
LI-39631049,ORD-8335074,PROD-221321,4,3731.06,265.96,10480.46
LI-13694894,ORD-8023024,PROD-267637,1,2646.91,207.35,27527.51
LI-35153773,ORD-7963938,PROD-414879,5,2925.44,70.08,47812.53
LI-63422141,ORD-8631589,PROD-876331,8,2444.02,116.1,8976.67
LI-20194774,ORD-4270487,PROD-783757,9,1544.92,417.69,44507.27
LI-63067995,ORD-7504055,PROD-897407,9,2656.09,192.93,42583.82
LI-96111066,ORD-9774923,PROD-716149,10,1270.39,361.5,41171.8
LI-24934656,ORD-9228308,PROD-464833,5,1217.09,498.91,12785.02
LI-15876792,ORD-1599602,PROD-252741,2,716.04,488.17,11713.56
LI-32156871,ORD-9124538,PROD-250646,6,4689.41,298.4,32077.6
LI-46714072,ORD-4399275,PROD-994437,7,3580.63,488.71,40002.72
LI-13870051,ORD-6257213,PROD-516514,3,4929.97,65.03,29972.95
LI-68541667,ORD-2945878,PROD-624640,6,476.79,495.57,22232.48
LI-24664419,ORD-6152944,PROD-931832,8,312.72,60.29,27546.8
LI-35040256,ORD-7395293,PROD-255254,4,217.55,130.65,40237.74
