product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-513537,1752181883002364873,Memory Foam Pillow,3059.92,1215.67,SKU-9506599,1152,78,SUP-9921,14.46,041x1x7cm,False,2024-12-24
PROD-469431,5858444620776508739,Portable Phone Charger,1924.95,1724.15,SKU-6532488,3631,74,SUP-3335,35.42,063x2x158cm,True,2023-02-12
PROD-864662,4241356565636442084,Yoga Mat Premium,2350.79,2767.55,SKU-9560404,8214,24,SUP-1259,29.43,7x79x181cm,True,2021-03-10
PROD-651246,7935776931213541127,Wireless Mouse Ergonomic,366.89,2497.58,SKU-3092154,7940,18,SUP-3961,37.0,472x4x395cm,True,2024-10-18
PROD-352263,4384382740421416436,Air Purifier HEPA,812.98,1158.42,SKU-6199894,3731,55,SUP-7680,33.21,755x20x63cm,True,2022-10-22
PROD-374650,7640383995754886244,Standing Desk Converter,4534.88,2642.69,SKU-6684651,7967,11,SUP-2647,41.37,883x40x73cm,False,2022-05-04
PROD-214495,7375615797395385591,Coffee Machine Deluxe,3875.01,855.65,SKU-4043615,290,34,SUP-6925,42.23,05x385x28cm,False,2024-10-10
PROD-787250,6467670326489338540,Fitness Tracker Watch,1041.25,508.25,SKU-5502479,8029,45,SUP-2038,6.01,03x3x375cm,True,2022-07-28
PROD-889247,7756182214528544870,4K Ultra HD Smart TV,1610.82,1816.51,SKU-4866897,9336,65,SUP-9938,7.14,948x526x41cm,False,2020-05-15
PROD-790988,3004191418860661052,Organic Cotton T-Shirt,4081.6,2987.89,SKU-5721583,4369,27,SUP-4622,2.99,1x310x9cm,True,2021-05-14
PROD-898118,1385812947494569694,Standing Desk Converter,3959.84,2294.24,SKU-7914153,9487,51,SUP-7836,29.09,9x3x067cm,True,2021-12-02
PROD-168389,4871185358085836823,4K Ultra HD Smart TV,2967.24,1149.7,SKU-3776698,3374,20,SUP-6888,4.24,6x73x2cm,True,2022-08-30
PROD-962234,3273838085674895372,Wireless Mouse Ergonomic,4481.06,681.2,SKU-1650863,7653,7,SUP-5466,39.94,604x0x4cm,False,2020-02-12
PROD-706368,5440333031289386181,Air Purifier HEPA,2149.63,2331.6,SKU-3407885,5706,18,SUP-6179,11.64,4x64x21cm,False,2022-07-18
PROD-205513,7578986149307169739,LED Desk Lamp,115.33,252.1,SKU-1764224,2775,44,SUP-1853,13.26,630x511x28cm,False,2023-03-01
PROD-389938,5556677790879984034,Coffee Machine Deluxe,4098.62,645.99,SKU-4941576,7227,57,SUP-6088,7.69,0x9x108cm,False,2024-01-27
PROD-528466,8318740362620746652,Memory Foam Pillow,3073.02,2909.82,SKU-9309650,2565,73,SUP-3232,40.77,8x6x9cm,True,2023-12-27
PROD-840834,6341650826353927337,Standing Desk Converter,84.36,2767.19,SKU-3338658,448,47,SUP-4717,23.77,8x31x72cm,True,2023-12-11
PROD-894318,4338437717472784964,Gaming Laptop Pro,513.95,2964.82,SKU-6040831,2084,50,SUP-4967,34.93,673x461x05cm,False,2020-06-07
