product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-806261,8377701620525575036,Yoga Mat Premium,4084.35,801.64,SKU-4147413,2368,53,SUP-4959,7.06,21x784x16cm,True,2022-11-21
PROD-149938,419377186459438749,Memory Foam Pillow,2793.74,812.83,SKU-7472475,2570,29,SUP-1691,7.5,34x215x126cm,False,2020-04-10
PROD-508659,5498854902708816170,Memory Foam Pillow,4284.21,1749.86,SKU-3150663,7652,43,SUP-3094,42.14,27x5x695cm,False,2023-09-18
PROD-947481,960783923253419158,Stainless Steel Water Bottle,3432.56,2110.02,SKU-6157343,9689,52,SUP-1867,5.32,1x3x0cm,False,2021-04-14
PROD-532814,2615125035994877526,Wireless Mouse Ergonomic,2759.13,509.77,SKU-2414393,1004,5,SUP-1327,49.06,7x57x807cm,True,2021-06-20
PROD-111425,8006193861143343430,Coffee Machine Deluxe,2782.78,2151.93,SKU-2885125,9494,95,SUP-1238,1.74,49x4x496cm,True,2022-02-03
PROD-206571,5402096249227561349,LED Desk Lamp,4239.32,2225.74,SKU-6112881,3786,38,SUP-1489,34.33,160x10x408cm,True,2021-04-20
PROD-853719,2399887736680444165,Wireless Bluetooth Headphones,176.97,300.61,SKU-9650847,783,91,SUP-8877,15.98,4x606x7cm,False,2023-09-21
PROD-596612,8906151806124935601,4K Ultra HD Smart TV,923.62,471.51,SKU-6053369,6030,88,SUP-3100,6.41,97x54x6cm,False,2021-07-29
PROD-182551,4935379593483795279,Fitness Tracker Watch,2725.92,2307.45,SKU-5972174,6337,24,SUP-9802,47.77,11x027x740cm,False,2020-06-16
PROD-328794,2638902161993905652,Memory Foam Pillow,131.25,40.94,SKU-9391703,2431,24,SUP-6813,19.45,2x300x498cm,False,2022-12-05
PROD-633968,5500969119705950137,Stainless Steel Water Bottle,1391.07,2949.74,SKU-9864504,6237,86,SUP-6058,34.67,024x62x33cm,False,2024-03-18
