product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-492750,5924103108446150380,Wireless Bluetooth Headphones,3699.45,45.23,SKU-8076045,2074,47,SUP-6176,14.34,954x89x7cm,False,2020-06-11
PROD-571628,5390163346172377166,Organic Cotton T-Shirt,1668.65,2323.92,SKU-5064704,9693,71,SUP-7729,29.14,370x557x101cm,True,2020-01-09
PROD-267770,6280325832233442150,Memory Foam Pillow,739.85,2745.67,SKU-4281229,5821,85,SUP-1952,25.69,1x642x2cm,False,2023-02-27
PROD-405031,8018286191380296973,Wireless Bluetooth Headphones,3727.43,766.44,SKU-8373728,3995,56,SUP-4127,49.82,73x823x26cm,False,2023-04-16
PROD-302578,4388691781705658595,Yoga Mat Premium,2004.18,2458.07,SKU-6250829,1472,57,SUP-8793,22.4,885x70x42cm,True,2021-10-18
PROD-193374,349089952912433339,Wireless Mouse Ergonomic,1731.62,2430.1,SKU-3067020,9963,46,SUP-1578,0.19,10x6x40cm,False,2024-02-17
PROD-912814,6931416922415949041,Wireless Mouse Ergonomic,3259.91,1282.91,SKU-8896701,9956,32,SUP-4796,36.87,510x52x9cm,True,2024-08-17
PROD-339126,3272024399405543750,4K Ultra HD Smart TV,1822.47,1470.79,SKU-4513249,8355,66,SUP-8195,17.82,43x9x3cm,True,2020-07-09
PROD-830812,5721388290406723213,Standing Desk Converter,2766.93,905.82,SKU-4828797,4836,45,SUP-4963,7.19,843x32x272cm,True,2024-10-09
PROD-216462,2422199660540487090,LED Desk Lamp,3652.3,2510.86,SKU-4834454,5481,58,SUP-8677,46.1,51x3x303cm,False,2021-08-26
PROD-656726,5421223108505175467,Stainless Steel Water Bottle,2510.28,2287.9,SKU-5509737,8382,51,SUP-2655,21.2,2x333x2cm,True,2021-11-10
PROD-891973,3866440274305466501,Standing Desk Converter,968.85,128.31,SKU-1064995,7869,22,SUP-4492,0.93,779x067x915cm,True,2020-02-07
PROD-910373,7229157918288949781,Yoga Mat Premium,1924.22,619.97,SKU-8065695,9755,71,SUP-1528,37.75,5x304x66cm,True,2021-11-02
PROD-248897,6701211658471024802,Bluetooth Speaker,1188.84,2933.21,SKU-2647071,6734,96,SUP-5659,48.68,3x45x853cm,False,2022-10-16
PROD-939031,3777011884235071213,Coffee Machine Deluxe,3760.7,597.94,SKU-2787293,4974,99,SUP-7995,4.9,2x846x6cm,True,2022-08-07
PROD-626018,1490151891678508580,Air Purifier HEPA,3859.54,1985.98,SKU-8267164,9584,22,SUP-7188,29.06,1x9x2cm,True,2020-02-12
PROD-562462,3797073777997538507,Yoga Mat Premium,4653.12,571.5,SKU-2119247,4014,19,SUP-6136,10.28,0x9x542cm,True,2024-08-11
PROD-452739,2945125243031922437,Gaming Laptop Pro,1050.47,2940.68,SKU-3452719,9497,5,SUP-4166,41.38,305x6x842cm,True,2024-01-21
PROD-179276,8691310060460996178,Air Purifier HEPA,704.13,1714.86,SKU-6682654,2103,80,SUP-2276,48.66,8x302x920cm,True,2020-05-07
PROD-587607,5647819950663556869,Stainless Steel Water Bottle,171.01,1470.57,SKU-6542044,2857,60,SUP-4137,41.16,791x39x58cm,False,2020-09-09
PROD-459396,8067218378120928718,Standing Desk Converter,4700.25,1986.09,SKU-3993386,8079,39,SUP-3389,30.3,791x9x05cm,True,2024-04-16
PROD-783537,3127431921634287161,4K Ultra HD Smart TV,2744.5,934.6,SKU-6883802,5469,89,SUP-4407,27.93,613x789x653cm,True,2020-01-24
PROD-956916,5277576348630404407,Coffee Machine Deluxe,4664.29,1759.07,SKU-1800232,1126,87,SUP-6798,5.77,5x532x1cm,True,2022-10-23
