order_id,customer_id,shipping_address_id,billing_address_id,order_date,order_time,status,subtotal,tax_amount,shipping_cost,total_amount,payment_method,notes
ORD-9417806,664126,2fb96382-0f40-49e7-97a2-44404da3fd7a,4287feb0-0644-461f-a7e1-c48580e84e1c,2023-03-03,22:00:00,PROCESSING,7159.26,167.75,40.87,789.41,PAYPAL,Contact before delivery
ORD-1581946,331907,a71c66ea-26d4-43b3-a73c-8cbce4d10814,6d0a24d3-2738-4ac1-a342-f6a27da7cd21,2024-01-14,18:30:00,PROCESSING,3742.93,657.82,31.6,1342.52,CASH_ON_DELIVERY,Fragile items
ORD-6092371,381991,e9b74b8f-a44a-417e-8add-1858c9224b3a,808db10d-04db-4e92-acde-fa866b0794c9,2024-09-25,18:30:00,SHIPPED,2927.41,474.77,20.33,3807.21,DEBIT_CARD,Contact before delivery
ORD-6006440,210709,2d5efb5a-1744-4b9b-9f79-21d70e79a56e,dd1fcd41-b2f5-4f91-a809-bd84e0c198df,2024-10-03,09:00:00,DELIVERED,2374.67,493.56,12.06,5090.46,DEBIT_CARD,Fragile items
ORD-3002353,630366,1aa887ee-3913-419d-aa0d-a4d2ffb48637,70ade7f5-b734-4dc9-8d4f-00eed09c36db,2024-06-21,09:00:00,DELIVERED,5660.88,568.33,0.57,9796.54,CREDIT_CARD,Fragile items
ORD-9796590,617466,a7587534-a259-45c2-a1be-b19e1cf102fe,7332e453-9075-4625-bfbf-19c46e504c42,2024-02-10,20:10:00,SHIPPED,5395.57,112.74,41.55,8173.35,PAYPAL,Fragile items
ORD-8143808,238736,aa2d2e76-388c-4a99-9805-399aa5af4d19,1c84b0f8-3e93-47f4-9b9a-505863e31662,2023-07-20,22:00:00,DELIVERED,7124.15,226.16,37.01,1360.44,CREDIT_CARD,Weekend delivery preferred
ORD-4275910,115541,4a5700d8-3497-49c6-940d-15b0da76420e,a7b48263-584b-42ae-b27c-b1ab1b8980b3,2024-10-09,12:15:00,PROCESSING,1921.43,108.82,5.73,1724.46,DEBIT_CARD,Leave at front door
ORD-6790211,952200,765cf8de-6b7e-4575-bfe4-235d7ade5ac3,a958e52c-e0cb-4616-a54d-22062d0ecefa,2024-12-10,09:00:00,CANCELLED,369.23,153.87,13.19,3282.2,GOOGLE_PAY,Leave at front door
ORD-7001013,935383,b5738fd6-87a6-4f6b-b41e-e86762b70f6f,6cb351a8-a061-49af-91b5-bab599770d9c,2023-11-19,10:30:00,CONFIRMED,9297.57,306.05,0.53,4343.34,APPLE_PAY,Rush delivery requested
