line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-30007075,ORD-9673484,PROD-948234,2,3675.76,495.95,1859.12
LI-54350127,ORD-6924178,PROD-601869,8,1082.01,309.27,37892.63
LI-87252495,ORD-9094874,PROD-742675,4,4870.47,66.9,33058.17
LI-82928193,ORD-6245220,PROD-686095,10,1008.14,119.89,48378.64
LI-29450287,ORD-2609691,PROD-383342,5,3948.65,227.44,4053.04
LI-99431912,ORD-4527796,PROD-691962,3,4719.77,297.14,36480.49
LI-35232156,ORD-1666764,PROD-306840,10,4272.17,399.12,18147.36
LI-86609413,ORD-3337231,PROD-586117,7,2591.09,101.14,3529.63
LI-18297278,ORD-5124439,PROD-596371,2,1794.55,36.36,44361.31
LI-56570487,ORD-4939795,PROD-571561,7,1610.81,350.72,26003.32
LI-54682319,ORD-5892292,PROD-405844,7,3292.87,274.07,36412.63
LI-46427553,ORD-5753036,PROD-964816,5,2388.13,294.84,21400.59
LI-22657615,ORD-6626289,PROD-553875,5,678.64,482.51,16236.97
LI-27632103,ORD-7016730,PROD-763267,7,2080.77,83.77,7951.96
LI-16999217,ORD-3090632,PROD-815313,2,208.62,427.51,48599.77
LI-84613779,ORD-9970755,PROD-948729,6,2788.67,485.4,25460.08
LI-46723186,ORD-2032996,PROD-282798,3,4417.08,299.0,19812.48
LI-28268770,ORD-3244485,PROD-978052,10,1930.27,342.03,15562.37
LI-26799721,ORD-4568916,PROD-575087,5,4029.86,259.08,11073.31
LI-77008565,ORD-7342656,PROD-406475,7,733.79,358.81,20289.62
LI-79972934,ORD-5266344,PROD-595693,9,3987.08,333.71,1107.99
LI-73947375,ORD-6917726,PROD-637773,9,41.18,490.45,24110.64
LI-96844235,ORD-8071845,PROD-955359,4,397.14,18.01,9977.74
LI-19801333,ORD-8430814,PROD-243947,6,2961.3,192.72,35760.58
LI-97461237,ORD-5379842,PROD-496285,5,3951.69,214.18,19488.58
LI-65081380,ORD-4015090,PROD-840566,6,3356.18,247.82,27598.8
LI-87193750,ORD-6898121,PROD-828275,9,1758.6,49.06,38028.98
LI-12772010,ORD-9196678,PROD-131291,5,2448.8,233.73,21741.9
LI-84508678,ORD-2295478,PROD-547619,2,408.67,294.21,43409.51
LI-15998063,ORD-8189842,PROD-386153,1,4978.53,362.89,10089.92
LI-16259070,ORD-9348110,PROD-433371,3,1924.78,311.38,696.72
LI-31748171,ORD-1226709,PROD-848031,7,353.56,66.43,37134.72
LI-74375670,ORD-6039442,PROD-698721,1,4285.82,219.37,48592.03
LI-65655422,ORD-2072531,PROD-505594,10,175.64,488.61,14607.73
LI-33639349,ORD-8179422,PROD-758319,7,2464.91,357.84,10013.54
LI-34117250,ORD-1627833,PROD-767733,9,32.22,124.34,11951.77
LI-41426086,ORD-2172870,PROD-970559,10,1305.79,387.85,35813.72
LI-11316701,ORD-3971948,PROD-293155,8,4902.28,69.29,28118.22
LI-75844623,ORD-2020165,PROD-657453,6,4509.04,322.59,15320.88
LI-89554075,ORD-7840481,PROD-920601,9,4625.55,272.2,20462.09
LI-31419223,ORD-9040842,PROD-113479,9,4156.92,118.34,34879.99
LI-74184224,ORD-1206227,PROD-490850,3,373.7,107.87,876.92
LI-76495027,ORD-9973364,PROD-657851,8,1437.34,434.98,47676.44
LI-57032897,ORD-1928449,PROD-464852,6,1388.18,406.45,361.56
LI-33714739,ORD-1896549,PROD-383090,5,1508.92,271.58,28743.97
LI-48033025,ORD-8875263,PROD-599989,9,4777.05,406.8,11200.15
LI-36820553,ORD-7727871,PROD-450258,6,2303.37,127.6,28512.11
LI-20811354,ORD-3572321,PROD-632257,2,246.86,177.09,39288.46
LI-46784500,ORD-6225892,PROD-212041,5,4925.79,0.53,5362.91
LI-78728480,ORD-4597745,PROD-994063,5,4330.04,408.04,3538.08
LI-49707683,ORD-5357315,PROD-473337,2,382.08,42.24,43765.59
LI-54553536,ORD-3080465,PROD-249620,9,3416.9,494.57,33733.16
LI-78437831,ORD-7335940,PROD-448775,2,3213.82,366.01,2506.71
LI-31279079,ORD-9513744,PROD-798283,8,30.2,399.82,13856.25
LI-25352029,ORD-9008725,PROD-175181,10,2829.45,492.09,46226.3
LI-33826001,ORD-3192851,PROD-499316,10,1253.47,283.01,19938.68
LI-49732594,ORD-3866397,PROD-776468,1,2273.23,453.25,20574.02
LI-47058542,ORD-1545516,PROD-668285,6,583.75,423.64,16172.28
LI-95574698,ORD-3543155,PROD-672350,5,4969.46,74.26,34298.46
LI-74691358,ORD-6684360,PROD-846418,3,4690.01,333.04,21551.1
LI-78824543,ORD-1813305,PROD-265073,4,2152.99,11.07,20515.53
LI-12093281,ORD-2297968,PROD-424612,4,3276.01,256.08,34220.69
LI-92970019,ORD-4110620,PROD-118569,6,4259.28,60.57,8449.87
LI-18217599,ORD-3267658,PROD-306801,9,1093.98,166.19,44316.95
LI-91517969,ORD-6905758,PROD-186998,10,3161.93,282.85,22252.45
LI-63960671,ORD-9622402,PROD-772965,10,3135.18,425.1,29374.6
LI-64165959,ORD-5984017,PROD-716840,5,389.72,66.09,15310.55
LI-91066947,ORD-1689251,PROD-547523,7,3531.82,148.23,35280.13
LI-79837626,ORD-8227251,PROD-362772,9,3193.45,200.99,10070.88
LI-33715694,ORD-2542921,PROD-749650,7,1602.26,226.3,18146.17
LI-31143342,ORD-4227078,PROD-561441,8,90.06,5.08,40936.78
LI-80144387,ORD-1372083,PROD-245415,5,4133.52,153.5,43286.76
LI-68381724,ORD-3946477,PROD-396638,10,2631.37,265.31,23239.49
LI-72176066,ORD-1651813,PROD-871486,3,160.39,55.05,24125.91
LI-75328567,ORD-8516372,PROD-363356,8,4057.56,367.85,32159.86
LI-12351481,ORD-7376138,PROD-878059,4,2060.84,385.84,27133.34
LI-58390934,ORD-9295571,PROD-158235,4,900.71,50.25,29294.41
LI-77611511,ORD-7896370,PROD-649565,7,2926.88,46.59,7720.76
LI-91713973,ORD-9534955,PROD-350145,2,1326.38,326.74,30930.09
LI-72900760,ORD-7719896,PROD-463941,10,2308.66,181.04,27004.37
LI-18566067,ORD-9286701,PROD-296153,7,270.86,431.07,41267.77
LI-74218807,ORD-7310538,PROD-333352,8,2546.36,336.85,21500.31
LI-10107105,ORD-6121572,PROD-441128,6,1974.81,85.21,41929.88
LI-35540634,ORD-2337434,PROD-757054,1,1826.45,349.95,10635.54
LI-60128557,ORD-5302918,PROD-302378,8,1964.81,202.68,38244.7
LI-95530126,ORD-7300159,PROD-135670,9,1190.69,424.73,15095.94
LI-89483550,ORD-7232863,PROD-996354,9,3042.82,91.14,26168.21
LI-33689234,ORD-9379388,PROD-627335,4,4888.32,19.48,10645.32
LI-99432998,ORD-4644722,PROD-579601,7,3969.52,220.22,40617.6
LI-77720484,ORD-3587013,PROD-448760,2,2846.37,53.55,5947.26
LI-77443491,ORD-1033277,PROD-354339,1,1092.31,47.08,44942.93
LI-41808393,ORD-4597732,PROD-692169,3,4697.78,325.13,36210.52
LI-82061763,ORD-7125260,PROD-149688,7,4983.78,138.37,34795.07
LI-40545978,ORD-6214041,PROD-821191,8,2891.05,38.16,38063.52
LI-32016704,ORD-1272591,PROD-306806,1,1501.24,194.9,20676.88
LI-40449714,ORD-7798604,PROD-664293,8,2398.39,238.53,45057.9
LI-50366714,ORD-1907747,PROD-819829,8,580.61,284.39,6605.53
LI-68247978,ORD-5410064,PROD-634480,8,2557.37,33.5,22234.19
LI-95337862,ORD-6983061,PROD-491940,5,2699.46,58.16,46664.45
LI-13544506,ORD-6413237,PROD-166664,8,3024.05,445.14,8942.31
LI-19288908,ORD-4609708,PROD-438433,9,1929.72,269.93,5235.91
LI-65391521,ORD-7287267,PROD-506916,9,39.08,359.77,45549.06
LI-76008614,ORD-2769576,PROD-978247,3,2247.55,14.86,41192.32
LI-20902416,ORD-4745745,PROD-775420,4,4333.53,258.38,46411.85
LI-33701260,ORD-1107728,PROD-501105,6,83.43,236.61,1506.51
LI-23273231,ORD-4180707,PROD-563171,9,736.39,184.75,12646.08
LI-17686007,ORD-8159790,PROD-333343,2,4901.09,266.39,49577.39
LI-13572191,ORD-2404488,PROD-744007,7,2836.74,96.86,13430.84
LI-55599973,ORD-6271764,PROD-927490,7,4175.92,125.25,40883.19
LI-98812757,ORD-6207551,PROD-920218,4,4974.72,194.56,34083.02
LI-88476052,ORD-8833948,PROD-301315,3,4373.92,351.08,21931.81
LI-91689949,ORD-1604053,PROD-821544,8,2526.98,426.36,49628.29
LI-41631866,ORD-6737725,PROD-893942,5,4884.65,475.49,12744.01
LI-93902055,ORD-3660067,PROD-419243,2,1727.29,71.19,31139.91
