line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-79666969,ORD-4472899,PROD-257822,10,1602.59,164.93,34916.89
LI-39223548,ORD-5851270,PROD-187236,4,643.98,157.82,49291.76
LI-75772416,ORD-9862437,PROD-324257,10,4679.02,45.55,41148.05
LI-72701103,ORD-2604690,PROD-699865,3,1538.7,320.19,29140.12
LI-98949648,ORD-4736273,PROD-736267,6,663.44,282.86,3928.38
LI-21865725,ORD-9929873,PROD-660069,10,2528.67,61.34,4571.92
LI-24264322,ORD-8506349,PROD-373404,10,3394.38,376.38,5006.6
LI-57365012,ORD-9781682,PROD-640363,10,4714.68,191.96,12357.09
LI-37640534,ORD-2619968,PROD-389180,3,4174.41,126.42,9736.69
LI-47550700,ORD-3812041,PROD-815950,2,4789.1,65.79,13504.46
LI-40136757,ORD-6059726,PROD-227481,8,1429.82,343.6,26257.86
LI-23028092,ORD-9887870,PROD-353677,8,3473.61,164.39,27892.6
LI-46744992,ORD-4072070,PROD-119823,8,1054.66,218.17,25992.55
LI-79392265,ORD-7780957,PROD-816350,7,1345.24,289.93,31923.35
LI-20451121,ORD-3340123,PROD-482433,8,4230.91,263.66,31896.98
LI-84668560,ORD-9061344,PROD-775767,7,2283.24,79.91,35726.12
LI-19592102,ORD-2649226,PROD-393781,1,2396.1,318.51,14713.55
LI-18213673,ORD-7243806,PROD-825951,10,3167.62,302.03,42159.98
LI-45568240,ORD-2221327,PROD-278938,9,1144.49,34.67,41198.49
LI-20501706,ORD-5048923,PROD-822482,7,3039.74,167.48,10596.51
LI-45494594,ORD-9675761,PROD-559513,7,513.45,403.9,20430.01
LI-33186230,ORD-3835090,PROD-597834,10,912.57,363.09,18711.87
LI-19415075,ORD-5414434,PROD-936868,3,1394.05,275.75,26300.67
LI-46032315,ORD-5396017,PROD-684318,7,3205.56,233.13,33655.62
LI-31284498,ORD-4356758,PROD-303875,2,4870.6,475.84,2465.5
LI-94215006,ORD-5437404,PROD-452499,7,3490.74,333.07,11446.92
LI-89033172,ORD-8727357,PROD-293205,1,4259.6,375.45,30521.55
