line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-18306726,ORD-6462041,PROD-907867,8,4954.02,60.89,15113.61
LI-81378942,ORD-4581910,PROD-138017,3,2585.25,366.88,23664.44
LI-29692033,ORD-2455456,PROD-783654,4,87.18,402.92,14353.76
LI-88503750,ORD-6432443,PROD-251341,4,1947.12,486.48,27526.59
LI-23091954,ORD-8327772,PROD-436597,2,3601.32,316.64,46057.54
LI-48864418,ORD-3572321,PROD-395062,10,4555.85,128.16,24762.62
LI-89913834,ORD-7617996,PROD-359326,3,3670.97,210.04,46421.99
LI-81520515,ORD-3293481,PROD-550981,7,445.78,173.91,29530.81
LI-51792560,ORD-8544752,PROD-811788,8,2781.02,100.17,33078.42
LI-38591434,ORD-5611100,PROD-772037,5,3437.76,252.94,12705.11
LI-30980577,ORD-3476767,PROD-474697,6,773.32,89.98,48355.87
LI-29892416,ORD-2725482,PROD-504712,3,4025.2,386.15,45724.94
LI-43600792,ORD-7362670,PROD-912663,6,4161.85,372.03,4116.11
LI-91581492,ORD-4704497,PROD-839264,7,1195.59,103.44,21078.08
LI-38580218,ORD-4357847,PROD-381051,6,2246.52,13.25,3625.47
LI-56750054,ORD-5208735,PROD-983681,3,467.39,286.86,25876.4
LI-10595932,ORD-8189842,PROD-244448,9,2880.97,155.12,3182.83
LI-85933699,ORD-7506464,PROD-797461,7,2625.63,472.75,10932.6
LI-61638253,ORD-2229841,PROD-923889,2,1937.58,214.47,33477.53
LI-74983766,ORD-5537354,PROD-552135,2,1618.09,248.05,11922.34
LI-49436120,ORD-9616192,PROD-444552,8,1554.25,52.75,18377.69
LI-82291863,ORD-7467082,PROD-189867,9,2351.54,391.28,759.77
LI-84526705,ORD-3947099,PROD-352232,9,2957.45,487.06,46147.61
LI-34455632,ORD-3961566,PROD-831660,6,1169.24,290.0,10231.32
LI-52429205,ORD-6224708,PROD-301315,7,48.33,9.46,6862.81
LI-42045802,ORD-5760255,PROD-626103,1,2852.36,78.12,34374.32
LI-93790515,ORD-2405710,PROD-143242,10,728.41,246.63,24526.6
LI-16365504,ORD-1264541,PROD-994745,7,499.66,355.89,49528.94
LI-74069428,ORD-6362309,PROD-936064,1,3341.57,192.82,39069.72
LI-48482136,ORD-3941079,PROD-149625,7,4805.79,356.03,28924.37
LI-24228494,ORD-5145029,PROD-937494,4,3137.09,8.15,2932.84
LI-73045820,ORD-8600805,PROD-856813,2,3262.47,268.36,38273.57
LI-49050285,ORD-3554567,PROD-355192,8,3395.85,295.79,17739.83
LI-92425081,ORD-3438699,PROD-866986,2,212.26,431.73,32802.97
LI-79981121,ORD-5934666,PROD-210762,10,189.9,151.78,38311.61
LI-73945245,ORD-8418468,PROD-439038,8,4960.81,45.04,43183.13
LI-19397030,ORD-1414089,PROD-233580,5,4108.57,457.71,14087.8
LI-52508914,ORD-5115372,PROD-431437,2,4714.68,23.08,18209.55
LI-71995965,ORD-5906416,PROD-428703,4,4726.13,406.23,11199.12
LI-36215294,ORD-2163761,PROD-132785,2,1007.15,495.09,21702.33
LI-37853962,ORD-4605461,PROD-859287,7,1930.53,154.21,22842.72
LI-81107856,ORD-2277545,PROD-404598,4,2833.0,68.29,31721.02
LI-88251719,ORD-4483272,PROD-107027,6,2112.24,215.47,21913.93
LI-97823580,ORD-4820645,PROD-960688,7,1331.49,234.99,30297.19
LI-59241643,ORD-9114280,PROD-136223,7,4960.6,137.06,2383.49
LI-73817737,ORD-4264574,PROD-166451,7,3733.21,319.83,6503.96
LI-11094329,ORD-7003281,PROD-697967,9,2798.84,368.89,16127.09
LI-80454372,ORD-9673286,PROD-277786,8,615.44,38.96,28928.12
LI-27150658,ORD-6911339,PROD-877484,10,2853.23,101.45,44135.35
LI-95364580,ORD-6217389,PROD-635252,2,4939.22,366.38,49297.56
LI-99337283,ORD-9057268,PROD-625466,10,680.09,137.26,42406.51
LI-96033512,ORD-2205937,PROD-380455,2,2781.53,392.95,1534.79
LI-38616160,ORD-3659340,PROD-223480,10,4914.88,160.51,34607.84
LI-82068234,ORD-8770206,PROD-325529,5,913.05,164.56,11249.05
LI-55362462,ORD-5652952,PROD-845212,3,735.5,295.76,21978.22
LI-23030653,ORD-9515823,PROD-711376,4,2439.86,434.95,16024.65
LI-95767922,ORD-8152965,PROD-226619,2,4683.68,466.92,1013.74
LI-60739011,ORD-4997489,PROD-577504,6,3001.99,143.68,10932.17
LI-74141409,ORD-5087462,PROD-761656,8,2729.57,273.57,4304.2
LI-93229669,ORD-1055676,PROD-836309,5,2925.11,150.21,7408.27
LI-83801037,ORD-3422074,PROD-504893,5,30.72,476.04,30638.33
LI-23249832,ORD-8517124,PROD-207429,6,126.29,182.33,19568.61
LI-99528647,ORD-8140241,PROD-709000,2,2570.7,418.11,10757.05
LI-47409418,ORD-9493813,PROD-294127,9,1667.79,113.8,49261.88
LI-84109835,ORD-3343204,PROD-969855,6,4748.81,429.18,25303.98
LI-36717478,ORD-5413972,PROD-176177,4,2457.76,97.78,29006.82
LI-68542007,ORD-8494257,PROD-158077,2,3878.55,105.03,27694.58
LI-80958768,ORD-3970826,PROD-812516,1,144.93,411.13,33061.69
LI-52040368,ORD-5750951,PROD-354668,7,319.52,284.37,40312.34
LI-74181871,ORD-7153675,PROD-626258,2,965.29,104.67,33801.65
LI-83191168,ORD-6510843,PROD-620248,10,2117.7,46.61,17200.38
LI-34280513,ORD-4384249,PROD-560392,1,4029.58,372.07,22859.28
LI-33686042,ORD-1849585,PROD-425628,3,3773.09,23.73,13154.51
LI-92144624,ORD-2161568,PROD-185296,8,4454.43,284.78,4873.44
LI-67878035,ORD-2683723,PROD-278771,9,1948.63,248.78,8850.03
LI-26637173,ORD-6943649,PROD-454349,8,1519.62,481.22,40692.66
LI-91214954,ORD-4263001,PROD-269536,9,4991.59,50.66,3766.23
LI-14747155,ORD-1828896,PROD-944577,4,503.56,247.25,24408.0
LI-51776676,ORD-3760609,PROD-840491,10,2447.76,358.08,35118.13
LI-92318325,ORD-9596150,PROD-349246,1,2244.67,258.47,44642.98
LI-21995641,ORD-3817099,PROD-858895,10,3286.61,370.19,37368.46
LI-41293550,ORD-5375500,PROD-374567,2,3796.3,211.27,11649.0
LI-26559975,ORD-9898107,PROD-573996,8,498.39,175.97,14474.77
LI-90290794,ORD-8837587,PROD-772582,10,4021.25,389.73,605.51
LI-15921519,ORD-8786406,PROD-969745,4,2983.87,70.28,49408.02
LI-16428676,ORD-5117494,PROD-661301,9,362.93,379.1,18809.55
LI-23259959,ORD-6016970,PROD-388402,4,4444.78,267.43,4114.53
LI-86595979,ORD-8561866,PROD-414401,2,3218.22,161.79,44708.46
LI-91673896,ORD-7097695,PROD-782394,4,4230.5,222.64,28935.53
LI-68610097,ORD-9885022,PROD-653801,9,928.54,250.56,38262.94
LI-27981982,ORD-6255285,PROD-415870,5,3268.2,287.14,43637.35
LI-21652194,ORD-5900889,PROD-979750,1,843.52,149.08,45446.64
LI-43470740,ORD-4945873,PROD-542407,7,1475.84,318.49,26346.68
LI-25914099,ORD-3008522,PROD-769239,8,827.87,331.28,34690.37
LI-74576045,ORD-9586782,PROD-867865,3,2308.06,241.16,19631.27
LI-91964366,ORD-8466056,PROD-394152,6,1770.01,310.44,3763.99
LI-28344680,ORD-7746298,PROD-760636,3,938.85,426.88,20774.16
LI-24277140,ORD-4842164,PROD-739410,8,1267.69,149.85,15120.39
LI-84545912,ORD-4180704,PROD-455538,8,4427.54,75.88,45220.31
LI-32247361,ORD-2181549,PROD-500610,5,21.31,377.91,4087.91
LI-77464130,ORD-3725939,PROD-595350,1,3084.34,167.55,19541.47
LI-47472046,ORD-5363068,PROD-738957,9,4329.15,439.7,19693.71
LI-40126073,ORD-7961801,PROD-263521,9,4221.15,392.63,10908.22
LI-66846180,ORD-9485471,PROD-738997,1,3790.95,218.0,4446.92
LI-81938715,ORD-5381447,PROD-440242,9,2161.6,256.31,24168.68
LI-98741963,ORD-9218422,PROD-964186,7,547.08,81.79,3505.37
LI-90408220,ORD-2129949,PROD-716401,8,3459.39,180.18,43014.59
LI-27908120,ORD-2154201,PROD-844028,5,529.06,316.0,40577.57
LI-36189262,ORD-1211257,PROD-999042,7,4566.81,428.47,42765.48
LI-55840728,ORD-1840484,PROD-446396,5,3520.37,322.14,46869.45
LI-10617760,ORD-2942074,PROD-568241,10,4142.68,175.58,1418.43
LI-28422770,ORD-6863178,PROD-170226,3,276.85,342.14,13324.02
LI-72485823,ORD-1966740,PROD-845942,10,3017.32,363.6,35050.66
LI-32401414,ORD-4965990,PROD-851199,10,4260.48,157.26,13962.5
LI-22041106,ORD-4334522,PROD-280088,10,4070.96,344.92,44455.05
LI-20856298,ORD-8695894,PROD-103609,7,4524.42,307.41,8134.85
LI-78852740,ORD-7834419,PROD-718739,4,4272.53,45.62,24821.83
LI-92392604,ORD-4988599,PROD-818767,6,4785.24,168.48,37293.84
LI-28361832,ORD-9037122,PROD-729361,4,3497.74,205.28,49446.38
LI-28562030,ORD-6630205,PROD-790241,6,3166.81,281.5,15802.89
LI-41997587,ORD-7305666,PROD-700494,10,3475.39,371.82,48096.38
LI-54832863,ORD-6437332,PROD-576658,6,4940.79,479.83,7378.03
LI-40990272,ORD-1142264,PROD-559214,8,1287.44,496.6,46796.06
LI-64816175,ORD-3534251,PROD-400961,6,4254.87,9.81,7605.62
LI-69220600,ORD-8507678,PROD-461932,8,2412.24,286.45,3050.93
LI-76766689,ORD-2895812,PROD-126334,2,445.41,192.46,18474.71
LI-63684982,ORD-3006928,PROD-788056,1,4152.33,422.97,45630.07
LI-47217943,ORD-6267841,PROD-824037,9,4082.9,272.44,8286.14
LI-75605158,ORD-4251988,PROD-749650,9,2815.66,283.45,32491.56
LI-22610257,ORD-5960639,PROD-192777,5,4999.71,395.53,40275.38
LI-72539683,ORD-2476107,PROD-490148,10,3907.72,491.7,13550.38
LI-27458046,ORD-5985737,PROD-847062,3,1647.24,63.14,36438.99
LI-93439715,ORD-2680459,PROD-641237,4,1089.86,433.62,5225.25
LI-29846530,ORD-8644572,PROD-793622,6,4253.71,490.86,41998.48
LI-68984736,ORD-1586002,PROD-987648,2,2031.53,282.98,24740.23
LI-20505767,ORD-8070329,PROD-501235,9,4776.03,37.24,33035.87
LI-37125003,ORD-1919169,PROD-736386,7,3688.09,147.61,9957.33
LI-46423479,ORD-6413237,PROD-495044,6,1113.37,106.43,6727.1
LI-43529445,ORD-3947686,PROD-456446,4,588.91,476.14,40221.78
LI-27114853,ORD-5212600,PROD-842530,4,1868.09,21.11,17389.53
LI-11789104,ORD-5649561,PROD-461668,9,1921.41,408.72,19147.47
LI-71125727,ORD-3782671,PROD-831069,7,1660.43,95.64,18846.03
LI-49883349,ORD-1299876,PROD-889690,8,3830.87,473.73,49911.75
LI-28997351,ORD-3797055,PROD-622533,3,3760.33,380.53,35404.93
LI-75778811,ORD-3341821,PROD-343544,6,3258.73,59.43,68.31
LI-67660733,ORD-9218573,PROD-305810,8,4027.05,207.14,46274.3
LI-78649135,ORD-8893517,PROD-124305,10,3044.72,274.08,14135.92
LI-73597982,ORD-7862422,PROD-146584,2,1600.69,318.73,2530.94
LI-34528709,ORD-7487705,PROD-171568,9,350.71,106.59,49264.26
LI-92821161,ORD-1200569,PROD-876659,6,3159.08,118.94,4735.42
LI-53131321,ORD-1275113,PROD-556224,10,4339.3,496.17,8816.33
LI-65093338,ORD-7425386,PROD-217227,1,2069.16,173.27,17734.22
LI-69446251,ORD-4514972,PROD-877490,6,2490.51,112.03,32913.02
LI-60314705,ORD-2988961,PROD-476589,10,2612.39,232.49,12225.37
LI-81724091,ORD-8966508,PROD-307495,6,2527.74,146.52,47938.32
LI-21491294,ORD-5646821,PROD-913647,10,390.65,439.49,42651.75
LI-58126035,ORD-1839073,PROD-970771,8,3124.89,482.71,32801.72
LI-78711040,ORD-1935508,PROD-176261,7,2403.79,400.03,37502.6
LI-22467508,ORD-7869213,PROD-366400,7,2341.81,100.38,48861.8
LI-57070496,ORD-9697912,PROD-323092,4,2142.74,209.22,28864.71
LI-21573250,ORD-6497236,PROD-494767,8,87.95,26.9,7620.6
LI-18633808,ORD-7188416,PROD-772178,1,4753.4,237.17,45289.53
LI-54538110,ORD-4630796,PROD-376885,3,3707.81,336.51,5195.11
LI-11014910,ORD-5985703,PROD-933758,4,1073.47,345.73,17912.76
LI-97186432,ORD-1548908,PROD-947500,9,3100.53,106.06,45132.98
LI-53911431,ORD-1638440,PROD-750959,1,4502.8,78.07,37559.45
LI-93697796,ORD-9181107,PROD-804803,3,172.04,8.71,484.67
LI-85881793,ORD-3483404,PROD-232706,9,3469.19,299.07,49422.97
LI-68236507,ORD-3718093,PROD-100411,10,527.82,186.84,18257.95
LI-83784174,ORD-7437869,PROD-483545,1,1390.79,266.56,30779.59
LI-25281130,ORD-8445993,PROD-763418,9,1819.5,207.34,9336.57
LI-20446129,ORD-6552498,PROD-918863,9,2715.96,347.4,38618.7
LI-68909768,ORD-8228034,PROD-223735,3,3306.58,249.6,40538.96
LI-93846538,ORD-7019753,PROD-284160,9,2234.83,31.18,44685.93
LI-54358531,ORD-4384045,PROD-988153,9,324.63,108.43,21706.82
