line_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
LI-73864828,ORD-4476161,PROD-468381,7,1419.37,41.78,25819.69
LI-18271964,ORD-6687699,PROD-267278,1,3792.92,103.0,23671.42
LI-75465203,ORD-4552737,PROD-455866,10,3916.9,497.46,41300.3
LI-80088270,ORD-9542569,PROD-174042,4,275.07,345.21,38693.77
LI-96255488,ORD-6613397,PROD-464626,6,2764.88,178.61,46733.51
LI-39203959,ORD-7951412,PROD-241213,1,315.6,157.21,47892.93
LI-97790088,ORD-7988147,PROD-867979,10,1869.22,175.25,16208.74
LI-44966456,ORD-5892289,PROD-239820,5,242.06,260.46,34849.0
LI-34723166,ORD-8728348,PROD-197923,3,1524.84,4.06,13314.73
LI-19734870,ORD-3803306,PROD-768037,10,3794.4,224.0,1022.67
LI-27532792,ORD-8062029,PROD-400536,7,831.16,77.78,9135.24
LI-46331528,ORD-6005861,PROD-491497,2,1477.64,339.9,275.25
LI-97551735,ORD-7615800,PROD-383904,10,2071.63,478.13,35496.87
LI-97222950,ORD-1665345,PROD-985055,6,1727.03,149.23,31798.4
LI-26873984,ORD-2633083,PROD-525382,1,2870.3,158.28,31474.93
LI-10599208,ORD-5699749,PROD-610526,9,3413.93,457.9,47388.94
LI-36055215,ORD-4028195,PROD-355270,1,3715.32,486.68,41812.55
LI-72590825,ORD-6158493,PROD-125513,10,984.46,443.61,30717.53
LI-39465946,ORD-9541625,PROD-309159,10,2138.77,350.19,30944.23
LI-10283994,ORD-2235470,PROD-804199,5,1236.28,344.65,24781.45
LI-27330786,ORD-8153416,PROD-194844,5,2503.31,309.76,5059.31
LI-28266924,ORD-7749060,PROD-320493,10,1426.91,204.2,1318.82
LI-37121060,ORD-9704695,PROD-675281,9,4088.35,477.2,4745.04
LI-49253506,ORD-4777872,PROD-527381,4,4659.07,49.31,6162.3
LI-13271030,ORD-7516449,PROD-998303,7,1949.19,100.19,28987.64
LI-52797350,ORD-3138273,PROD-716010,10,921.62,46.26,43954.79
LI-90674402,ORD-6460621,PROD-757484,6,547.14,126.73,5158.13
LI-62658609,ORD-2550911,PROD-709069,4,337.41,80.24,4840.95
LI-83333126,ORD-2459156,PROD-716270,3,4891.1,132.37,7080.52
LI-66662365,ORD-8380435,PROD-302166,7,4640.95,351.63,47013.94
LI-59693444,ORD-4854746,PROD-384239,1,3033.7,160.7,14114.22
LI-29045795,ORD-9605248,PROD-703616,3,255.01,71.82,34364.48
LI-41434906,ORD-1768536,PROD-815000,1,3855.43,286.97,25484.08
LI-75529174,ORD-1693960,PROD-534329,6,546.99,448.68,13157.57
LI-83893233,ORD-7841503,PROD-210464,9,1273.3,446.5,7572.46
LI-68978910,ORD-8927644,PROD-875600,9,2666.78,197.64,21272.15
LI-78262517,ORD-2211051,PROD-990965,1,893.55,392.7,15745.01
LI-53299384,ORD-3585869,PROD-337690,10,1891.26,8.07,25188.47
LI-82620073,ORD-5459498,PROD-564568,5,2649.61,31.24,45748.07
LI-43480681,ORD-5306750,PROD-593497,3,812.34,130.04,44866.18
LI-71610190,ORD-6433922,PROD-196171,3,4029.64,112.62,34927.97
LI-55918855,ORD-5361450,PROD-726826,9,4135.28,283.62,1336.45
LI-43193377,ORD-9453801,PROD-906106,4,2879.34,478.88,12362.97
LI-74374341,ORD-8802369,PROD-642479,4,501.07,96.97,26176.76
LI-69569212,ORD-8475795,PROD-364025,4,4625.88,491.0,16949.54
LI-37018719,ORD-3847411,PROD-633509,5,2802.49,419.81,30240.67
LI-86573518,ORD-1154860,PROD-730898,10,1280.13,392.67,30772.44
LI-51339779,ORD-9823968,PROD-532662,8,343.91,12.07,27180.92
LI-12491124,ORD-5551391,PROD-844028,1,156.35,457.88,29671.6
LI-33586315,ORD-4241145,PROD-188914,7,836.15,188.28,49167.71
LI-71067025,ORD-2249970,PROD-204020,7,883.65,219.24,12952.05
LI-10630113,ORD-5877169,PROD-816499,4,2794.45,280.11,18838.41
LI-56952805,ORD-2605220,PROD-584933,3,2862.86,263.7,7635.54
LI-98878511,ORD-3169145,PROD-374114,5,4738.75,444.28,25685.3
LI-95740573,ORD-3034866,PROD-850814,4,1720.83,132.63,24247.44
LI-51616074,ORD-2407057,PROD-500465,2,4588.1,459.58,16233.71
LI-52654715,ORD-1506988,PROD-484204,10,1489.76,119.71,18707.5
LI-41241668,ORD-4513818,PROD-977812,10,841.95,41.48,11589.7
LI-77495491,ORD-2385470,PROD-459021,5,4643.74,457.59,19145.74
LI-59375260,ORD-7118324,PROD-344700,5,1760.26,481.25,13683.4
LI-73634441,ORD-8335102,PROD-700306,7,3665.14,75.65,17503.58
LI-21690794,ORD-5778000,PROD-695156,4,3401.51,191.07,48427.33
LI-89359429,ORD-5839088,PROD-553089,5,3313.85,118.64,28822.97
LI-84627448,ORD-9818022,PROD-923037,4,3712.5,313.88,41048.59
LI-47231774,ORD-6265946,PROD-350216,1,3486.57,107.11,10698.7
LI-57619497,ORD-5676308,PROD-914032,6,915.63,268.05,40820.72
LI-46492670,ORD-7284650,PROD-222957,7,2326.29,284.66,32643.31
LI-46756929,ORD-6233481,PROD-390436,10,790.37,400.27,20614.16
LI-26867800,ORD-3503221,PROD-327822,7,1175.86,493.92,20073.86
LI-33947174,ORD-8837252,PROD-831019,2,4969.04,279.0,23555.55
LI-20064363,ORD-6023276,PROD-935662,3,4586.76,423.58,22546.58
LI-28137087,ORD-3006228,PROD-812904,1,2348.54,265.83,12601.71
LI-88162449,ORD-9665805,PROD-123814,3,4874.72,88.86,20461.74
LI-69660839,ORD-4931888,PROD-971886,1,3846.28,123.94,48020.91
LI-23176429,ORD-4704770,PROD-508374,5,4631.52,448.86,28332.38
LI-53261589,ORD-4122378,PROD-758909,2,4455.16,83.08,42583.31
LI-96770181,ORD-9298518,PROD-328403,10,3410.79,45.31,23556.02
LI-19938798,ORD-9245746,PROD-646857,7,3275.27,291.29,46563.44
LI-85614093,ORD-7977721,PROD-460578,3,3385.22,96.88,38996.34
LI-61843846,ORD-1082341,PROD-217156,8,3945.2,374.09,1544.84
LI-14700887,ORD-3345368,PROD-464816,2,3936.0,445.45,7576.74
LI-13950702,ORD-8698577,PROD-250014,6,290.54,92.66,43031.03
