product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-743364,4573302307003710835,Wireless Mouse Ergonomic,2414.21,2178.45,SKU-8806475,7422,91,SUP-7802,23.6,04x73x2cm,True,2024-11-13
PROD-856113,5750949294071931233,4K Ultra HD Smart TV,4509.34,2252.69,SKU-4609550,6041,68,SUP-3985,36.54,3x078x5cm,False,2023-04-18
PROD-411099,5011211452205217863,Gaming Laptop Pro,140.65,2320.41,SKU-9395132,1654,80,SUP-7410,33.39,1x82x95cm,True,2021-09-20
PROD-555429,8577285466128590863,Coffee Machine Deluxe,2802.04,423.91,SKU-6356100,3513,22,SUP-5334,28.39,8x2x20cm,True,2020-05-08
PROD-736099,2059160930794787802,Standing Desk Converter,4381.48,594.2,SKU-2138905,3574,63,SUP-4725,9.97,903x420x1cm,False,2020-01-07
PROD-387290,7543598630829209819,Gaming Laptop Pro,3765.0,1957.93,SKU-5288727,6670,75,SUP-7742,18.81,9x444x637cm,True,2022-10-25
PROD-450627,8984325558153423916,Organic Cotton T-Shirt,1788.73,2101.59,SKU-2148497,2322,89,SUP-8255,11.09,41x4x5cm,False,2020-01-03
PROD-755285,6768514726874352695,Gaming Laptop Pro,2836.82,1351.29,SKU-3038130,8932,16,SUP-3938,4.16,300x58x1cm,False,2023-12-29
PROD-389281,457656887197809457,Standing Desk Converter,3456.98,1776.86,SKU-2719389,4066,83,SUP-1255,40.99,75x781x7cm,False,2022-02-09
PROD-471279,1092359296231569425,Fitness Tracker Watch,2791.56,2985.97,SKU-7234016,4533,71,SUP-2031,48.79,2x11x0cm,True,2020-08-19
PROD-461895,7499935810717661231,LED Desk Lamp,3625.4,2458.03,SKU-3234597,2446,92,SUP-6548,2.46,18x166x073cm,True,2021-04-24
PROD-244525,1234580458892986646,Bluetooth Speaker,678.52,2286.02,SKU-7400052,547,17,SUP-5145,4.66,18x1x09cm,True,2023-11-14
PROD-462810,5905845987904469514,Wireless Bluetooth Headphones,4550.89,1467.96,SKU-4170167,1444,81,SUP-2010,49.67,0x103x60cm,False,2022-10-06
