order_id,customer_id,shipping_address_id,billing_address_id,order_date,order_time,status,subtotal,tax_amount,shipping_cost,total_amount,payment_method,notes
ORD-2962105,501642,37204fa2-43c9-4364-ba6b-eea148d01f5d,8c73f9b3-7c52-4e6e-bfcf-43459ee090e5,2023-05-02,14:45:00,DELIVERED,8824.61,21.33,27.62,5070.82,PAYPAL,Gift wrapping required
ORD-4588242,111496,93dffb9a-4651-4e31-a6b0-76966f1470f2,00304835-cf3e-4596-a24f-8fbe3130be5c,2023-08-17,14:45:00,SHIPPED,7065.7,756.11,20.02,3826.91,CREDIT_CARD,Gift wrapping required
ORD-9435668,34102,1904ecdd-0ee8-4748-9277-133608259d08,4fc14ec3-e2cc-4998-9bbd-6ef058eb4a34,2024-10-04,09:00:00,DELIVERED,6022.4,598.22,11.73,7814.87,PAYPAL,Weekend delivery preferred
ORD-9986500,251160,a12c5ac2-6300-418d-bdf5-64cd161192a9,15db138f-7518-4bd8-8653-d34970deb45f,2024-01-09,12:15:00,PROCESSING,4819.4,94.44,46.41,8442.73,DEBIT_CARD,Special handling required
ORD-9848370,555175,a2b7de28-64e2-49fe-b5a9-fa7fd219fdeb,f892ba99-6901-43c9-90b4-47247e31b13b,2024-06-05,10:30:00,DELIVERED,5362.68,71.06,48.18,10656.53,CREDIT_CARD,Gift wrapping required
ORD-3035656,659692,1e065681-5121-4469-8053-5cddc207afac,e6ac818a-28d1-4130-bc10-82e52ee1ce33,2024-12-25,16:20:00,PROCESSING,5677.03,767.57,5.04,9356.21,PAYPAL,Fragile items
ORD-3708126,324965,0ff150f7-f9f9-4211-be54-d595a4687e68,00beabfb-30bd-436c-b51e-b3b77624cb32,2023-10-21,10:30:00,DELIVERED,209.84,104.37,31.31,6765.39,CREDIT_CARD,Rush delivery requested
ORD-5279962,738853,40cf9b00-3da8-4a57-9a96-6018f7234029,77918cab-7c66-4619-b557-bb6f7fdc22fb,2023-03-07,18:30:00,DELIVERED,1844.59,251.23,5.94,1574.65,CREDIT_CARD,Fragile items
ORD-2000104,751814,c8c3641c-4f3f-48e5-853a-1e099fdd7d61,3dd04de7-07d0-40bd-818d-6663dcb8d3a0,2024-06-18,22:00:00,CONFIRMED,1334.72,349.49,21.78,8579.88,CREDIT_CARD,Contact before delivery
ORD-5225798,51262,03a834b6-5bb3-4a3a-9d22-8e1db22ebafd,45dd4c9a-80bb-43e8-bfd3-8f8498a1ba71,2024-11-03,22:00:00,SHIPPED,6903.87,137.73,42.05,548.22,DEBIT_CARD,Contact before delivery
ORD-6308549,323107,411be6bd-b7ae-4852-b2ad-b45b1878d739,4d33e852-ab4d-4f53-82f0-36006cb33a88,2023-02-09,22:00:00,SHIPPED,3314.63,57.24,19.62,6963.88,CASH_ON_DELIVERY,Business delivery
ORD-3562321,708213,5afdbebf-5d15-450e-b021-839181fb4f7a,6a0c19b8-1384-43d0-b02c-32126faad793,2024-10-25,10:30:00,SHIPPED,6839.0,321.72,21.52,829.19,DEBIT_CARD,Leave at front door
ORD-4738694,523422,44eb5efc-cb6f-42ea-bafe-f6a890513df0,a62d76f2-a6d7-417a-9923-a23bb6ab4449,2023-06-15,20:10:00,RETURNED,6353.44,788.32,32.37,4662.64,CREDIT_CARD,Gift wrapping required
ORD-4978057,443719,90b7fa71-d887-4555-91fa-4061c527ee8f,3f164576-7086-4938-bf9d-edac9d3a1184,2024-05-13,18:30:00,DELIVERED,3333.97,795.58,18.83,1699.55,PAYPAL,Leave at front door
ORD-8279488,260773,9032b993-1e46-4d1c-9b55-0e467f0de916,5893f461-1b5d-40a8-950b-ef1d4ce32164,2023-03-25,10:30:00,SHIPPED,8407.56,287.11,46.88,1619.97,DEBIT_CARD,Weekend delivery preferred
ORD-7483861,719198,3a7bd805-b34f-4ba0-b6b1-ec4f070cf1a0,5d905715-c947-49c1-b93f-64a7801d9416,2023-02-15,18:30:00,DELIVERED,649.99,270.0,46.95,2020.58,DEBIT_CARD,Rush delivery requested
ORD-6342517,640772,0e28dd70-230f-47f5-93ea-e19d8bfaf4ee,77acb60e-c4d8-449b-9d08-58d6823e6e2a,2023-04-12,10:30:00,CONFIRMED,4550.35,219.19,18.86,4017.81,CREDIT_CARD,Fragile items
ORD-5436436,48617,1347dd08-d8b6-4fe7-8782-3877997454d9,54760aea-c837-4428-9802-02989d0231f3,2023-03-05,09:00:00,PROCESSING,5760.2,70.66,26.36,6291.43,DEBIT_CARD,Business delivery
ORD-2829321,844513,00661017-8315-4ce4-b8bc-e762b3626ff5,e3193148-3b45-4511-8f96-ff1f07cbab7a,2023-11-27,10:30:00,PROCESSING,4983.15,528.04,36.61,6695.78,CASH_ON_DELIVERY,Contact before delivery
ORD-9995676,966623,81153338-263d-4a2e-866d-21ff2c1f62dc,94b19f3e-e8d4-42d9-b1e0-47c4f1a72036,2024-05-25,10:30:00,DELIVERED,4737.51,305.32,26.11,2320.65,CREDIT_CARD,Leave at front door
ORD-5864030,144312,5ba22c83-e4f4-4d05-90d8-aefe38c87305,60f3c953-6950-45b8-aa81-6fdc9641d0ba,2023-01-08,20:10:00,DELIVERED,5950.66,666.15,35.0,2852.91,CREDIT_CARD,Leave at front door
ORD-2527203,226112,b4e89290-e9d1-46d6-951c-1cb7de3e4b60,316e3e03-2ef2-4c6d-b603-78589b94deb0,2023-10-20,10:30:00,DELIVERED,5917.02,210.93,10.6,6704.15,CASH_ON_DELIVERY,Contact before delivery
ORD-3436706,631629,a6f4a12d-20bb-490f-9ad1-dfbb369c54c7,d64d8745-42a0-4c84-9de7-be070e975135,2024-04-10,10:30:00,CONFIRMED,3948.3,437.37,15.06,681.78,CREDIT_CARD,Weekend delivery preferred
ORD-5430258,407544,8251d851-60a1-42fe-9ce4-fac1e7ab8e09,ed9167d0-fc39-4396-800e-7e21096c7186,2023-07-21,10:30:00,CONFIRMED,6607.52,633.27,20.52,3070.35,CREDIT_CARD,Contact before delivery
ORD-6871170,886930,f6cf4da0-e33d-45e8-bd6d-32534cc5af46,a9e38d0a-4a9b-4a03-befa-de8bf6346f96,2024-08-23,22:00:00,DELIVERED,1495.44,387.45,24.53,1807.41,CREDIT_CARD,Special handling required
ORD-8678462,292472,6b443658-d47d-4ce5-800d-1b965056644d,5a024f21-1b38-4bff-8603-fa0148abb44b,2024-06-07,16:20:00,CONFIRMED,5861.42,250.34,17.61,2230.65,DEBIT_CARD,Contact before delivery
ORD-9939301,628570,ab3e182a-c927-4310-a327-ec94f7266d84,b828ba72-6cfa-4b2b-b1c2-3845ba945d48,2024-10-26,20:10:00,DELIVERED,4796.21,643.64,48.17,2227.53,CREDIT_CARD,Gift wrapping required
