product_id,category_id,product_name,price,cost,sku,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,is_active,created_date
PROD-961792,8333790471617855558,Coffee Machine Deluxe,4024.37,2770.45,SKU-9893457,1526,42,SUP-8193,9.01,71x970x6cm,True,2024-02-21
PROD-312565,6481742009550095383,Portable Phone Charger,3310.85,2588.1,SKU-6722390,6537,37,SUP-9828,19.0,34x6x2cm,False,2023-05-20
PROD-703739,9005668263611967382,Portable Phone Charger,3456.41,1279.58,SKU-4743974,1267,63,SUP-4859,33.08,7x27x6cm,True,2020-04-14
PROD-150482,2943439479649598096,Wireless Bluetooth Headphones,1016.7,296.68,SKU-7523922,3104,74,SUP-6554,8.46,1x59x89cm,True,2022-07-09
PROD-184461,5889486609811291649,Standing Desk Converter,264.61,946.79,SKU-3452626,7621,87,SUP-2903,16.97,1x80x642cm,False,2021-10-12
PROD-456911,7639003528640397685,Standing Desk Converter,802.02,1375.26,SKU-6137302,1008,52,SUP-7047,33.91,1x4x0cm,True,2023-11-22
PROD-417640,4610260460021950822,Wireless Bluetooth Headphones,1717.53,1633.72,SKU-3556559,8269,49,SUP-6124,5.38,165x536x2cm,False,2024-12-13
PROD-333277,4878612470998512561,Portable Phone Charger,719.99,1570.81,SKU-6379094,8662,37,SUP-9498,2.77,008x8x96cm,True,2021-03-18
PROD-714139,50911250145027531,Air Purifier HEPA,506.89,304.57,SKU-4180758,5607,93,SUP-3614,30.88,0x8x830cm,False,2021-08-01
PROD-652660,1374938777233468426,Wireless Bluetooth Headphones,2917.53,606.18,SKU-2415247,4940,11,SUP-3896,42.65,18x226x05cm,True,2020-08-14
PROD-561327,3494392278017117633,Air Purifier HEPA,4110.17,696.11,SKU-3996659,5999,19,SUP-5973,4.34,63x0x633cm,False,2022-01-30
PROD-801849,1377634810812997223,Air Purifier HEPA,1935.95,1581.59,SKU-8000242,4414,15,SUP-1279,35.31,7x309x00cm,True,2022-10-12
PROD-690853,625569648037543091,Yoga Mat Premium,3914.36,1828.12,SKU-2716309,5553,91,SUP-2564,7.51,509x729x46cm,True,2022-10-02
PROD-279484,8102561209057765021,Portable Phone Charger,3645.05,1195.89,SKU-7322441,3752,10,SUP-3319,35.22,1x710x0cm,False,2023-11-02
PROD-675736,700334964522911819,Air Purifier HEPA,3439.09,358.59,SKU-8747667,5605,7,SUP-2957,30.94,0x41x87cm,True,2021-08-09
